Complex,VINA,GlideSP,HMS,DSX,RFScore,Experimental
1f5k,-5.8378,-8.17,-6.92157079,-73.805,-6.3076646966,-5.167000949
1fcx,-15.262,-15.27,-13.82932607,-173.486,-12.0593170437,-9.933352091
1fcz,-14.406,-14.97,-13.30433667,-163.539,-11.4378516297,-12.73790073
1fd0,-15.574,-15.57,-14.18852934,-172.476,-11.2441967455,-11.60502887
1fh7,-7.2405,-7.71,-8.082073676,-98.779,-7.50447336765,-7.239327532
1fh8,-7.3492,-8.42,-8.054442655,-101.832,-7.58386432675,-9.518886774
1fh9,-7.915,-8.49,-8.468907972,-101.978,-6.85648506898,-8.883373289
1fkb,-12.156,-12.36,-13.24907463,-166.16,-8.17797108348,-13.40104524
1fki,-11.324,-8.43,-10.62412762,-112.088,-8.81725876246,-9.670857391
1fkn,-8.1977,-16.85,-11.86752357,-232.605,-10.9063429228,-12.15764929
1flr,-13.195,-9.68,-11.02477743,-125.858,-9.44928368329,-13.81551056
1ftm,-8.3172,-7.13,-8.123520208,-88.295,-8.55442071959,-10.51360353
1fzj,-11.03,-19.24,-12.98657992,-236.152,-7.67943165619,-11.19056355
1fzk,-10.86,-16.01,-12.79316278,-225.062,-7.93377841273,-11.60502887
1g7f,-8.1294,-6.7,-8.92481982,-138.711,-8.18965715847,-7.557084275
1g7q,-8.9694,-10.74,-10.12676924,-165.45,-7.99698504437,-8.372199398
1gni,-6.2695,-4.48,-8.607063078,-108.686,-8.99750925537,-11.15
1gpk,-11.02,-10.02,-8.468907972,-106.456,-8.92080106511,-7.41892917
1h23,-9.6691,-14.19,-11.121486,-175.22,-10.0208774558,-11.53595132
1ha2,-8.4677,-7.9,-10.05769169,-94.103,-10.458642621,-7.65
1hfs,-11.064,-16.22,-13.93985015,-290.002,-10.8615242189,-12.01949419
1hi4,-5.4098,-8.39,-7.653792849,-66.501,-7.80220934841,-6.203164241
1hk4,-4.641,-5.21,-9.643226369,-53.56,-7.15228076999,-7.34
1if7,-4.9334,-6.55,-8.993897373,-88.989,-9.74630691999,-14.53391711
1is0,-6.4414,-9.36,-8.330752866,-121.009,-8.34325015801,-9.670857391
1j16,-6.0352,-7.96,-6.949201811,-74.015,-6.29964347696,-5.305156054
1j17,-10.219,-8.2,-9.726119433,-166.272,-8.55497208978,-7.211696511
1jaq,-6.2213,-8.24,-8.16496674,-101.586,-7.63849840154,-6.18934873
1jq9,-2.029,-6.97,-9.90572107,-108.891,-8.95300739587,-11.67410642
1jqd,-7.8543,-10.61,-8.386014909,-153.274,-8.48337738133,-7.128803448
1jys,-4.1493,-5.97,-6.589998536,-47.634,-7.06773861015,-4.863059716
1k9s,-9.2056,-9.44,-8.261675314,-113.278,-7.05333703741,-9.007712884
1kv1,-9.0328,-8.7,-10.32018639,-121.931,-10.0631726282,-8.206413271
1kv5,-5.2049,-8.64,-6.769600173,-48.74,-5.51360638017,-5.830145455
1l2s,-6.8306,-7.6,-7.695239381,-75.201,-8.25007248272,-6.341319346
1lol,-8.6472,-9.56,-7.764316934,-96.81,-6.83047619666,-8.828111247
1loq,-7.1898,-9.81,-8.579432056,-90.933,-6.91668728529,-5.111738906
1m0n,-6.2105,-8.32,-7.985365103,-88.175,-7.54711241512,-3.067043344
1m0q,-6.3102,-8.34,-8.372199398,-103.46,-7.02803077418,-5.374233607
1m2q,-9.1959,-6.5,-8.91100431,-68.638,-8.24202128027,-8.42746144
1mq6,-9.8798,-9.31,-10.3340019,-177.16,-10.1650542555,-15.40429427
1n2v,-6.9727,-10.92,-7.639977339,-80.41,-6.46097708307,-5.636728308
1nc1,-3.869,-9.76,-8.786664715,-112.279,-9.39595267736,-8.455092461
1ndw,-7.0912,-8.98,-8.109704698,-70.392,-8.98591544847,-7.225512022
1ndy,-8.427,-10.69,-9.270207584,-89.906,-10.2819028894,-8.524170014
1ndz,-8.6906,-12.26,-10.32018639,-142.144,-10.1931633611,-11.20437906
1nfy,-8.8071,-9.71,-9.850459028,-142.75,-11.2566053766,-12.28198889
1nhu,-6.1378,-5.66,-9.960983112,-85.668,-10.0075619746,-7.819578976
1nja,-6.5693,-7.58,-7.239327532,-70.586,-7.05343686502,-8.717587162
1nje,-6.7162,-7.76,-7.197881001,-70.145,-7.10168833145,-5.249894012
1nny,-10.842,-10.16,-11.82607704,-204.332,-9.41983919672,-10.58268109
1nvq,-13.339,-12.06,-11.6464754,-175.548,-9.54649991778,-11.39779621
1o0h,-10.021,-9.83,-7.695239381,-101.412,-6.88438432652,-8.17878225
1o3f,-6.431,-8.71,-8.759033694,-113.026,-7.82156501966,-10.9971464
1o3p,-9.2178,-7.85,-8.593247567,-113.049,-8.75275594543,-9.201130032
1olu,-7.4344,-7.99,-7.791947955,-78.032,-7.03547764562,-6.092640156
1om1,-9.8354,-10.68,-9.726119433,-95.965,-9.88174895304,-9.353100648
1p1q,-8.2264,-6.57,-7.971549592,-80.067,-9.3779435402,-6.755784663
1pb9,-5.0172,-6.53,-7.087356916,-51.611,-7.57423540263,-5.001214822
1pbq,-9.5183,-11.3,-8.897188799,-74.559,-7.05586781617,-8.66232512
1ppm,-9.1377,-12.7,-11.05240845,-166.531,-8.71877699129,-8.012996124
1pr5,-7.6327,-7.7,-7.888656529,-94.923,-7.2557387761,-5.415680139
1q7a,-5.9047,-4.53,-9.40836269,-88.475,-8.39206067226,-9.933352091
1q8t,-6.8958,-9.41,-8.16496674,-87.595,-9.4744724389,-6.576183026
1re8,-13.514,-14.96,-11.71555295,-184.993,-9.41946309318,-13.15236605
1rnt,-6.5919,-11.06,-7.847209997,-96.801,-7.83593852407,-7.17024998
1s39,-7.5841,-9.87,-8.330752866,-77.088,-7.03260732478,-10.63794313
1sl3,-12.921,-14.24,-9.795196986,-192.962,-10.7220434477,-16.37138001
1slg,-5.3736,-9.62,-8.275490824,-112.635,-9.15700042982,-5.388049118
1sqa,-8.466,-9.47,-8.869557778,-134.748,-10.5273493102,-12.72408522
1sv3,-4.5843,-4.52,-6.976832832,-50.904,-6.60047107219,-6.548552004
1syh,-10.046,-12.06,-8.772849204,-113.04,-8.44581821365,-8.717587162
1tmn,-7.1197,-3.74,-10.3340019,-134.031,-10.0657967857,-10.08532271
1trd,-4.472,-6.86,-6.68670711,-52.251,-8.06641063736,-7.460375701
1tsy,-6.2831,-7.29,-7.501822233,-74.536,-6.88458050974,-6.852493237
1ttm,-4.9244,-6.73,-8.42746144,-61.1,-8.79869941209,-10.15440026
1u1b,-7.7453,-9.22,-8.510354504,-155.483,-8.46291394406,-10.77609824
1u2y,-4.8874,-4.89,-6.18934873,-18.387,-6.79139230194,-2.403898837
1u33,-7.5424,-7.09,-8.993897373,-131.974,-7.60746454099,-6.355134857
1utp,-3.2349,-5.69,-6.134086688,-56.759,-6.45775131498,-1.98943352
1uwt,-6.1948,-6.37,-7.073541406,-74.655,-7.06375468397,-8.247859803
1v16,-8.0808,-6.87,-7.999180613,-79.663,-7.54052185739,-5.346602586
1v2o,-5.9795,-8.89,-8.026811634,-96.534,-7.80774684626,-6.534736494
1vfn,-5.452,-9.54,-6.838677726,-54.589,-6.37099991316,-7.736685912
1vzq,-11.178,-12.93,-9.988614133,-167.655,-11.4414755917,-10.27873986
1x1z,-9.0596,-10.28,-8.689956141,-102.504,-6.70386161484,-15.27995468
1xd1,-8.0552,-9.25,-10.52741905,-221.52,-8.0016296848,-10.94188436
1xgj,-5.9573,-8.4,-7.819578976,-65.656,-8.12111988872,-8.289306335
1y1m,-6.5879,-7.77,-7.833394486,-71.496,-7.29548501855,-2.514422922
1y6q,-9.3238,-12.79,-8.800480225,-122.228,-10.2394739629,-16.16414735
1ydt,-8.9577,-10.07,-9.491255753,-123.28,-10.900755587,-10.11295373
1zc9,-5.8247,-8.02,-6.603814047,-72.883,-6.59936026601,-4.4485944
1zoe,-6.638,-5.3,-8.828111247,-58.694,-8.68178656905,-10.22347781
1zs0,-8.8477,-10.5,-9.1596835,-149.631,-9.27177859215,-8.496538993
1zvx,-8.953,-10.17,-9.726119433,-149.123,-9.27568313175,-12.73790073
2aou,-8.8533,-9.5,-10.63794313,-118.444,-9.82056135839,-10.67938966
2aov,-8.2651,-8.21,-9.118236968,-60.463,-8.4241092054,-9.726119433
2ayr,-10.551,-12.88,-12.77934727,-182.282,-10.6070811608,-12.83460931
2azr,-6.6007,-9.77,-7.874841018,-87.7,-6.87041293505,-5.028845843
2b1v,-7.7819,-9.46,-9.104421458,-111.863,-11.5629882262,-7.93010306
2b7d,-8.5078,-9.7,-9.477440243,-152.633,-10.9205256711,-12.01949419
2bak,-10.722,-13.05,-11.92278561,-207.978,-9.10537321351,-10.26492434
2bok,-9.5256,-13.67,-8.648509609,-161.188,-9.76060139633,-9.049159415
2brb,-8.1579,-8.26,-9.795196986,-110.729,-9.46270528518,-6.714338131
2brm,-8.085,-9.07,-9.394547179,-111.293,-9.62586034886,-8.137335719
2bz6,-10.29,-11.4,-8.745218183,-143.503,-9.38731140444,-9.795196986
2bzz,-8.6502,-11.75,-7.833394486,-133.164,-9.10557597386,-8.883373289
2c02,-6.7878,-7.67,-7.087356916,-61.986,-7.45238803361,-5.581466265
2ceq,-5.4636,-7.54,-7.598530807,-73.03,-7.44022476898,-10.05769169
2cer,-8.001,-9.22,-9.297838606,-112.788,-9.45702312156,-12.73790073
2cet,-8.032,-8.05,-9.380731669,-111.801,-9.86866607744,-11.08003947
2cgr,-9.834,-7.92,-9.518886774,-121.18,-9.53175908035,-10.05769169
2ctc,-5.359,-8.39,-7.902472039,-55.098,-6.7563281203,-5.374233607
2d0k,-7.7702,-7.81,-8.828111247,-98.48,-9.02643686079,-6.9353863
2d1o,-7.4055,-12.07,-10.44452598,-176.871,-10.3026433528,-10.63794313
2d3u,-8.4172,-8.77,-9.643226369,-104.353,-9.50916019449,-9.560333306
2d3z,-8.2605,-10.55,-9.297838606,-102.445,-9.38033480187,-9.17349901
2drc,-0.3475,-10.04,-8.966266352,-124.074,-9.48104674731,-13.66353994
2er9,-7.9188,-16.27,-12.11620276,-247.652,-10.3861462274,-10.22347781
2f01,-7.9034,-12.99,-8.386014909,-109.561,-9.2976612375,-17.96016373
2f80,-9.128,-11.87,-11.05240845,-188.497,-12.5487068566,-11.30108764
2fai,-8.0153,-9.34,-9.449809222,-115.225,-11.8747439718,-8.620878588
2fdp,-10.566,-13.83,-12.47540603,-223.715,-10.9855199822,-10.48597251
2flb,-4.8133,-8.58,-9.104421458,-94.557,-9.43920701915,-7.93010306
2g5u,-3.289,-3.27,-8.551801035,-36.715,-6.05221845711,-11.72936846
2g8r,-6.4049,-7.51,-6.838677726,-70.862,-6.73045459807,-5.512388713
2g94,-8.9946,-15.54,-11.88133908,-242.356,-10.2405974563,-13.15236605
2gss,-6.0907,-5.61,-7.778132444,-58.954,-7.13731143304,-6.824862216
2h3e,-7.7499,-9.06,-7.999180613,-94.197,-7.20426651182,-7.874841018
2hdq,-4.768,-8.15,-6.728153642,-37.596,-6.38249413087,-1.934171478
2i0d,-9.7581,-12.96,-11.19056355,-201.916,-14.3272499635,-16.71676778
2j77,-5.6894,-7.2,-7.805763465,-69.28,-7.43946215971,-6.755784663
2j78,-6.7663,-7.5,-7.709054891,-71.647,-7.15818915905,-8.869557778
2qwb,-7.3581,-7.52,-7.460375701,-58.555,-6.78719544218,-3.785449893
2qwd,-6.9218,-7.12,-7.18406549,-65.951,-6.48608696366,-6.700522621
2qwe,-8.0782,-6.57,-7.515637744,-84.854,-8.21619838735,-10.3340019
2rkm,-6.5132,-6.78,-6.949201811,-101.21,-9.25325806848,-5.388049118
2std,-9.6397,-9.23,-10.23729332,-98.342,-9.44438985737,-13.6082779
2usn,-6.4671,-7.5,-9.587964327,-111.294,-9.73357105868,-8.993897373
3gss,-7.7924,-10.16,-9.17349901,-126.4,-8.80291748848,-8.040627145
3pce,-2.6121,-6.54,-7.101172427,-40.459,-5.82867294776,-2.763102112
3pch,-2.5486,-6.76,-7.999180613,-37.863,-6.713572233,-7.460375701
3pcj,-4.2477,-9.58,-7.336036106,-46.3,-7.56822691935,-9.974798623
4er2,-7.0632,-10.18,-10.44452598,-189.748,-10.3662873907,-12.84842482
4tim,-3.298,-8.75,-7.004463853,-39.344,-5.71409671529,-2.984150281
4tln,-2.4622,-4.89,-6.755784663,-46.931,-7.29998804757,-5.139369928
4tmn,-6.1603,-6.29,-10.81754477,-139.005,-8.43891496925,-14.05037424
5er1,-5.8018,-5.42,-9.187314521,-144.603,-9.80819620881,-8.316937356
6rnt,-6.8839,-7.7,-6.824862216,-80.785,-7.20598478446,-3.274276002
6std,-9.9939,-9.81,-10.62412762,-105.791,-9.36264854709,-11.93660112
7cpa,-8.512,-8.56,-11.60502887,-154.603,-9.28273135484,-19.28645274
8cpa,-6.0132,-5.25,-10.27873986,-112.454,-8.66464916199,-12.64119
