PDB,VINA,GlideSP,GlideXP,DSX,RFScore,HPS,HMS,HSS,XAvg ,MMGbsa,Experimental
1ucn,-7.42528,-8.76,-10.7,-114.834,-7.13005512027,-7.943918571,-8.468907972,-7.833394486,-8.082073676,-59.27150529,-7.211696511
1xd0,-9.31969,-9.04,-16.53,-204.036,-7.5511193326,-10.2096623,-10.41689496,-9.726119433,-10.11295373,-108.5966304,-9.836643517
2f7o,-6.84958,-7.84,-6.75,-71.085,-7.50884788061,-7.156434469,-7.722870402,-7.18406549,-7.349851617,15.13265751,-10.27873986
1ghz,-6.79318,-10.32,-10.02,-91.794,-6.80621556551,-7.474191212,-7.570899786,-7.653792849,-7.557084275,-57.23686061,-6.631445068
1hvr,-14.74934,-13.81,-13.45,-268.739,-11.6417190271,-13.45630728,-14.09182077,-12.68263869,-13.41486075,-146.4630498,-13.13855054
1mrx,-11.72968,-13.89,-13.49,-206.058,-11.7101596151,-11.43924274,-12.59974563,-12.06094072,-12.0333097,-149.7406471,-10.03006067
2iuz,-9.70516,-11.8,-11.97,-123.213,-8.17107021514,-8.054442655,-8.137335719,-7.791947955,-7.999180613,-121.7692074,-7.66760836
1mrw,-11.53395,-13.35,-13.14,-207.305,-11.6825712685,-11.24582559,-12.61356114,-12.01949419,-11.96423214,-157.2293395,-13.40104524
1mrn,-9.08822,-11.09,-13.98,-189.375,-8.45204545062,-9.947167602,-9.767565964,-9.574148817,-9.767565964,-91.55067731,-6.244610772
2bqv,-11.56041,-15.18,-14.67,-228.877,-11.0835645535,-12.11620276,-13.05565748,-11.59121336,-12.25435786,-152.2678504,-11.121486
1hvi,-11.05454,-16.18,-16.5,-277.79,-10.8324250473,-12.6964542,-14.18852934,-12.25435786,-13.04184197,-174.2495203,-15.08653753
1hvh,-10.88767,-11.96,-9.46,-200.863,-11.2653469751,-11.43924274,-12.9589489,-10.66557415,-11.68792193,-136.3932908,-10.9971464
1hvk,-11.03883,-15.25,-15.21,-265.842,-11.1396933835,-12.76553176,-14.2576069,-12.4339595,-13.15236605,-180.3211017,-15.14179957
1hvj,-11.0714,-15.67,-16.15,-272.456,-11.0734344141,-12.57211461,-13.98129668,-12.18528031,-12.91750237,-177.3491499,-15.74968204
1hvl,-10.74229,-15.9,-16.37,-269.01,-11.151763381,-12.44777501,-13.8707726,-12.08857174,-12.80697829,-176.6981469,-13.74643301
1oar,-10.69454,-11.24,-12.1,-102.417,-8.11773822752,-9.90572107,-10.04387618,-8.772849204,-9.574148817,-82.62746203,-10.22347781
1hvs,-10.66043,-14.86,-14.97,-269.987,-10.9802548699,-12.39251297,-13.6082779,-12.35106644,-12.77934727,-154.7088848,-14.22997587
1pbk,-10.77872,-11.95,-14.29,-173.938,-8.2071545284,-10.44452598,-13.40104524,-10.32018639,-11.3839807,-128.469477,-12.50303706
2gst,-8.85235,-15.57,-18.46,-168.803,-9.25522558423,-10.15440026,-11.03859294,-9.739934943,-10.30637088,-168.4601363,-8.386014909
2gsu,-5.94183,-5.09,-6.49,-95.479,-7.4043329216,-7.902472039,-8.386014909,-7.805763465,-8.026811634,4.22990503,-4.95976829
220l,-5.26846,-5.73,-5.02,-45.293,-5.17083166874,-7.363667127,-7.17024998,-6.797231195,-7.101172427,-38.20106715,-4.69727359
1owd,-8.40508,-10.22,-11.28,-130.164,-9.77322180424,-8.841926757,-8.897188799,-9.353100648,-9.021528394,-51.45442594,-11.32871866
1qbn,-7.72749,-10.46,-10.72,-144.638,-8.93840734382,-8.510354504,-9.076790437,-8.496538993,-8.703771652,-65.50043309,-8.082073676
1qbo,-8.92482,-11.74,-11.42,-152.744,-9.66687184797,-8.980081863,-9.463624732,-9.145867989,-9.187314521,-81.20143789,-10.69320517
1vjc,-6.02857,-8.6,-13.59,-137.005,-7.29461133699,-7.819578976,-8.068258166,-7.557084275,-7.819578976,-64.38345947,-4.94595278
2iko,-9.11846,-11.9,-11.21,-123.765,-9.87258734205,-9.228761053,-10.36163292,-9.021528394,-9.532702285,-96.95851153,-7.529453254
1vja,-7.33976,-11.95,-16.1,-170.598,-10.5972330532,-9.076790437,-8.814295736,-9.049159415,-8.980081863,-101.4413442,-10.63794313
1vjd,-7.91671,-11.04,-14.96,-171.483,-8.10491344304,-8.648509609,-9.049159415,-8.441276951,-8.717587162,-83.10771003,-4.890690738
2bq7,-9.00279,-9.52,-9.42,-166.768,-9.84773218537,-9.297838606,-9.17349901,-9.546517796,-9.339285137,-56.0317031,-9.739934943
1sc8,-7.49445,-11.38,-14.18,-167.447,-10.8786027346,-8.92481982,-8.689956141,-8.841926757,-8.814295736,-96.58210552,-10.27873986
1usn,-6.91757,-6.8,-7.38,-91.924,-9.86819630132,-7.598530807,-7.764316934,-7.308405085,-7.557084275,-17.7809424,-10.69320517
1h2t,-9.86749,-13.63,-16.07,-195.679,-8.14227284484,-9.767565964,-10.08532271,-9.422178201,-9.753750454,-114.4293645,-10.90043783
1qbr,-13.77194,-16.19,-14.26,-276.494,-11.3652989826,-13.30433667,-15.10035304,-12.65500767,-13.69117096,-167.8510327,-14.60299466
1qbt,-14.81036,-17.98,-15.63,-306.904,-10.5557607449,-14.31286894,-15.80494408,-13.95366566,-14.68588772,-174.649491,-14.67207221
1qbu,-12.03413,-12.07,-12.33,-218.215,-11.3238800052,-11.79844602,-13.40104524,-11.35634968,-12.18528031,-140.9559428,-14.14708281
1g2o,-9.87677,-12.79,-14.62,-116.907,-9.78533204787,-8.275490824,-8.759033694,-8.082073676,-8.372199398,-86.07853675,-14.57536364
1lpg,-8.88969,-10.84,-11.86,-181.185,-10.4255517783,-10.0715072,-10.2096623,-9.90572107,-10.05769169,-76.71340699,-9.795196986
1gz3,-8.0615,-11.12,-13.76,-134.052,-7.91101068755,-7.736685912,-7.750501423,-7.377482638,-7.626161828,-40.50901466,-5.111738906
1y2f,-4.93098,-8.6,-7.23,-73.821,-7.27747998581,-7.239327532,-8.386014909,-6.92157079,-7.515637744,-79.19729908,-6.797231195
1qin,-8.0054,-13.5,-20.02,-132.71,-8.26328067599,-9.878090049,-10.26492434,-9.380731669,-9.836643517,-111.2099396,-11.05240845
1lpk,-9.3229,-11.14,-12.25,-164.333,-10.4319783152,-10.25110883,-10.61031211,-9.781381475,-10.22347781,-64.52097057,-10.43071047
1meu,-11.65908,-12.79,-14.35,-213.806,-12.7552784725,-11.74318397,-13.6082779,-11.121486,-12.15764929,-129.9626757,-8.42746144
1li2,-5.42351,-7.31,-6.65,-49.028,-6.05530936304,-7.225512022,-7.336036106,-6.893939768,-7.156434469,-48.76674927,-5.581466265
1kdk,-12.32075,-12.35,-13.48,-147.493,-10.2455048204,-10.65175864,-10.56886558,-10.11295373,-10.44452598,-136.922724,-12.50303706
1li6,-3.90836,-6.11,-5.38,-41.848,-5.82958610441,-6.617629557,-6.700522621,-6.451843431,-6.589998536,-39.23774444,-5.249894012
1gz9,-5.90654,-6.06,-15.3,-127.111,-7.45560690732,-7.405113659,-7.902472039,-7.280774064,-7.529453254,-127.1952295,-4.849244206
1lpz,-9.95471,-8.83,-9.48,-157.096,-9.9645561013,-9.960983112,-10.48597251,-10.04387618,-10.16821577,-71.30658283,-10.49978802
1mrs,-7.78592,-8.64,-16.39,-106.731,-7.0310167117,-8.399830419,-8.841926757,-8.151151229,-8.468907972,-63.18703978,-5.470942181
1epo,-9.83443,-11.05,-10.34,-194.4,-10.8574647113,-10.29255537,-10.49978802,-10.22347781,-10.3340019,-110.2119975,-10.9971464
1qiw,-7.39508,-10.92,-13.98,-151.184,-10.7133806637,-10.91425334,-11.57739785,-9.546517796,-10.67938966,-161.1851134,-10.69320517
2f8g,-9.05477,-12.15,-11.59,-198.581,-12.6523054971,-10.472157,-11.42542723,-10.3340019,-10.74846721,-138.7299122,-12.01949419
1os5,-7.63804,-10.89,-12.1,-129.127,-9.34158772397,-9.256392074,-10.23729332,-8.841926757,-9.449809222,-118.7630317,-9.463624732
1lf2,-9.61753,-11.29,-11.32,-188.275,-9.9356363443,-11.19056355,-12.4339595,-10.98333089,-11.53595132,-109.5237895,-10.38926394
1lf9,-8.24647,-9.03,-19.07,-153.432,-8.77261793804,-9.228761053,-9.643226369,-8.841926757,-9.228761053,-109.3466966,-16.57861267
1vj9,-8.01416,-12.09,-13.63,-204.117,-10.725246447,-9.836643517,-9.767565964,-9.933352091,-9.836643517,-94.64204442,-10.43071047
1v2j,-5.47029,-8.47,-8.39,-68.998,-6.14431630578,-7.045910385,-7.045910385,-7.336036106,-7.142618958,-43.76703257,-4.490040931
1cin,-6.24189,-7.05,-3.58,-77.427,-11.0639089379,-7.336036106,-8.16496674,-7.322220596,-7.612346317,-75.26634418,-12.06094072
1cim,-5.96683,-7.51,-4.92,-61.659,-11.1098712994,-7.336036106,-8.234044293,-7.349851617,-7.639977339,-71.07838877,-12.18528031
1cil,-5.3628,-7.61,-4.12,-63.165,-10.7816272025,-7.156434469,-8.16496674,-7.41892917,-7.584715296,-68.01250565,-13.02802646
1zpa,-8.64857,-10.11,-11.74,-215.089,-11.3271038546,-10.48597251,-11.88133908,-10.56886558,-10.98333089,-131.0069356,-11.60502887
