PDB,VINA,GlideSP,DSX,RFScore,HMS,Experimental
2d3z,-8.49507,-4.58,-113.285,-9.36195602817,-9.601779838,-9.17
1tyr,-4.54842,-3.16,-64.602,-6.44619416464,-8.123520208,-9.67
1mq6,-9.00475,-9.57,-188.224,-10.1158677412,-10.32018639,-15.4
1u1b,-8.32418,-11.13,-187.608,-8.83142604804,-9.739934943,-10.78
2d3u,-8.69604,-4.76,-114.554,-9.53086413132,-9.684672901,-9.56
1g7f,-6.24422,-9.26,-154.799,-8.27931311547,-8.703771652,-7.56
1fki,-11.40826,-7.76,-115.546,-8.88571415676,-10.66557415,-9.67
1ftm,-7.08025,-8.09,-96.729,-9.42312584832,-8.095889187,-10.51
1flr,-11.64875,-12.63,-125.257,-9.62306084284,-11.20437906,-13.82
1u33,-7.83184,-7.57,-130.019,-7.51942059479,-8.482723483,-6.36
2d1o,-7.2459,-13.39,-189.386,-10.1761095916,-9.615595348,-10.64
1uwt,-5.79955,-7.56,-74.747,-7.1411387824,-7.059725895,-8.25
1b7h,-7.9995,-10.29,-209.712,-9.64846322209,-10.48597251,-11.08
1apw,-8.51701,-12.24,-178.945,-10.4177763903,-10.51360353,-11.05
1fd0,-16.046,-17.69,-181.524,-11.2244316621,-14.35431547,-11.61
1o3p,-8.27917,-10.14,-124.482,-8.57752293515,-8.151151229,-9.2
1gpk,-9.82847,-10.78,-101.415,-8.86277437668,-8.455092461,-7.42
1dhi,-8.3078,-13.04,-138.934,-9.70214772219,-9.394547179,-10.03
4tmn,-8.70298,-7.45,-154.024,-8.40589589902,-11.24582559,-14.05
1rnt,-6.6933,-10.86,-105.947,-7.7269057111,-7.833394486,-7.17
1zvx,-6.62999,-11.19,-168.756,-8.92462225864,-9.325469627,-12.74
1bma,-5.24327,-9.25,-158.416,-10.7899220351,-10.25110883,-6.34
1o0h,-6.1327,-10.44,-93.909,-6.75673545621,-7.68142387,-8.18
2fdp,-10.49819,-14.1,-223.715,-10.9855199822,-12.47540603,-10.49
1b8o,-7.75554,-9.84,-109.328,-10.5755958284,-8.786664715,-14.7
1if7,-6.50654,-7.19,-103.577,-9.52134804054,-9.311654116,-14.53
2flb,-8.1969,-9.99,-108.156,-9.23260612434,-8.510354504,-7.93
1re8,-12.47425,-15.8,-179.158,-9.1440466688,-11.96423214,-13.15
1vfn,-6.00531,-9.23,-58.457,-6.30643335483,-6.880124258,-7.74
2b1v,-8.71645,-9.51,-110.799,-11.4464497895,-9.132052479,-7.93
1olu,-6.53242,-8.03,-78.15,-7.35302116908,-7.363667127,-6.09
2h3e,-7.1381,-9.83,-99.317,-7.04327055158,-8.068258166,-7.87
2rkm,-6.00514,-7.63,-103.102,-9.9208776208,-6.465658941,-5.39
1om1,-10.98094,-11.59,-106.062,-9.92136930448,-9.643226369,-9.35
1ols,-6.71213,-8.35,-70.245,-8.10684857098,-7.68142387,-8.04
1d09,-6.65157,-8,-87.268,-7.57616579311,-6.866308747,-10.46
1q7a,-8.03715,-6.08,-113.06,-8.38747629619,-9.532702285,-9.93
1elb,-5.8104,-9.6,-127.645,-9.37682754727,-9.076790437,-9.88
1ela,-7.70149,-9.49,-152.98,-9.21175844557,-9.90572107,-8.79
1x1z,-7.16163,-10.12,-103.693,-6.96783755553,-8.689956141,-15.28
1sqa,-7.99499,-9.25,-133.431,-10.6571948467,-9.118236968,-12.72
2cer,-8.19025,-9.25,-103.589,-9.8247863022,-8.689956141,-12.74
1k9s,-8.0159,-9.62,-109.675,-7.05612684951,-8.330752866,-9.01
2ceq,-6.55289,-8.4,-70.029,-7.47584602739,-7.515637744,-10.06
4tim,-3.57049,-8.1,-48.629,-5.60016741707,-7.156434469,-2.98
2cet,-7.95418,-8.69,-109.114,-9.82876130798,-9.132052479,-11.08
5er1,-6.62794,-9.48,-162.384,-9.82696380056,-9.739934943,-8.32
1ppm,-8.65256,-13.56,-181.703,-8.72784943971,-10.78991375,-8.01
2usn,-7.19741,-7.37,-111.978,-9.76066143282,-9.615595348,-8.99
1kv5,-3.75765,-9.16,-46.817,-5.483842935,-6.728153642,-5.83
1y6q,-8.83382,-13.95,-115.731,-10.5021742844,-8.759033694,-16.16
1jqd,-7.97548,-10.76,-162.267,-8.33863875988,-8.496538993,-7.13
1kv1,-9.1857,-9.45,-125.784,-10.0732409118,-10.44452598,-8.21
1hk4,-7.61148,-7.95,-80.251,-7.42787688372,-10.19584679,-7.34
1pr5,-7.19688,-8.54,-92.601,-7.36117691061,-8.054442655,-5.42
2bok,-8.36658,-13.88,-160.022,-10.0020824641,-8.593247567,-9.05
1o3f,-8.69115,-10.03,-121.036,-7.83755573908,-8.869557778,-11
1gni,-7.52923,-6.27,-137.904,-8.95214941455,-8.855742268,-11.15
1ydt,-8.63146,-13.22,-126.596,-11.0659173327,-9.878090049,-10.11
1fzk,-11.04937,-4.46,-263.795,-8.31447414807,-13.53920035,-11.61
1jys,-4.8367,-6.82,-53.044,-6.28019991937,-6.68670711,-4.86
2drc,-8.65519,-10.24,-130.468,-9.7038029774,-9.297838606,-13.66
1y1m,-5.7515,-8.12,-70.195,-7.56290403874,-7.819578976,-2.51
1bra,-4.85786,-7.34,-66.69,-6.71240321578,-6.9353863,-2.51
1fcx,-15.15661,-15.82,-176.744,-11.9661205261,-13.84314158,-9.93
1fcz,-14.63207,-16.76,-167.559,-11.2886298397,-13.42867626,-12.74
2g94,-9.66433,-16.52,-254.823,-10.2461584296,-12.07475623,-13.15
1f5k,-5.37299,-9.32,-68.853,-6.43485351041,-6.963017321,-5.17
2hdq,-4.39642,-9.25,-43.868,-6.45273988376,-6.659076089,-1.93
1pxo,-5.01677,-8.6,-56.913,-6.42332084552,-6.963017321,-12.02
10gs,-6.75515,-10.29,-127.56,-9.42052592242,-10.0715072,-8.84
1e5a,-2.28928,-2.39,-18.55,-4.9220797442,-7.253143043,-10.56
1bcu,-6.84489,-6.69,-68.729,-7.34093416529,-7.336036106,-4.53
2ayr,-12.19774,-14.81,-185.431,-10.6387002593,-12.91750237,-12.83
3pch,-5.78888,-10.46,-55.839,-6.53249856008,-8.206413271,-7.46
1utp,-4.054,-6.61,-58.989,-6.47022441843,-6.479474452,-1.99
1v16,-5.18029,-8.02,-68.701,-7.3625310648,-7.847209997,-5.35
3pce,-4.98514,-7.29,-54.301,-6.01111025693,-7.101172427,-2.76
1q8t,-8.19025,-11.73,-111.268,-9.2245920889,-8.551801035,-6.58
1jaq,-6.13475,-9.26,-112.353,-7.52777738027,-8.42746144,-6.19
1zs0,-7.22529,-11.4,-156.068,-9.05524625311,-8.897188799,-8.5
1m2q,-9.69823,-9,-78.877,-8.14255794862,-8.92481982,-8.43
1p1q,-7.06335,-8.04,-84.43,-9.06061586425,-8.068258166,-6.76
1det,-6.13021,-10.95,-93.73,-7.7600613443,-7.543268765,-5.94
2std,-9.61524,-9.75,-104.517,-9.53929228353,-10.25110883,-13.61
1nja,-6.06197,-8.36,-75.888,-7.0075385061,-7.515637744,-8.72
1jq9,-6.29493,-7.84,-163.314,-9.01611540647,-10.0715072,-11.67
1nje,-6.26376,-8.32,-84.356,-7.50141505871,-7.791947955,-5.25
1tsy,-6.76191,-9.39,-85.737,-6.80370948806,-7.639977339,-6.85
1fkb,-10.75851,-11.72,-184.834,-8.18041136316,-13.23525911,-13.4
1v2o,-6.52864,-9.88,-116.352,-9.14183728127,-8.703771652,-6.53
4er2,-7.22131,-12.84,-192.634,-10.492462146,-10.8589913,-12.85
1fzj,-9.35345,-4.94,-243.726,-7.72007331924,-13.16618156,-11.19
1pz5,-6.20644,-3.5,-199.175,-10.706458866,-8.386014909,-7.46
3gss,-6.15801,-10.19,-135.84,-8.6539305621,-9.201130032,-8.04
1e1v,-5.6244,-7.78,-100.368,-8.15262369947,-7.211696511,-6.8
2bzz,-7.29608,-11.93,-142.206,-9.13315495656,-8.054442655,-8.88
1nfy,-9.16685,-10.63,-144.213,-10.7940800432,-9.726119433,-12.28
1j16,-5.4871,-8.29,-68.919,-6.22892325996,-7.004463853,-5.31
2cgr,-8.77778,-9.13,-117.037,-9.32458248387,-9.601779838,-10.06
1is0,-5.35403,-11.13,-147.473,-8.16681991442,-8.731402673,-9.67
2fzc,-6.22925,-5.32,-69.882,-7.44911618212,-7.43274468,-3.73
2bak,-12.69085,-16.39,-246.729,-9.35290180178,-12.77934727,-10.26
2baj,-11.55632,-11.38,-159.14,-10.5089882331,-11.59121336,-11.61
1xd1,-8.5943,-9.49,-211.894,-7.82571568482,-10.36163292,-10.94
1a30,-6.57445,-9.57,-116.025,-8.28574786495,-8.026811634,-5.94
1xgj,-6.72967,-9.68,-70.895,-8.18542014631,-7.985365103,-8.29
1b39,-7.25386,-7.6,-132.935,-7.50861735642,-9.228761053,-9.56
1pb9,-4.80237,-7.46,-53.048,-7.80225948336,-7.087356916,-5
1bxo,-11.6977,-15.61,-178.163,-9.24860916554,-11.89515459,-13.82
2azr,-6.63733,-10.4,-86.781,-6.7347953348,-7.861025507,-5.03
1j17,-9.95053,-8.73,-160.461,-9.05523870063,-9.781381475,-7.21
1zc9,-4.48498,-8.8,-58.724,-6.60797567322,-6.493289962,-4.45
1nvq,-12.93499,-12.61,-178.123,-9.69230847082,-11.75699948,-11.4
1k4g,-8.21939,-10.27,-103.707,-8.50433245423,-8.579432057,-8.08
2j77,-6.13751,-7.75,-64.505,-7.3643009937,-7.557084275,-6.76
1avn,-2.49013,-5.73,-12.951,-7.61996229855,-5.816329945,-5.39
1h23,-9.60878,-4.9,-188.746,-9.98952729925,-10.72083619,-11.54
6std,-9.39241,-9.44,-105.921,-9.47727123302,-9.960983112,-11.94
2bz6,-7.79065,-11.15,-146.943,-9.29222088998,-8.786664715,-9.8
7cpa,-7.70602,-7.98,-161.797,-9.31441094638,-11.6464754,-19.29
1vzq,-11.07149,-12.76,-170.315,-11.5653646593,-9.89190556,-10.28
2d0k,-8.04494,-10.25,-124.175,-9.10540037341,-9.339285137,-6.94
1a08,-4.40235,-9.43,-135.07,-8.96605744439,-8.593247567,-7.76
1fkn,-8.40618,-17.84,-244.84,-11.1118689051,-11.78463051,-12.16
1pbq,-7.74724,-11.31,-83.958,-7.36921413289,-9.035343905,-8.66
1fh7,-7.01976,-8.76,-102.051,-7.4341986912,-7.999180613,-7.24
2gss,-5.44059,-9.81,-73.842,-7.17517986809,-8.192597761,-6.82
1fh9,-7.65016,-7.5,-95.837,-6.89242082375,-8.040627145,-8.88
1fh8,-7.15114,-7.14,-102.592,-7.506447355,-8.012996124,-9.52
1l2s,-7.04065,-8.93,-73.907,-8.2778108043,-7.639977339,-6.34
1lol,-7.05343,-10.13,-91.188,-6.52774792016,-7.695239381,-8.83
1f4e,-6.28657,-7.28,-59.651,-8.17944708338,-8.220228782,-4.09
1f4g,-8.30164,-11.57,-138.623,-8.36393883082,-9.062974926,-8.95
1f4f,-8.04736,-9.58,-122.607,-8.36554861134,-8.897188799,-6.38
2ctc,-5.76828,-9.15,-69.114,-6.89486999439,-8.095889187,-5.37
1syh,-9.42711,-11.8,-109.53,-8.81000290075,-8.855742268,-8.72
1m0q,-6.14188,-8.11,-99.074,-7.11472172138,-7.570899786,-5.37
1nhu,-6.9145,-6.61,-99.583,-10.3013582472,-9.615595348,-7.82
1m0n,-6.45224,-9.13,-102.957,-7.50236840616,-8.551801035,-3.07
1trd,-4.95025,-7.17,-68.045,-7.14568929122,-7.336036106,-7.46
2c02,-6.44871,-9.43,-98.012,-7.7170904528,-7.570899786,-5.58
1n2v,-6.38794,-11.01,-85.556,-6.48499074301,-7.612346317,-5.64
