PDB,MMGBSA_dG_Bind_Coulomb,MMGBSA_dG_Bind_Covalent,MMGBSA_dG_Bind_Hbond,MMGBSA_dG_Bind_Lipo,MMGBSA_dG_Bind_Packing,MMGBSA_dG_Bind_Solv_GB,MMGBSA_dG_Bind_vdW,Lig_Strain_Energy,Experimental
1gi8,-219.0117206,3.172054169,-3.434854511,-13.79339342,-1.550968172,239.1121024,-30.39265087,10.41457494,-6.976832832
2cht,-51.5092181,0.603098469,-12.17969603,-30.17599842,0,35.1817514,-26.66741554,1.751942109,-7.626161828
2f35,-101.0799842,0.601699289,-8.762351572,-14.42266698,-0.169793408,70.8352117,-33.39542057,2.636616096,-7.460375701
1utl,-149.4012603,0.523688107,-0.995337755,-18.19636559,-0.77502305,183.7760829,-22.66388001,0.834829149,-3.412431108
1a7x,-53.36394367,1.965956135,-2.726470651,-69.85841071,0,25.65211181,-97.94037186,9.762847632,-13.40104524
1utm,-143.2945454,0.334140076,-1.010191559,-16.61902814,-0.4574949,178.0072484,-19.97210382,1.184947108,-4.158468678
1fm9,35.13365674,-0.866852053,-1.577945148,-65.72814818,-2.224089828,-40.91223389,-74.91651791,26.72120109,-12.4339595
5abp,-69.40946828,2.16431555,-5.679071584,-17.70838715,0,24.58293976,-18.07299512,1.853543559,-9.173499011
1b8n,-57.42371552,1.557612975,-6.351724537,-27.86174779,-0.943896703,35.76731687,-42.44103668,10.88459364,-14.53391711
1qan,-46.97153074,5.901176635,-6.346789677,-31.73758948,0,33.11260007,-64.71387519,13.04551253,-6.18934873
1qft,-151.3406635,1.627322726,-1.783269019,-14.92044951,-0.779476657,150.8592487,-20.62401201,1.895379938,-12.11620276
1o2h,-207.1709113,3.006328576,-3.247645567,-29.67445496,-0.633082472,243.1657893,-32.8072873,6.705595953,-9.90572107
1b8y,96.39756862,2.968647277,-1.278150671,-44.35396696,-3.507529606,-61.36865276,-59.84408145,8.417990656,-10.84517579
1sqt,-231.9616121,4.447393062,-6.915879864,-30.0797498,-5.36E-06,245.0677496,-48.63705966,5.897960751,-8.565616546
2fw6,-315.4470966,-0.479712337,-12.86864205,-10.68946426,0,296.5560116,-13.08500222,3.532004673,-4.034129083
1ws5,-47.42782706,-0.513329134,-3.974119532,-18.89374905,0,15.3717906,-15.90011037,3.059853241,-4.186099699
1eld,-19.96335571,-0.076987835,-0.815035878,-28.35354039,-0.292817064,26.26722991,-45.70654209,7.374436647,-9.256392074
1ele,-28.82558686,0.219461534,-1.265717942,-28.58151384,-0.545312519,27.40801613,-48.26943007,4.433277429,-9.463624732
1elc,-91.69480441,10.73898818,-1.683764713,-39.12010534,-0.226602355,113.4072996,-56.95973416,16.55866794,-9.201130032
5yas,-23.62029868,1.136983188,-1.053569602,-8.6422783,0,-0.552547009,-11.80938447,1.028824575,-4.503856442
1ws4,-40.23207194,0.103450381,-2.864664352,-18.1495337,0,12.38894662,-17.60245567,2.037809631,-4.144653167
2dw7,51.07037604,5.81458249,-10.09153457,-3.6232067,0,28.11543379,-11.61500613,6.099597292,-6.493289962
1br6,35.25741383,3.29845463,-5.462616486,-16.39829409,-5.393974451,-43.94923612,-38.35400397,9.41368486,-4.4485944
1tx7,-188.6056338,1.565628467,-10.74147254,-13.64795067,0,176.8872095,-24.74525115,3.150772583,-6.355134857
1sqo,-191.6877639,7.750560136,-7.693733373,-22.4053553,-0.0942071,218.7613196,-44.52266439,8.647533886,-10.30637088
1elr,-350.933035,0.464083473,-21.5455964,-22.20586153,0,273.6745983,-41.71306588,16.61197109,-6.852493237
2fpz,-15.88548986,1.433140291,-4.36491312,-12.6648201,-0.944034757,60.19888389,-28.62444645,1.561795699,-5.470942181
1n3i,-65.08673662,6.531391385,-2.840527415,-35.24724545,-0.282609674,27.93886971,-40.66969032,7.759725432,-12.28198889
1hmr,-47.9794194,-0.221550867,-5.832428443,-58.27287382,0,39.30184772,-45.29360162,7.548485725,-9.049159416
1hms,-45.98602598,0.328173961,-5.776486473,-54.70385145,0,40.00025069,-43.69062514,9.808806466,-8.800480225
1hmt,-51.23590401,0.711964305,-5.763441761,-56.85497465,0,42.99345567,-46.62220687,6.312793243,-7.999180613
1g1d,-6.208294381,0.101732409,-2.152169794,-20.37994155,-0.844193894,-1.333840184,-31.8677651,2.481430864,-13.04184197
1fjs,-99.37416328,-0.472355241,-9.389112958,-30.96604425,-0.707451443,125.5406377,-50.84783434,17.14549881,-13.76024852
1ppc,-310.4424925,5.077304615,-9.045614973,-33.27863304,-0.129987681,314.286789,-52.41755321,8.968826994,-8.510354504
1ce5,-221.7995628,1.064050027,-7.489646044,-12.63657972,-0.306807621,226.0260495,-23.31229858,1.774909689,-6.548552005
1v1j,-24.00812293,0.02241003,-6.589298087,-21.11178579,0,5.194744228,-24.1300689,6.5726207,-6.659076089
1o3d,-236.2761457,1.296033744,-3.521111231,-21.31509162,-2.844988858,255.0049806,-36.78385351,5.685908982,-9.850459028
1l83,-1.330671117,-0.0009283,0,-21.06230017,-5.72E-08,2.738306381,-20.00700409,0.042421955,-4.69727359
1tsl,-33.35778199,3.591438459,-1.633572618,-27.42488872,-1.542096797,32.47661438,-36.00634173,4.590241525,-8.496538993
1o3j,-217.5047575,1.94320019,-3.017350255,-18.5364081,-2.036161201,237.7119172,-32.46036246,3.981618124,-9.353100648
2byr,-28.88717757,3.009853067,-1.288576145,-75.33549515,-1.906139534,75.05156214,-76.28422803,6.487890262,-11.81226153
1okl,4.823844133,-0.089631107,-2.991375517,-18.73896142,-0.461258179,-2.521987444,-25.82902756,2.119670958,-8.330752867
2c97,-44.9647102,5.903837611,-12.41989375,-24.08120768,-4.983108821,29.74530397,-25.84165317,4.742165041,-8.482723483
2c94,-80.64196657,8.335610471,-13.51059681,-35.44892224,-9.638640678,47.58789461,-54.64364,21.43072377,-9.422178201
2c92,-55.80477751,7.131896132,-14.5443481,-32.90070184,-10.73478734,31.52235324,-41.20172444,16.25784345,-7.847209997
1fcy,-41.36196853,0.546728416,-5.452115531,-76.52891837,-1.660242326,33.55871859,-69.24263066,1.728760116,-11.770815
1f5l,-208.3999238,3.542824114,-8.321132787,-14.5487358,-1.05E-08,197.2355413,-28.58123901,4.562531313,-7.294589575
1yid,-121.7904325,12.13142669,-14.03617272,-8.626147995,-1.181118056,122.1851967,-38.98965948,12.75614267,-6.907755279
1o30,-62.22667124,7.11094057,-3.782073305,-22.06227896,-0.469783919,89.15531673,-32.3517384,8.898083086,-9.353100648
1o33,-222.6451944,2.327497937,-3.189414103,-15.07783312,-2.57045795,224.8916477,-26.53988374,3.563955719,-7.93010306
1m2x,10.87710723,2.493792095,-5.603204844,-15.30835814,0,12.08973034,-19.69677467,5.11276731,-5.733436882
1owh,-245.5539863,3.193263258,-8.736496174,-22.81269446,-0.106877332,264.0215947,-42.0191062,3.815208526,-10.22347781
1i5r,-98.59295165,9.924367505,-6.743969261,-90.89896743,-1.002904952,43.76119733,-99.04680087,20.56888227,-11.770815
1owe,-200.0145878,4.288804809,-7.997401652,-19.59282156,-0.124641456,213.3629306,-37.49214542,4.770563252,-8.565616546
1o38,-301.2657846,5.144001014,-3.612107062,-24.54680075,-2.709019054,312.9336679,-39.43877226,8.177414271,-9.422178201
1m2p,-16.02721948,0.79777285,-2.527350316,-24.62646688,-0.096046173,0.522670467,-41.65820519,2.101440231,-8.441276951
1m2r,-10.73778137,1.23992537,-0.654108141,-29.19419478,-0.654073993,11.06766519,-39.74839403,1.791900431,-8.92481982
1fj4,-15.67158242,0.600265475,-0.700975922,-43.53634818,0,15.63030817,-42.54922204,0.959337218,-6.341319346
1njc,-11.55433952,1.550946835,-20.38510627,-14.16587691,-0.308815591,-1.864823831,-25.55845292,3.412432838,-7.66760836
6tim,-114.3880224,3.550645161,-9.579729289,-12.14755158,0,112.2921061,-13.39112439,5.265273453,-4.434778889
1pot,-294.8788804,3.915379529,-3.504925142,-34.61118721,0,260.993486,-23.01453226,4.710619464,-7.584715296
1grp,143.0591987,4.64309557,-18.85462803,-6.28804273,0,-95.08934468,-18.6666783,7.26384423,-5.139369928
1njd,-16.41597795,1.284875841,-18.5975797,-13.48489281,-5.45E-06,5.641592688,-31.27185643,2.066094587,-7.695239381
1ceb,-88.08985337,0.918086366,-9.517910993,-24.44047437,0,69.94124841,-12.05189597,1.233738966,-8.289306335
1cea,-70.98926638,1.743472215,-6.275186045,-19.22760172,0,60.84588942,-16.43459441,1.500682201,-6.852493237
1utj,-117.7844204,1.534909537,-1.470511297,-14.3579723,0,144.435528,-15.00537345,2.469139671,-5.305156054
4er1,-45.72424695,6.911568939,-2.875238423,-88.46557228,-0.785030302,113.0613904,-101.8598754,20.04483389,-9.145867989
2f7p,-109.0726128,0.320124506,-4.519731356,-25.85261873,-0.228564251,184.9905907,-39.14820482,10.63031755,-9.118236968
1erb,-5.238463812,1.508525825,-0.070323518,-96.55342245,0,22.53050731,-65.55116371,2.725336518,-11.19056355
1jfh,-47.06419874,0.741163452,-1.949905049,-32.46418521,0,35.13225263,-32.03982431,8.120417674,-2.832179664
1adl,-61.99936262,3.38519844,-4.253599002,-47.42587022,0,62.33547369,-45.58075155,17.8513729,-7.405113659
1izh,-70.09470474,2.827557362,-6.851250144,-69.82838321,-0.738942263,60.34274436,-90.80553283,12.69899812,-10.63794313
1r6n,8.109336903,-0.338767019,-3.16660829,-33.91483845,-4.627032385,-4.322797078,-46.01723904,8.20600489,-10.22347781
2bza,-75.61062161,0.350030588,-1.343442351,-15.01373575,-0.817361298,110.0927539,-16.13095477,0.499268666,-3.868342956
1ucn,-33.78439166,4.254872815,-16.8021054,-15.28868439,-10.95157325,49.73716067,-36.43678412,11.91652508,-7.211696511
1xd0,-42.36951497,5.073396325,-7.558121283,-60.07391814,0,74.15693322,-77.82540566,19.2496882,-9.836643517
2f7o,-146.9133029,3.279566413,-4.104689425,-22.01333581,0,204.0848978,-19.20047854,-3.937581205,-10.27873986
1ghz,-230.5632785,5.063280309,-3.592655563,-14.2563139,-1.817565935,213.9456637,-26.01599067,9.959673159,-6.631445068
1hvr,-32.67532317,6.297465697,-2.545387189,-73.89229394,-1.580741198,43.49081808,-85.55758809,17.50327039,-13.13855054
1mrx,-33.32524469,0.614458171,-2.986841018,-69.68696502,-0.005397836,44.38773809,-88.73839476,7.740511085,-10.03006067
2iuz,-34.5213007,5.542578649,-1.14072738,-25.42616952,-27.3476148,24.5887282,-63.46470196,5.169352889,-7.66760836
1mrw,-34.93915852,-0.727396171,-3.04077693,-71.50241007,-0.144503777,42.29244508,-89.16753907,6.679019417,-13.40104524
1mrn,-130.806651,15.16664512,-19.50597944,-33.88983235,-6.545261953,159.4576045,-75.42720219,15.34683093,-6.244610772
2bqv,-42.29559126,3.413198092,-3.115395608,-69.77295385,-0.047491973,47.14296663,-87.59258246,11.98318782,-11.121486
1hvi,-43.55649719,3.212487777,-3.661674398,-81.52495675,-4.823142014,62.8682755,-106.7640132,24.20741808,-15.08653753
1hvh,10.20612343,5.018104182,-3.662667223,-62.38191339,-0.000502257,-12.07168298,-73.50075259,13.14075417,-10.9971464
1hvk,-54.86991259,4.516229793,-4.229873571,-82.97978394,-4.45380939,66.53860956,-104.8425616,10.65058788,-15.14179957
1hvj,-58.15443996,7.697751345,-2.891377729,-82.52130054,-4.997070624,65.79943414,-102.2821465,13.16974441,-15.74968204
1hvl,-63.34561314,9.913871361,-4.054831955,-80.16928861,-4.960441048,66.31862069,-100.4004642,14.20612098,-13.74643301
1oar,-50.49359598,0.164049309,-3.311831978,-27.46268834,-12.24510568,45.86874827,-35.14703764,1.546529943,-10.22347781
1hvs,-36.24968794,5.833991209,-3.289944834,-74.69072691,-4.206631414,64.07690577,-106.1827907,26.41589079,-14.22997587
1pbk,-58.95876279,4.313460137,-3.57479092,-48.28419992,0,38.46901565,-60.43419919,23.7204745,-12.50303706
2gst,-138.8610895,7.933344148,-12.83980517,-44.84588573,-2.085286479,72.79791201,-50.55932565,12.88671721,-8.386014909
2gsu,69.15882172,0.875056296,-7.632187486,-13.26566499,-2.931549664,-9.105582421,-32.86898848,10.29044517,-4.95976829
220l,-2.194912277,0.022959262,0,-20.45196247,-0.209156845,2.604054851,-17.97204966,0.094071314,-4.69727359
1owd,-219.12752,2.827174975,-7.634712799,-27.30174884,-0.301081368,241.8237105,-41.74024853,3.267643615,-11.32871866
1qbn,-159.7614592,0.79334434,-11.1377079,-22.14331131,-2.52641613,175.9806595,-46.70554247,8.552609458,-8.082073676
1qbo,-390.0953956,2.83746064,-7.955993809,-35.94500091,-0.424273501,401.3280563,-50.94629102,6.097158466,-10.69320517
1vjc,-42.5977019,9.948420609,-11.26459533,-14.95152081,0,46.07234127,-51.59040328,19.43380858,-4.94595278
2iko,-47.60293082,4.132600785,-9.661789743,-34.88132656,-0.991193565,37.55610453,-45.5099764,3.293171376,-7.529453254
1vja,-305.7724876,7.24007683,-10.47605932,-27.52686766,-0.250497054,282.2970301,-46.95253958,17.79222902,-10.63794313
1vjd,-153.8242656,9.111503626,-16.90829071,-14.33808088,0,145.0942465,-52.24282293,20.52058651,-4.890690738
2bq7,-32.01824686,0.36263009,-1.248869473,-48.28752904,-1.224670855,85.05965199,-58.67466898,13.27109751,-9.739934943
1sc8,-280.5984269,5.69421108,-8.995655936,-27.44251899,-0.75654741,263.4466929,-47.92986027,13.5674649,-10.27873986
1usn,79.45199867,2.666505618,-1.421268469,-18.91716076,-2.884760558,-34.85130482,-41.82495208,3.905351872,-10.69320517
1h2t,-80.73216951,6.028284154,-15.42694805,-27.76883639,-10.44741699,76.18599622,-62.26827395,11.58498024,-10.90043783
1qbr,-46.00119061,-1.246308934,-4.293724888,-69.16809286,-0.048739173,51.23271702,-98.32569321,9.883457856,-14.60299466
1qbt,-56.37841489,1.781149424,-5.586762406,-66.62419348,-2.27E-05,56.34330463,-104.1845515,10.2135537,-14.67207221
1qbu,-36.38248361,0.634115732,-3.223437211,-64.14543417,-1.73E-07,40.28598639,-78.12468972,6.739291669,-14.14708281
1g2o,-106.228594,4.628937812,-2.419256433,-30.38137851,-0.529252539,90.10553863,-41.25453166,8.275204214,-14.57536364
1lpg,-251.7170668,2.807666848,-6.463672461,-47.60484817,-5.266620644,296.3940432,-64.862909,5.507381372,-9.795196986
1gz3,-115.2376978,5.783331678,-15.41763264,-9.733795252,0,138.3329893,-44.23620988,13.79858862,-5.111738906
1y2f,-78.47669497,1.067043698,-2.108531187,-32.50355659,-3.559873916,66.00462706,-29.62031319,2.183691214,-6.797231195
1qin,-21.06585042,3.765128632,-8.281878823,-48.17949386,-0.12345861,7.007669363,-44.33205597,18.41728215,-11.05240845
1lpk,-268.2900163,7.044455834,-8.136467892,-37.03175097,-2.53381491,298.1796791,-53.75305538,12.77554767,-10.43071047
1meu,-37.4300338,4.471913858,-3.481119586,-61.78386472,-0.802972358,42.90402505,-73.84062413,17.36035369,-8.42746144
1li2,-15.02279435,0.375230399,-0.474887123,-19.93110335,-1.93E-08,5.950418534,-19.66361336,0.341142089,-5.581466265
1kdk,-22.59591399,0.65284011,-1.938027009,-71.74139845,0,12.04089607,-53.34112074,0.938118063,-12.50303706
1li6,-7.952407955,0.27123236,-0.236064298,-19.71737983,-6.70E-05,6.210897897,-17.81395555,0.203979615,-5.249894012
1gz9,-122.866477,1.242931371,-6.115483016,-27.28641672,0,56.27211121,-28.44189539,12.16461139,-4.849244206
1bv9,-48.39731781,-1.230422314,-4.51705349,-67.37117827,-0.288414865,49.99442452,-98.85839643,11.43261504,-12.37869746
1lpz,-163.8367555,0.425846636,-6.405544559,-47.41805064,-5.23753149,209.6602087,-58.49475592,5.25875955,-10.49978802
1mrs,93.50857699,3.694024055,-14.55473501,-25.31907624,-2.429351353,-78.44334832,-39.64312989,10.23353892,-5.470942181
1bv7,-55.34891283,0.084418764,-4.416413271,-68.39299999,-0.97274653,51.81080535,-102.4247734,10.42888306,-12.84842482
1epo,-52.97875573,2.504701373,-4.395095556,-55.21834469,0,81.6946747,-81.81917754,10.43595524,-10.9971464
1qiw,-336.1367707,2.035628589,-1.188600083,-87.61029846,-0.989278929,329.3576524,-66.65344632,8.986363569,-10.69320517
2f8g,-13.58856769,3.401964132,-3.368545394,-59.6570979,-2.52E-05,14.55480683,-80.07244694,4.646402913,-12.01949419
1os5,-35.8190808,-1.914762033,-2.155309036,-51.18760365,-1.842069999,25.29360447,-51.13781073,16.16583027,-9.463624732
1lf2,-41.35356334,3.68007109,-2.414615433,-59.28859151,-0.852118702,59.7264188,-69.02139046,9.752186918,-10.38926394
1lf9,-85.69055357,8.857364949,-6.938745618,-44.86165538,0,69.65127033,-50.36437736,19.93072516,-16.57861267
1vj9,-284.7823079,5.933415487,-8.697337464,-35.11266696,-0.496145304,291.0946147,-62.58161688,17.31695084,-10.43071047
1v2j,-207.9709466,1.15677775,-7.255544944,-12.84762943,-0.37690651,206.3138373,-22.78662014,1.671166877,-4.490040931
1cin,-34.41079988,2.50053003,-2.908180428,-21.83937733,-0.412193531,16.14675737,-34.34308041,2.930136004,-12.06094072
1cim,-45.02214751,2.176838085,-3.271130028,-20.15363698,-0.761474485,24.26792202,-28.31475994,2.632804349,-12.18528031
1cil,-53.17809722,3.859253486,-3.088333787,-22.64833473,-0.734374624,38.57883058,-30.80144933,4.362034591,-13.02802646
1zpa,-15.67302824,2.998311412,-3.834705552,-56.86772445,-3.51E-06,25.98000672,-83.60979201,10.87573453,-11.60502887
1dif,-63.76318339,2.725971038,-4.624091171,-78.14152776,-4.471126365,67.76023077,-113.570037,25.81657806,-14.72733425
1y20,-33.7552865,0.323543294,-4.136954937,-14.9398907,0,12.93221599,-12.71108195,0.5920007,-7.349851617
1gzc,-96.22325147,-0.302099854,-4.697149245,-19.81504806,0,41.36194575,-18.86211413,5.491220764,-4.821613185
1qb1,-157.7774784,-0.220504435,-8.972208537,-27.52411133,-0.186080991,170.7373434,-45.37725569,9.925186256,-9.353100648
1n8v,0.867428938,2.876957695,-0.662664299,-66.34558017,0,16.33822069,-41.77506795,3.096074247,-8.330752867
1oss,-181.5058802,2.502596565,-7.277848077,-12.48135001,0,169.0303379,-20.90566337,3.628533249,-6.617629557
1fq5,-74.43542068,-1.76663726,-3.500299233,-72.95997213,-1.421747855,74.8294767,-93.98786426,17.46728029,-11.60502887
1j01,-49.09467517,0.969122743,-3.863097145,-19.14592227,0,41.48578921,-32.46446702,3.53021711,-8.938635331
1ec9,9.119918851,3.177306859,-10.63413407,-7.52260317,0,-0.846555149,-21.67469428,9.722037044,-4.282808273
1we2,-178.1226096,-0.974221801,-7.812956035,-22.635076,0,164.6243796,-23.08702601,3.716974004,-6.023562603
1jmf,-3.311394611,2.223737011,-15.65758817,-13.25344032,-0.026154901,8.173550997,-34.12132028,5.731478479,-7.971549592
1jmg,-23.21700012,2.765251584,-18.16435981,-11.97663866,-0.705673172,3.773383694,-25.06639571,3.806078843,-8.386014909
1uxb,-94.2631904,-0.94030807,-6.887676632,-16.93858053,0,59.31369139,-27.09248918,7.561823402,-2.97033477
1uxa,-135.4154612,-2.891642487,-7.590332126,-16.5073528,0,82.1849387,-21.90810302,7.004169086,-3.177567428
1jmi,-35.21865911,2.138812161,-18.46070724,-13.23917334,-0.021285862,26.39834217,-36.94261624,3.074749933,-8.372199398
1ugx,-80.03118358,2.255817991,-5.129215551,-22.77739829,0,30.05038299,-24.45655852,17.65565778,-8.16496674
1jzs,-11.79661178,5.178058957,-5.092466852,-62.88165725,0,23.90267924,-70.90272429,12.20612745,-9.118236968
1t7j,-12.12036676,2.89436841,-3.836132684,-56.30195488,-0.335544153,13.42006174,-75.91614806,5.379717105,-12.01949419
1ofz,-50.99097668,-3.196317504,-4.764743608,-16.30031883,0,17.80067332,-14.80810804,5.629214325,-6.382765878
