PDB,2.5_contacts,4.0_contacts,backbone_alpha,backbone_beta,backbone_other,sidechain_alpha,sidechain_beta,sidechain_other,ligand_HBD,receptor_HBD,hydrophobic,pi-cation,pi-pi,pi-t,salt_bridge,rot_bonds,Experimental
1u1b,21,413,1,22,5,72,171,163,3,8,19,0,1,0,7,16,-10.78
2d3u,4,210,3,0,15,125,0,71,0,2,34,0,2,0,0,5,-9.56
1g7f,27,439,9,1,17,62,22,355,3,17,26,0,0,0,3,16,-7.56
1fki,2,178,0,0,7,14,77,82,0,2,34,0,0,0,0,0,-9.67
1ftm,21,273,2,21,2,60,103,106,3,12,12,0,0,0,2,5,-10.51
1flr,9,262,0,7,18,0,138,108,1,5,40,0,7,1,0,3,-13.82
1u33,27,416,0,0,18,44,80,301,6,5,16,0,0,0,0,18,-6.36
2d1o,23,354,3,20,60,62,28,204,9,2,26,0,0,0,1,20,-10.64
1uwt,21,234,0,0,0,0,114,141,5,5,14,0,0,0,0,6,-8.25
1b7h,25,412,3,47,33,101,153,100,9,6,21,2,0,0,3,19,-11.08
1apw,15,316,0,3,38,2,99,189,5,6,19,0,0,0,0,15,-11.05
1fd0,12,364,28,6,5,265,27,45,0,4,57,0,0,1,1,4,-11.61
1o3p,19,384,0,56,18,0,114,215,5,2,24,0,0,0,0,6,-9.2
1gpk,8,200,0,0,31,58,3,116,2,1,25,0,0,0,0,1,-7.42
1dhi,28,463,9,30,0,157,80,215,3,13,19,0,0,0,5,11,-10.03
4tmn,14,323,0,15,0,99,84,139,3,6,34,0,1,0,5,14,-14.05
1rnt,21,339,0,4,28,0,131,197,3,12,17,0,1,0,2,7,-7.17
1zvx,16,274,4,14,23,82,27,140,0,8,27,1,2,0,5,7,-12.74
1bma,6,142,0,27,11,0,49,61,2,1,4,0,0,0,0,11,-6.34
1o0h,34,489,0,8,4,54,85,372,3,22,11,0,1,0,5,9,-8.18
2fdp,17,332,0,7,62,0,110,170,2,3,32,0,0,1,4,15,-10.49
1b8o,16,335,2,32,0,49,121,147,6,4,17,0,0,1,1,5,-14.7
1if7,9,224,2,0,19,38,49,125,3,2,19,1,0,1,0,7,-14.53
2flb,16,296,0,8,68,0,19,217,6,1,23,0,0,0,0,5,-7.93
1re8,17,524,0,43,25,18,248,207,4,4,49,1,1,0,2,9,-13.15
1vfn,8,164,0,28,0,0,81,63,2,3,9,0,0,0,0,0,-7.74
2b1v,2,176,10,0,0,147,0,21,2,1,18,0,0,1,0,4,-7.93
1olu,23,323,0,4,52,15,60,215,3,6,18,0,0,0,4,12,-6.09
2h3e,29,322,19,0,12,110,43,167,3,17,3,0,0,0,3,7,-7.87
2rkm,20,287,2,21,30,65,97,92,4,2,19,0,0,0,3,14,-5.39
1om1,5,272,0,3,6,0,223,45,0,4,38,0,0,0,1,2,-9.35
1ols,19,307,0,3,39,4,75,205,2,7,15,0,0,0,5,12,-8.04
1d09,20,276,8,0,21,94,41,132,0,15,10,0,0,0,6,7,-10.46
1q7a,4,203,0,0,22,63,0,122,0,3,28,1,2,1,0,6,-9.93
1elb,12,310,0,20,30,0,50,222,4,4,24,0,0,0,0,14,-9.88
1ela,17,338,0,0,67,0,14,274,5,1,14,0,0,0,0,11,-8.79
1x1z,27,323,0,12,11,0,106,221,3,14,7,0,0,0,1,7,-15.28
1sqa,15,278,0,12,67,0,27,187,7,0,13,1,0,1,1,8,-12.72
2cer,19,269,0,1,0,0,98,189,5,6,16,0,1,1,0,8,-12.74
1k9s,17,322,0,41,7,41,64,186,4,2,20,0,2,0,0,6,-9.01
2ceq,19,233,0,0,0,22,112,118,4,6,20,0,1,1,0,5,-10.06
4tim,12,234,0,20,22,13,64,127,0,9,10,0,0,0,3,5,-2.98
2cet,19,294,0,0,0,71,97,145,4,4,23,0,1,1,0,8,-11.08
5er1,10,274,0,16,31,4,99,134,5,1,23,0,0,0,4,19,-8.32
1ppm,16,366,0,3,39,0,107,233,3,7,21,0,0,0,0,17,-8.01
2usn,7,198,0,25,4,29,85,62,2,4,31,1,2,0,0,8,-8.99
1kv5,17,196,0,14,18,0,44,137,0,13,3,0,0,0,3,3,-5.83
1y6q,14,312,0,22,21,38,66,179,6,2,27,0,2,0,2,6,-16.16
1jqd,19,379,3,0,49,52,22,272,5,6,15,0,0,0,1,11,-7.13
1kv1,6,225,0,3,15,62,109,42,3,1,23,0,0,0,0,3,-8.21
1hk4,8,241,36,0,0,210,0,3,2,2,18,0,1,0,4,7,-7.34
1pr5,13,264,0,34,5,17,79,142,3,2,24,0,0,0,0,6,-5.42
2bok,14,305,0,31,36,0,52,200,4,4,38,2,0,0,0,7,-9.05
1o3f,17,305,0,27,47,0,38,210,4,1,25,1,0,1,0,5,-11
1gni,4,204,4,0,0,166,0,38,0,3,42,0,0,0,3,15,-11.15
1ydt,11,337,0,28,18,0,161,141,2,2,34,1,0,0,2,8,-10.11
1fzk,37,683,2,0,0,399,129,190,8,15,64,1,1,0,0,25,-11.61
1jys,4,130,0,16,18,4,47,49,1,1,10,0,0,0,0,1,-4.86
2drc,12,354,3,41,0,169,95,58,2,5,26,0,0,0,3,11,-13.66
1y1m,10,190,0,19,0,36,96,49,3,5,18,1,0,0,2,2,-2.51
1bra,8,206,0,28,35,0,39,112,4,0,14,0,0,0,0,2,-2.51
1fcx,8,323,22,2,5,222,30,50,0,5,47,0,0,1,1,4,-9.93
1fcz,9,300,19,6,5,212,29,38,0,4,50,0,0,1,1,4,-12.74
2g94,20,445,0,23,66,1,111,264,5,12,37,0,0,0,0,20,-13.15
1f5k,9,186,0,24,36,0,26,109,5,0,13,0,0,0,0,2,-5.17
2hdq,7,116,0,0,4,0,15,104,0,6,15,0,1,0,2,1,-1.93
1pxo,16,216,0,2,0,0,96,134,3,4,10,0,0,0,1,3,-12.02
10gs,17,347,4,14,7,62,64,213,4,8,28,0,1,0,2,14,-8.84
1e5a,0,53,0,0,0,2,51,0,0,1,4,0,0,0,0,1,-10.56
1bcu,6,185,0,21,26,0,40,104,1,1,23,0,0,0,0,2,-4.53
2ayr,11,368,15,0,0,285,0,79,1,3,40,0,0,2,1,9,-12.83
3pch,10,178,0,0,1,2,74,111,1,5,13,0,0,0,1,2,-7.46
1utp,6,185,0,11,22,0,18,140,2,0,12,0,0,0,1,5,-1.99
1v16,18,297,0,4,36,1,38,236,1,13,15,0,0,0,4,9,-5.35
3pce,11,166,0,3,0,0,82,92,1,3,13,0,0,0,0,3,-2.76
1q8t,9,235,0,21,4,13,131,75,2,4,26,0,0,0,1,4,-6.58
1jaq,14,283,8,20,43,91,39,96,4,4,10,0,0,0,1,9,-6.19
1zs0,13,268,5,8,28,78,35,127,1,7,29,1,2,0,4,7,-8.5
1m2q,8,271,0,6,7,1,139,126,1,3,26,0,0,0,0,3,-8.43
1p1q,21,268,2,21,2,56,110,98,3,11,15,0,0,0,2,5,-6.76
1det,20,280,0,5,28,0,67,200,3,8,15,0,2,0,0,7,-5.94
2std,3,191,3,0,0,51,48,92,1,1,31,0,0,1,0,4,-13.61
1nja,14,256,1,6,3,10,89,161,4,9,7,0,0,0,1,7,-8.72
1jq9,10,360,43,0,33,168,0,126,3,0,23,0,0,0,1,24,-11.67
1nje,25,259,6,5,0,36,87,150,4,11,5,0,0,0,3,7,-5.25
1tsy,18,254,4,6,0,24,97,141,3,9,4,0,0,0,2,6,-6.85
1fkb,17,316,0,1,32,15,86,199,3,6,35,0,0,0,0,9,-13.4
1v2o,14,264,0,8,84,0,19,167,6,2,17,0,0,0,0,11,-6.53
4er2,27,438,0,20,49,5,142,249,7,6,25,0,0,0,2,30,-12.85
1fzj,45,780,24,0,0,408,111,282,10,17,44,0,0,1,1,32,-11.19
1pz5,28,507,0,3,48,0,169,315,6,14,40,2,0,0,1,30,-7.46
3gss,29,456,5,15,10,49,40,366,5,12,34,0,1,0,2,19,-8.04
1e1v,5,222,0,16,3,7,188,13,2,1,15,0,0,0,0,4,-6.8
2bzz,46,594,0,19,0,51,191,379,2,23,27,1,2,0,5,22,-8.88
1nfy,9,291,0,32,28,0,89,151,2,1,33,0,0,1,0,6,-12.28
1j16,8,198,0,23,33,0,43,107,4,0,19,0,0,0,0,2,-5.31
2cgr,10,271,0,0,32,0,159,90,2,4,39,0,1,3,1,6,-10.06
1is0,19,361,0,11,19,56,135,159,1,14,33,1,0,0,4,19,-9.67
2fzc,20,256,2,0,8,92,46,128,1,14,6,0,0,0,5,9,-3.73
2bak,9,441,0,18,14,68,215,135,2,3,40,1,0,0,1,10,-10.26
2baj,6,312,2,7,18,88,122,81,2,3,29,0,0,0,0,4,-11.61
1xd1,30,462,0,4,46,40,89,313,6,7,20,0,0,0,2,34,-10.94
1a30,9,266,0,10,34,0,100,131,4,4,14,0,0,0,1,14,-5.94
1xgj,12,237,6,32,12,50,25,124,0,8,16,0,0,1,2,6,-8.29
1b39,20,457,0,11,37,12,213,204,3,12,12,0,0,0,7,11,-9.56
1pb9,17,193,0,21,12,1,74,102,3,4,11,1,0,0,1,1,-5
1bxo,17,483,0,3,40,0,139,318,4,9,28,0,0,0,0,10,-13.82
2azr,14,218,8,0,5,49,5,165,0,10,20,0,0,0,3,4,-5.03
1j17,2,235,0,37,26,0,60,114,0,2,44,0,1,2,0,4,-7.21
1zc9,17,239,9,0,10,21,5,211,2,8,12,0,0,0,0,7,-4.45
1nvq,8,348,0,14,17,3,215,107,3,2,23,0,0,0,1,5,-11.4
1k4g,14,296,5,11,18,85,123,68,5,3,21,0,0,0,0,5,-8.08
2j77,13,202,0,0,0,12,76,127,3,3,11,1,0,0,3,5,-6.76
1avn,8,124,0,0,11,0,34,87,2,1,0,0,0,0,0,3,-5.39
1h23,4,230,10,5,22,60,3,134,1,1,45,3,2,0,0,15,-11.54
6std,1,197,3,0,0,38,51,106,0,1,29,0,0,1,0,4,-11.94
2bz6,19,412,0,13,49,0,21,348,5,8,28,0,0,0,1,10,-9.8
7cpa,17,339,0,13,0,6,56,281,0,10,34,0,0,0,9,15,-19.29
1vzq,16,409,0,29,40,0,59,297,6,5,35,0,0,1,1,7,-10.28
2d0k,15,356,5,21,1,157,77,110,3,6,22,0,0,0,3,10,-6.94
1a08,25,309,0,13,14,48,135,124,2,13,23,1,0,0,4,19,-7.76
1fkn,40,539,0,14,67,1,157,340,8,16,28,0,0,0,2,30,-12.16
1pbq,12,249,0,8,0,38,100,115,1,8,26,0,2,0,1,2,-8.66
1fh7,20,305,0,0,0,27,76,222,3,5,15,1,0,0,2,7,-7.24
2gss,10,195,0,0,3,60,24,118,0,6,21,0,1,0,1,6,-6.82
1fh9,21,329,0,0,0,21,115,214,5,7,15,0,0,0,2,8,-8.88
1fh8,15,234,0,0,0,0,67,182,3,4,9,2,0,0,2,6,-9.52
1l2s,12,183,6,30,7,50,24,78,0,7,13,0,0,1,0,4,-6.34
1lol,25,340,0,13,19,22,137,174,3,14,7,0,0,0,1,6,-8.83
1f4e,6,134,4,0,2,34,1,99,0,5,11,0,0,0,1,3,-4.09
1f4g,24,396,7,7,7,58,41,300,1,18,35,0,0,1,4,12,-8.95
1f4f,22,329,5,0,7,82,1,256,0,14,35,0,0,1,4,9,-6.38
2ctc,7,182,0,0,0,9,36,144,0,3,15,0,0,0,5,4,-5.37
1syh,18,298,5,24,4,69,119,95,3,9,23,1,0,0,2,4,-8.72
1m0q,19,282,12,0,8,22,25,234,0,12,16,0,0,0,2,7,-5.37
1nhu,5,185,3,0,15,109,2,61,0,2,21,0,0,0,0,8,-7.82
1m0n,15,275,8,0,11,28,35,208,0,12,16,0,0,0,1,7,-3.07
1trd,15,217,0,25,20,0,72,115,1,10,3,0,0,0,2,4,-7.46
2c02,24,316,0,4,2,106,102,126,3,12,8,0,1,0,6,9,-5.58
1n2v,15,222,0,8,6,37,79,107,3,3,17,0,0,0,0,3,-5.64
