Complex,VINA,GlideSP,HMS,DSX,RFScore,Experimental
1fcy,-16.1143,-16.99,-14.10563628,-170.698,-12.0255685146,-11.770815
1fdq,-5.59876,-5.9,-9.214945542,-98.94,-10.0403877877,-10.04387618
1fhd,-7.77181,-7.58,-8.386014909,-104.938,-6.55637556785,-9.422178201
1fiv,-11.1511,-17.37,-14.7825963,-288.62,-10.0977848616,-9.104421458
1fj4,-6.54515,-8.67,-8.068258166,-70.22,-7.43478246799,-6.341319346
1fjs,-8.96164,-11.4,-9.615595348,-159.215,-11.1474189523,-13.76024852
1fkf,-11.1435,-13.24,-13.04184197,-197.191,-9.09525396834,-12.98657992
1fkg,-7.76717,-8.79,-11.05240845,-133.376,-9.21086661135,-11.05240845
1fkh,-7.27876,-6.67,-10.81754477,-130.672,-9.22623784479,-11.2596411
1fkw,-7.77183,-8.08,-7.819578976,-94.374,-9.12601841412,-6.976832832
1fl3,-9.96417,-12.48,-10.05769169,-123.017,-9.89491408548,-9.394547179
1fm9,-12.8085,-15.91,-14.20234485,-222.19,-10.6485717368,-12.4339595
1fpc,-8.53472,-9.39,-10.3340019,-152.585,-10.8791431345,-9.670857391
1fq5,-13.5497,-15.48,-15.25232366,-247.983,-10.8441659686,-11.60502887
1fv0,-8.74619,-6.21,-9.670857391,-118.985,-8.72559957488,-8.192597761
1fwu,-3.61414,-4.28,-6.617629557,-56.832,-6.00624375796,-5.111738906
1fwv,-3.63356,-6.26,-6.451843431,-60.593,-6.04138588841,-5.139369928
1fzq,-9.30493,-10.77,-8.67614063,-134.416,-7.97628528981,-10.52741905
1g1d,-5.62237,-6.43,-8.496538993,-86.09,-10.3919689398,-13.04184197
1g2k,-11.952,-13.58,-13.12473503,-263.257,-12.2424346188,-10.9971464
1g2l,-9.24092,-12.7,-10.34781741,-181.093,-10.9293136714,-10.00242964
1g2o,-9.68876,-12.73,-8.648509609,-115.661,-10.6824287175,-14.57536364
1g30,-8.16685,-12.45,-10.05769169,-156.768,-10.9909249501,-9.463624732
1g32,-9.65579,-11.83,-10.19584679,-142.693,-10.824659374,-8.441276951
1g35,-10.8597,-13.59,-13.29052116,-240.335,-13.3446770371,-11.24582559
1g36,-8.9591,-9.37,-9.435993711,-144.675,-10.4043041178,-9.90572107
1g3b,-6.18477,-10.88,-7.874841018,-91.558,-6.60384729301,-7.93010306
1g3c,-6.48831,-9.94,-7.902472039,-94.279,-6.78907411856,-8.012996124
1g3d,-6.57815,-8.15,-7.861025507,-88.666,-6.66055042457,-7.66760836
1g3e,-6.30214,-9.38,-7.736685912,-89.716,-6.74413965808,-7.43274468
1g45,-5.12195,-6.8,-8.330752866,-76.589,-9.92255757226,-11.93660112
1g46,-5.39973,-5.73,-8.247859803,-79.367,-10.2582698736,-12.15764929
1g48,-5.32881,-7.84,-8.234044293,-79.529,-10.2404690488,-11.61884438
1g4j,-5.19377,-6.01,-7.709054891,-75.811,-10.1337520585,-12.01949419
1g4o,-4.6539,-6.04,-8.455092461,-79.076,-9.42552098891,-11.39779621
1g52,-5.84453,-6.72,-8.316937356,-83.497,-10.5868233612,-13.17999707
1g53,-5.302,-7.35,-8.358383888,-85.752,-10.3459016571,-12.48922154
1g54,-6.23117,-5.52,-7.888656529,-81.761,-9.95600492332,-12.18528031
1g7g,-7.52566,-8.86,-9.491255753,-184.178,-8.16442983764,-9.118236968
1g7v,-3.94507,-3.69,-6.507105473,-55.449,-7.96253937634,-8.841926757
1g85,-3.93115,-3.51,-7.391298149,-61.797,-5.43190302817,-7.570899786
1g98,-6.2953,-8.69,-7.598530807,-63.994,-7.70623606422,-7.874841018
1gaf,-7.34606,-9.48,-8.565616546,-91.404,-6.45730376331,-11.05240845
1gah,-9.05229,-9.96,-10.15440026,-171.978,-8.09200029618,-16.57861267
1gai,-8.81783,-10.25,-9.960983112,-168.594,-8.09768814188,-11.05240845
1gcz,-8.29258,-7.5,-9.049159415,-87.421,-8.61746294586,-7.087356916
1ghv,-7.36361,-8.21,-8.068258166,-103.679,-7.36477603045,-6.009747093
1ghw,-8.14066,-10.35,-7.957734081,-109.546,-7.61456826561,-5.802514434
1ghy,-6.52517,-11.09,-8.455092461,-102.259,-8.10147631101,-11.19056355
1ghz,-7.09424,-9.46,-7.529453254,-93.196,-6.73655193709,-6.631445068
1gi1,-7.55197,-9.94,-7.68142387,-104.569,-6.94336902769,-7.557084275
1gi4,-7.65678,-12.2,-8.206413271,-96.862,-6.87308525524,-9.933352091
1gi6,-7.40821,-9.7,-7.653792849,-100.461,-7.13286634435,-8.593247567
1gi8,-7.39893,-9.2,-7.626161828,-90.53,-7.23972695413,-6.976832832
1gi9,-7.19297,-10.29,-7.515637744,-94.347,-8.10695641111,-7.211696511
1gj4,-9.27684,-9.03,-10.11295373,-124.702,-8.891138757,-5.622912797
1gj6,-9.29795,-8.2,-9.366916158,-126.69,-7.86656531789,-9.670857391
1gj7,-9.27625,-9.05,-9.40836269,-132.555,-8.53598572967,-10.90043783
1gj8,-7.3571,-8.78,-8.330752866,-119.347,-8.35103782547,-9.615595348
1gja,-7.56951,-9.42,-8.17878225,-98.482,-8.3539480004,-7.488006722
1gjb,-8.46339,-8.71,-9.311654116,-114.204,-9.39556036612,-8.772849204
1gjc,-8.46712,-8.81,-9.601779838,-115.129,-9.40713431009,-8.772849204
1gjd,-8.07446,-10.45,-9.297838606,-99.105,-7.99330824174,-7.211696511
1gnm,-7.8178,-10.35,-9.698488412,-179.013,-10.0410869611,-8.634694099
1gnn,-7.92736,-11.71,-9.933352091,-185.437,-10.1051640771,-7.847209997
1gno,-7.21993,-11,-10.0715072,-167.551,-9.86842024965,-10.63794313
1gny,-4.93171,-8.96,-7.087356916,-111.627,-6.90289849711,-5.719621371
1grp,-5.8612,-7.52,-7.059725895,-30.613,-6.30047779078,-5.139369928
1gt1,-9.03927,-8.74,-9.284023095,-85.517,-8.41507555883,-8.289306335
1gu1,-7.96309,-8.47,-7.91628755,-75.51,-5.73166219158,-6.244610772
1gwv,-5.73337,-6.31,-7.156434469,-87.462,-6.32925875854,-3.550586213
1gyx,-5.7332,-8.07,-7.557084275,-54.625,-6.17487644534,-3.426246618
1gyy,-6.29015,-6.72,-7.819578976,-61.18,-6.97057932858,-5.028845843
1gz3,-8.80687,-10.82,-7.902472039,-141.018,-7.95522124237,-5.111738906
1gz9,-5.75881,-6.91,-7.626161828,-113.866,-7.08926315197,-4.849244206
1gzc,-4.5468,-5.83,-6.631445068,-70.828,-6.16270294776,-4.821613185
1h1d,-6.28107,-4.21,-8.579432056,-74.383,-8.42998305652,-11.35634968
1h1h,-3.51958,-7.49,-5.857776477,-32.952,-6.17447999621,-7.211696511
1h2t,-9.49021,-14.11,-9.795196986,-175.106,-8.30477801804,-10.90043783
1h46,-7.00297,-4.65,-8.206413271,-84.449,-8.80216084341,-4.932137269
1h6h,-4.53191,-7.74,-7.363667127,-96.276,-6.67754573808,-7.322220596
1h9z,-8.23166,-8.1,-9.560333306,-97.582,-9.81258105879,-7.488006722
1hbv,-8.49037,-9.5,-11.28727213,-185.967,-10.3946116287,-8.800480225
1heg,-7.87438,-10.55,-10.48597251,-187.302,-10.7922058646,-10.69320517
1hi3,-4.83619,-8.04,-6.728153642,-45.612,-7.07555662815,-5.788698924
1hi5,-5.71151,-8.25,-7.045910385,-73.31,-7.29436253971,-5.581466265
1hih,-9.4811,-14.04,-11.74318397,-212.156,-10.4049787439,-11.121486
1hii,-9.70232,-14.58,-12.46159052,-219.553,-9.37050863063,-10.05769169
1hlk,-6.69786,-4.38,-7.91628755,-60.902,-6.73164051076,-6.907755279
1hmr,-5.35156,-7.4,-8.897188799,-110.747,-9.71106749966,-9.049159415
1hms,-5.47943,-7.1,-8.855742268,-111.067,-9.65468363797,-8.800480225
1hmt,-5.387,-7.14,-8.897188799,-103.825,-9.80875649037,-7.999180613
1hn2,-9.18266,-8.64,-9.518886774,-88.557,-8.60142146782,-8.289306335
1hnn,-8.40428,-7.43,-8.068258166,-73.184,-8.81506986509,-8.620878588
1hos,-8.78457,-12.97,-12.93131788,-212.176,-10.700088018,-11.81226153
1hpo,-10.2765,-8.93,-10.84517579,-147.877,-10.501153457,-12.73790073
1hps,-9.75639,-13.16,-12.58593012,-219.574,-11.6018360992,-12.73790073
1hpv,-8.32212,-9.95,-10.76228272,-190.024,-10.6656394126,-12.73790073
1hpx,-9.04319,-12.21,-11.52213581,-191.733,-12.6033947657,-15.55626489
1hsh,-10.9755,-13.42,-12.19909582,-224.954,-10.2675084439,-13.01421095
1hvh,-9.6446,-10.85,-12.58593012,-179.357,-11.2698710943,-10.9971464
1hvi,-10.8207,-14.24,-13.62209341,-251.161,-11.0839139494,-15.08653753
1hvj,-10.5063,-14.27,-13.3457832,-246.165,-11.3973789148,-15.74968204
1hvk,-11.4439,-15.26,-13.95366566,-262.398,-11.191202519,-15.14179957
1hvl,-10.3624,-14.42,-13.47012279,-245.059,-11.2615203757,-13.74643301
1hvr,-14.3285,-12.94,-15.26613917,-256.979,-11.8692021538,-13.13855054
1hvs,-10.146,-13.66,-12.91750237,-245.299,-11.2660384524,-14.22997587
1hwr,-9.31893,-7.75,-10.88662232,-166.277,-9.83673536948,-11.50832029
1hxb,-11.6737,-13.64,-13.20762809,-213.31,-11.2227119435,-13.70498647
1hxw,-9.21962,-16.36,-12.14383378,-232.822,-11.7097799118,-14.94838242
1hyo,-6.44374,-8.02,-7.045910385,-60.987,-7.28789120057,-5.622912797
1i00,-5.75184,-6.85,-8.012996124,-79.825,-9.47357206335,-8.759033694
1i5r,-12.3535,-19.7,-14.40957751,-246.083,-10.019897995,-11.770815
1i7z,-8.67525,-7.63,-9.422178201,-113.246,-9.93025918306,-8.841926757
1i80,-6.11806,-9.45,-7.197881001,-61.973,-7.68138346079,-8.855742268
1i9l,-4.3574,-5.44,-8.330752866,-73.077,-9.29248647672,-11.71555295
1i9m,-5.01272,-6.7,-8.316937356,-83.297,-10.4996452638,-11.71555295
1i9n,-4.13953,-5.6,-8.123520208,-79.613,-9.30499424454,-11.96423214
1i9o,-4.94086,-5.96,-8.012996124,-86.011,-9.22409775273,-11.63265989
1i9p,-4.85964,-5.52,-8.026811634,-81.138,-9.59029776696,-11.61884438
1i9q,-5.28369,-7.15,-8.095889187,-83.025,-10.1413455237,-11.61884438
1icj,-3.63599,-3.27,-4.766351142,-122.541,-7.31654598939,-3.067043344
1if8,-5.10845,-5.54,-8.869557778,-89.748,-9.63582954511,-13.31815218
1igb,-6.06908,-6.1,-8.717587162,-53.689,-7.41776071153,-8.841926757
1igj,-8.44213,-6.72,-10.70702068,-126.618,-9.14683985683,-13.81551056
1iih,-5.38192,-8.72,-7.17024998,-60.874,-5.69697967309,-3.992682551
1iiq,-9.98985,-16.1,-12.9589489,-225.717,-11.0101782713,-10.3340019
1ik4,-6.85357,-7.82,-7.391298149,-74.318,-7.3767965455,-10.23729332
1ikt,-6.32987,-6.91,-9.339285137,-141.916,-9.88138175922,-4.69727359
1iy7,-7.83406,-8.76,-8.510354504,-66.331,-8.07692330542,-8.551801035
1izh,-10.226,-15.94,-13.41486075,-240.172,-11.1156448372,-10.63794313
1izi,-9.474,-14.04,-11.93660112,-226.609,-11.6877833418,-9.104421458
1j01,-7.98048,-8.67,-8.261675314,-96.678,-7.30238183227,-8.938635331
1j14,-5.52728,-8.6,-6.949201811,-73.212,-6.23769564865,-6.203164241
1j4r,-7.26902,-9.99,-9.878090049,-154.177,-9.65134513099,-10.66557415
1jak,-7.85736,-8.43,-8.220228782,-85.398,-7.12106605114,-7.695239381
1jao,-6.42129,-7.89,-8.220228782,-133.289,-8.47075482948,-8.17878225
1jfh,-5.16698,-6.52,-7.087356916,-89.354,-7.70666689231,-2.832179664
1jgl,-12.5862,-13.17,-10.45834149,-135.368,-9.05218787936,-12.01949419
1jlr,-6.81561,-8.91,-7.999180613,-91.823,-7.57499163717,-4.600565016
1jmf,-6.61524,-9.06,-7.861025507,-85.391,-6.8450847802,-7.971549592
1jmg,-6.86433,-10.46,-7.91628755,-87.909,-6.87591593408,-8.386014909
1jmi,-8.01662,-10.29,-8.068258166,-84.333,-6.92743063961,-8.372199398
1jn2,-3.03031,-3.35,-6.9353863,-33.255,-6.03081849174,-5.650543818
1jn4,-8.64679,-11.6,-8.897188799,-170.459,-7.92658339024,-6.838677726
1joc,-5.22919,-7.91,-7.349851617,-71.997,-5.92691352876,-6.382765878
1jqe,-8.72933,-8.12,-10.65175864,-133.373,-9.68653557734,-8.897188799
1jqy,-6.49605,-5.36,-8.66232512,-103.194,-8.78465154145,-6.797231195
1jt1,-3.38599,-4.19,-6.520920983,-32.808,-6.58525811776,-4.69727359
1jwt,-8.93559,-8.85,-9.809012496,-156.946,-10.754205575,-10.84517579
1jyq,-8.73522,-13.6,-10.87280681,-200.581,-8.59045046259,-12.01949419
1jzs,-6.43981,-8.68,-8.883373289,-170.609,-7.73826158311,-9.118236968
1k1i,-7.90997,-9.71,-9.864274538,-125.143,-9.7249551246,-9.090605947
1k1j,-8.3493,-9.98,-10.11295373,-150.546,-9.83750738674,-10.43071047
1k1l,-8.23831,-10.39,-9.518886774,-135.943,-9.8772154371,-9.532702285
1k1m,-8.53232,-10.28,-9.670857391,-145.221,-10.2195091708,-10.22347781
1k1n,-7.18693,-10.75,-9.491255753,-143.188,-10.807420991,-9.422178201
1k21,-8.04817,-10.63,-9.684672901,-141.273,-9.85674346428,-11.57739785
1k22,-9.02834,-11.43,-9.587964327,-178.119,-11.0648653871,-11.60502887
1k4h,-7.30595,-11.39,-8.316937356,-94.754,-7.17713891945,-7.059725895
1kav,-8.75202,-8.79,-10.04387618,-131.116,-7.45664312713,-8.040627145
1kc7,-4.56109,-7.39,-7.156434469,-41.959,-5.33921573558,-7.626161828
1kdk,-11.9065,-11.73,-10.45834149,-142.454,-10.194879428,-12.50303705
1kel,-7.49124,-9.41,-8.759033694,-90.674,-7.59643267954,-10.05769169
1kjr,-6.38814,-8.51,-7.391298149,-103.543,-6.652772839,-8.372199398
1kmy,-6.72004,-7.7,-8.855742268,-58.408,-8.26338565094,-7.045910385
1koj,-7.50123,-6.46,-8.068258166,-79.26,-7.5979051446,-9.256392074
1ksn,-10.0111,-12.98,-10.74846721,-182.626,-9.72591925999,-12.98657992
1kyv,-9.20061,-10.5,-9.532702285,-127.33,-7.71059932998,-8.17878225
1kzk,-12.118,-15.11,-12.94513339,-230.923,-12.3655318028,-14.35431547
1l6m,-2.85198,-4.21,-6.299872814,-25.266,-6.46645007841,-11.19056355
