PDB,MMGBSA_dG_Bind_Coulomb,MMGBSA_dG_Bind_Covalent,MMGBSA_dG_Bind_Hbond,MMGBSA_dG_Bind_Lipo,MMGBSA_dG_Bind_Packing,MMGBSA_dG_Bind_Solv_GB,MMGBSA_dG_Bind_vdW,Lig_Strain_Energy,Experimental
2vl4,-70.14104719,2.629688749,-6.120933576,-17.36476722,0,28.06335716,-22.0926992,4.929768714,-8.3
3su3,-12.5022052,0.979716782,-1.400072861,-56.1723343,-2.011679597,6.777767425,-74.24240133,11.87552021,-12.61
3gy4,-208.4752325,3.309939908,-8.102958077,-12.20929937,-0.707228108,198.3946611,-20.66774351,3.944873226,-7.05
2cbj,-26.48052479,1.874046029,-4.172766689,-27.60729297,-1.559776196,42.19853968,-54.44082647,9.038610584,-11.43
2obf,-68.82963406,-2.163235008,-2.37678541,-46.28236247,-2.055397435,69.69022129,-56.76365503,10.30148097,-12.23
2yki,-45.70409902,2.5503474,-1.80549294,-55.80629561,-2.756524433,27.42437488,-66.68681352,6.109243684,-13.07
2v7a,-31.26581048,0.203829097,-1.278145971,-43.65628528,-0.0001432,26.67830166,-59.81117185,2.678826931,-11.47
3nox,-112.8640656,2.858906888,-2.292615076,-37.04570497,-2.651960282,111.1377269,-40.9610622,3.747649157,-11.96
1w4o,-118.4699101,1.467370965,-14.47145823,-8.035823882,-2.77E-05,98.49488399,-33.18872919,5.535982078,-7.21
2xy9,51.55791871,5.616386485,-7.583467363,-39.92810407,-2.364040723,44.01862495,-58.3626317,13.80301972,-12.7
3g2z,-23.32087297,1.572074502,-0.869212101,-8.08291862,-0.679687858,15.06323754,-25.22783772,1.328409064,-3.26
2zjw,-23.87099447,3.579825121,-1.085936053,-33.77388687,-0.53004342,21.17300705,-41.33888985,2.511585438,-10.64
3ehy,80.18100196,0.057805137,-0.501335969,-19.73281018,-0.504190465,-53.89737813,-34.84391136,2.845911138,-8.08
1q8u,19.28882572,0.544291798,-1.054824552,-42.29048218,-0.001093371,-8.343155095,-48.71407302,2.179227019,-8.28
3g0w,-24.31317086,1.058937532,-0.975472368,-65.74276007,-0.467468639,19.75354099,-55.75195646,4.151538922,-13.15
3ge7,-31.68542617,3.635198444,-8.430225174,-41.72249834,-6.423931515,32.46424675,-59.59861962,3.607016514,-12.02
1oyt,-215.577344,2.355447792,-6.898073554,-41.59013192,-0.438617935,239.4985451,-55.72465633,6.579352625,-10
2weg,12.75938528,0.428616657,-1.660555519,-9.61809739,-0.192272952,-18.14899517,-22.02229097,0.45352559,-8.98
1lbk,5.273823763,2.081697754,-4.973701992,-14.89413825,0,-15.52616676,-36.16051908,5.380256452,-4.39
3bfu,-37.66956786,1.283790606,-4.65566266,-24.75228336,-0.10795397,19.0417456,-33.32025177,1.277298598,-8.66
1igj,-17.22444622,3.91271523,-0.46724499,-68.87849973,0,24.9055912,-49.92149695,4.698064111,-13.82
3ebp,-7.544825639,5.935496622,-0.487400397,-42.06003301,-7.020372633,14.68882701,-49.49714902,9.843394046,-8.16
3cft,-8.363849927,0.157894001,-2.384816063,-10.28089143,0,12.71127296,-18.61412128,0.603014868,-5.79
3fv1,-45.31054083,1.56880987,-7.548870828,-38.49029859,0,15.02009458,-34.79051479,4.705770072,-12.85
2pww,-145.2422611,2.71061193,-3.756932093,-66.51975629,-0.107016601,154.259278,-78.08023646,16.54137506,-10.11
2hb1,-117.7768403,1.75752352,-10.89054458,-22.58398338,-0.393864056,110.533363,-31.18038962,3.063129636,-5.25
