PDB,MMGBSA_dG_Bind_Coulomb,MMGBSA_dG_Bind_Covalent,MMGBSA_dG_Bind_Hbond,MMGBSA_dG_Bind_Lipo,MMGBSA_dG_Bind_Packing,MMGBSA_dG_Bind_Solv_GB,MMGBSA_dG_Bind_vdW,Lig_Strain_Energy,Experimental
1i9q,-0.045225613,-0.059440557,-2.030450231,-19.31354745,-0.606256998,-5.09663666,-29.74747048,2.168821578,-11.61884438
1i9p,2.913748422,0.505081184,-1.905660259,-16.99073975,-0.482474983,-8.154084216,-25.32535455,3.1662357,-11.61884438
1wm1,-16.79876361,2.365962266,-0.63873335,-27.69271616,-1.229552091,25.84882903,-39.2716363,2.240408164,-8.703771652
1hnn,17.93498005,1.062829175,-1.976666746,-23.84168812,-3.739074287,1.573115627,-34.49111411,0.881779027,-8.620878588
1hi5,-96.37277261,-0.399523363,-9.056030467,-4.155040172,-0.835600994,98.26934028,-29.00166205,6.655769096,-5.581466265
1a94,-50.59377713,5.702289111,-7.842601795,-80.36086604,-0.794738865,60.86667055,-106.7118964,18.8821803,-10.84517579
1ikt,-11.31851224,3.944863387,-0.249923897,-70.78950855,-0.117022219,13.41757488,-59.67724846,5.974177836,-4.69727359
1c70,-27.27890253,-1.187984643,-2.912215143,-78.09330006,-1.42E-05,51.70990275,-88.87878811,18.66241936,-14.22997587
2mas,-130.4326781,5.20744154,-2.855566241,-25.90106874,-0.327976745,137.6191168,-33.11781727,0.565032945,-10.38926394
2h4n,-12.70037128,0.369352859,-2.24660714,-11.00378204,-1.95153856,4.687344703,-29.40205892,0.006436959,-12.01949419
1oe8,-61.46973821,1.81112923,-8.203379774,-13.99459704,0,45.18035756,-29.96570246,2.778038504,-7.626161828
1mq5,-50.09279682,4.737952711,-0.291229293,-66.57684171,-2.238224774,93.83924176,-68.8011889,4.771185795,-12.4339595
1m5w,-34.88390873,6.922987225,-13.33619418,-13.70015056,0,33.42093807,-19.12223394,6.558755473,-5.899223008
1wvj,-48.08054469,2.031379553,-4.573303309,-35.17852536,-9.92E-07,27.36223626,-37.74727225,3.846586582,-9.297838606
1gah,-212.4053272,9.035842586,-7.144203739,-50.37458401,0,171.3422986,-55.40357231,20.48671235,-16.57861267
1t32,-218.5160397,-0.013245589,-5.088529187,-38.76457533,-6.433133898,247.1164697,-60.6949578,4.629088146,-10.25110883
1ui0,-17.24560867,0.936588827,-1.166608763,-6.26604239,-1.178678848,6.500413093,-19.72225947,1.14379911,-9.753750454
1t31,-155.9975193,0.293490432,-9.18786402,-35.80716456,-5.493583587,170.8777544,-54.93238374,4.978377651,-11.93660112
1tng,-99.31368039,0.865635675,-1.456544496,-25.17784025,0,116.6398778,-20.3246324,0.917435797,-4.047944594
1tnl,-100.4833758,1.035534634,-1.726306885,-20.8034492,-9.76E-07,113.320034,-22.89404491,1.167743651,-2.597315985
1tnk,-96.99407686,3.645115309,-0.951167481,-21.00404219,-3.62E-05,122.3712177,-23.38288015,4.05898087,-2.058511073
1igj,-16.153683,4.72392594,-0.452484388,-69.8158969,0,27.5941495,-52.21014032,5.743818973,-13.81551056
1c87,-138.1867641,4.414952296,-10.36817515,-21.44352468,-0.997811821,128.0498052,-38.78572177,2.959211472,-5.802514434
1gu1,-15.62338276,-0.119881478,-6.296187994,-20.73643827,0,6.267029502,-26.14402673,5.28226784,-6.244610772
1utn,-69.157876,0.736453624,-1.466531795,-15.72243445,-0.538564267,94.62406606,-18.58227565,0.707064137,-4.821613185
1gi8,-215.1062224,7.014327333,-3.096700523,-17.17996958,-1.158854062,224.6079615,-32.82977374,12.1944194,-6.976832832
2cht,-51.5092181,0.603098469,-12.17969603,-30.17599842,0,35.1817514,-26.66741554,1.751942109,-7.626161828
2f35,-59.77920986,1.644663301,-6.588622392,-19.35925528,-0.189088078,49.1001544,-38.98811994,2.576484964,-7.460375701
1utl,-150.1579105,1.105268199,-1.336241764,-19.15001803,-0.580840134,176.8948991,-23.73175675,1.558494212,-3.412431108
1a7x,-35.1575627,3.200465845,-1.767187595,-77.67762718,-0.092825926,26.71850158,-91.53876588,6.850581989,-13.40104524
1utm,-144.8132292,0.717499518,-1.399038069,-17.71080709,-0.341780326,170.7243471,-20.90546379,1.790868659,-4.158468678
1fm9,50.18183285,0.801789173,-1.023509397,-66.90922802,-0.405680046,-45.78996044,-81.71812632,25.74649678,-12.4339595
5abp,-56.65948989,1.436176618,-5.854158756,-17.92146612,0,23.92222643,-20.7091317,2.458914049,-9.173499011
1b8n,-49.23063512,1.817573993,-5.478971094,-28.96361142,-0.480254813,31.42023024,-43.52947359,3.265260362,-14.53391711
1qan,-40.14055503,4.871345722,-5.559760101,-32.36794586,0,36.04239925,-62.87565499,12.42867648,-6.18934873
1qft,-151.3406635,1.627322726,-1.783269019,-14.92044951,-0.779476657,150.8592487,-20.62401201,1.895379938,-12.11620276
1o2h,-194.2643342,4.015267523,-2.766368921,-31.91424208,-0.645323231,243.4309992,-36.80671089,7.133635818,-9.90572107
1b8y,92.60684859,1.982001171,-0.719872162,-42.81681732,-1.972630361,-64.98248581,-54.85588002,6.994603564,-10.84517579
1sqt,-227.8771213,3.398177705,-7.09820464,-29.69836885,-0.362145046,237.4898698,-42.33848225,5.55026306,-8.565616546
2fw6,-281.8899324,-0.65406703,-10.66955409,-10.43357221,0,268.0538072,-18.19555103,3.077524285,-4.034129083
1ws5,-30.85280158,1.790992694,-2.524711253,-18.6398323,0,15.38368286,-20.76672814,1.310622197,-4.186099699
1eld,-26.04807576,0.877391767,-0.98275674,-29.9436256,-0.306849625,29.99676301,-48.43905587,8.637326572,-9.256392074
1ele,-28.86394965,2.256349175,-0.993722739,-30.7515113,-0.638304122,28.67183442,-49.14335405,5.682093533,-9.463624732
1elc,-75.94062828,11.34219314,-0.824876348,-43.17300319,-0.035730414,124.0976323,-54.13675071,19.43692885,-9.201130032
5yas,-24.57242669,0.40578627,-0.742421288,-8.22130178,0,3.818620509,-12.94504728,0.750538336,-4.503856442
1ws4,-28.79021132,1.599352496,-2.370927707,-18.54642875,0,13.66498149,-20.56014144,0.896224396,-4.144653167
2dw7,45.10742206,6.445839718,-9.848624147,-3.62526905,0,25.51905205,-13.60157423,7.256967549,-6.493289962
1br6,31.7289862,2.318596382,-9.178460844,-16.46549845,-6.115651887,-42.96353389,-41.31336975,6.452000728,-4.4485944
1tx7,-162.9390307,1.927614353,-10.09055551,-14.12928002,0,164.0608682,-26.1252305,4.470147788,-6.355134857
1sqo,-194.2451907,7.468087023,-7.766809145,-21.32410272,-0.863953408,227.7800149,-38.91882871,8.532741922,-10.30637088
1elr,-239.0072733,1.119017159,-13.87801519,-21.98701422,0,221.9375391,-48.78116674,14.32381992,-6.852493237
2fpz,-10.79508008,2.873803165,-4.105173317,-12.19206063,-0.381632653,67.13682894,-29.89688423,2.297959932,-5.470942181
1n3i,-60.25070678,6.509400929,-2.627078735,-35.22950325,-0.298110554,27.8765545,-42.29002313,7.53188747,-12.28198889
1hmr,-38.58004355,-0.074644393,-5.497272233,-53.53968162,0,38.04488199,-46.02147972,9.02742405,-9.049159416
1hms,-39.20667805,1.444073112,-5.887991581,-54.80461148,0,39.0532031,-43.49229807,12.11964191,-8.800480225
1hmt,-38.35736459,2.266499385,-5.873815918,-56.02837439,0,38.98192374,-47.93909947,10.38915602,-7.999180613
1g1d,-1.386771601,0.855760578,-2.094699229,-21.43150562,-0.743984529,-4.103186101,-31.36510831,2.836096384,-13.04184197
1fjs,-116.1264446,7.656222857,-7.240510191,-36.45328946,-0.936474194,112.2705688,-56.09146794,10.38720149,-13.76024852
1ppc,-303.9017087,3.503506666,-8.292025304,-35.94779768,-0.003994795,302.4168413,-48.36906135,7.549269642,-8.510354504
1ce5,-217.8841389,1.707804118,-7.187971756,-13.03508995,-0.109334478,221.441166,-22.74999267,2.600115482,-6.548552005
1v1j,-12.07168063,-0.265458391,-6.095804349,-21.27453923,0,2.782250697,-25.48860223,5.91634143,-6.659076089
1o3d,-214.2048023,2.917253455,-2.779415451,-24.39200107,-3.003020131,266.8676358,-35.33347719,7.101054536,-9.850459028
1l83,-1.330671117,-0.0009283,0,-21.06230017,-5.72E-08,2.738306381,-20.00700409,0.042421955,-4.69727359
1tsl,-16.92390522,1.526016474,-0.873380869,-27.07480399,-3.725507956,27.36189892,-34.08019955,1.931520888,-8.496538993
1o3j,-211.1585173,3.355432898,-2.582083575,-19.60413026,-3.177622477,232.5223051,-31.87697724,5.318757006,-9.353100648
2byr,-10.52715846,3.038140047,-0.25444706,-76.77414351,-1.571114785,67.770194,-73.96343541,4.683059036,-11.81226153
1okl,-0.071557458,-0.198495879,-1.916321667,-16.44480307,-1.596251384,-5.376736882,-25.76705128,2.61828126,-8.330752867
2c97,-7.22813763,2.450528161,-7.85661286,-23.58639319,-5.112300733,5.617314165,-37.95818536,2.556592786,-8.482723483
2c94,-45.89717655,4.571944856,-10.53544337,-35.88924388,-10.9355324,43.06074604,-59.87181154,17.56159677,-9.422178201
2c92,-20.14322806,0.78484268,-10.73854561,-35.92712988,-11.13092981,15.89840614,-55.8307676,16.95572019,-7.847209997
1fcy,-30.52562842,0.356058575,-4.588754119,-77.04878419,-1.63804862,26.22589559,-71.97524769,1.544194357,-11.770815
1f5l,-207.5561669,4.036625229,-8.000837298,-14.28468391,-7.12E-09,196.5355204,-28.57148221,4.2416836,-7.294589575
1yid,-101.569691,10.3320503,-12.21014541,-8.355607597,-1.885336053,107.8535988,-49.05152782,13.7705697,-6.907755279
1o30,-40.7200781,6.938413283,-3.487948522,-24.38992207,-0.230645952,85.20758842,-40.43224614,9.292075731,-9.353100648
1o33,-202.0896565,4.63864072,-2.492371227,-17.05032921,-1.844342307,214.5925371,-29.466672,5.296660493,-7.93010306
1m2x,41.95932058,2.486721216,-1.490871639,-16.54372097,0,-12.56284546,-26.18883367,1.271365397,-5.733436882
1owh,-243.9153288,3.265595396,-8.750037951,-23.40210196,-0.100987283,252.2046146,-36.66763507,4.294333135,-10.22347781
1i5r,-50.61651371,5.711995263,-4.797091872,-90.1672646,-0.668745823,40.4948547,-101.4614015,15.5430214,-11.770815
1owe,-189.4458937,3.262341593,-7.74026918,-21.01173042,-0.345989668,192.9240182,-35.37908198,3.657431733,-8.565616546
1o38,-280.0585554,3.622116008,-2.831005548,-24.99935667,-3.000228504,326.8115604,-35.46943593,8.433664169,-9.422178201
1m2p,-1.702010028,0.837887187,-1.367524651,-25.61266129,-0.093443465,0.910925253,-42.57257865,2.214144048,-8.441276951
1m2r,-12.35606496,1.390455102,-1.021192197,-29.59771209,-0.389385536,8.185257618,-38.82719228,2.107925694,-8.92481982
1fj4,-11.27732114,1.678833771,-0.49406381,-46.24105242,0,15.21571327,-42.60015772,1.824000727,-6.341319346
1njc,13.18156607,1.711720566,-18.37581409,-13.79816277,-0.064174622,-15.35528968,-26.71940326,3.435916906,-7.66760836
6tim,-108.6032999,3.062325599,-8.273600297,-12.61790607,0,101.5008721,-15.18619749,3.824989697,-4.434778889
1pot,-283.0605958,2.633341005,-2.659271006,-33.81952709,0,253.9705512,-25.79411182,2.987334314,-7.584715296
1grp,143.0591987,4.64309557,-18.85462803,-6.28804273,0,-95.08934468,-18.6666783,7.26384423,-5.139369928
1njd,-15.02591596,1.919936827,-19.39362779,-13.46133069,-0.060891527,4.533085064,-31.61633501,2.38116742,-7.695239381
1ceb,-78.26774504,1.297910851,-8.958034625,-22.84250188,0,65.97190703,-14.23684985,1.154792731,-8.289306335
1cea,-70.98926638,1.743472215,-6.275186045,-19.22760172,0,60.84588942,-16.43459441,1.500682201,-6.852493237
1utj,-115.5313932,1.793553216,-1.489043641,-14.71811261,0,138.3510251,-15.42617275,2.538406304,-5.305156054
4er1,-44.2748528,6.788447727,-2.624545136,-88.85586941,-0.486534552,104.9078361,-94.58416366,17.66821226,-9.145867989
2f7p,-113.6099205,2.79341867,-3.883804872,-26.47740485,-0.005549371,174.39233,-28.9343572,-1.701631053,-9.118236968
1erb,-4.648383087,1.717972364,-0.063734096,-96.0372576,0,24.41991919,-65.08210872,2.53402654,-11.19056355
1jfh,-19.08234592,1.859844611,-0.778916996,-33.88508392,0,24.48396257,-33.94474523,9.009085324,-2.832179664
1adl,-42.3386857,2.766191161,-2.961780291,-50.68974152,0,53.17436474,-47.57355635,10.68251959,-7.405113659
1izh,-39.9580888,2.650937426,-7.02651444,-70.79068494,-0.612915909,52.92224366,-93.74310769,12.96993343,-10.63794313
1r6n,21.45185206,-5.217263402,-1.820873795,-29.5438431,-5.693885033,-12.72009726,-45.29908747,6.896485802,-10.22347781
2bza,-70.16512056,0.653351797,-1.449339275,-15.33950954,-0.684387637,100.2042551,-17.11814091,0.776383784,-3.868342956
1ucn,-17.2614113,2.893608871,-15.06175782,-15.75255233,-10.92337827,35.33668888,-41.15267435,11.06223394,-7.211696511
1xd0,-51.2674709,11.74831737,-7.522616136,-57.67073331,0,76.79798549,-73.49082107,25.86372989,-9.836643517
2f7o,-143.2301992,2.824479483,-4.712746226,-22.15509629,0,187.8024887,-17.43364183,-3.743544618,-10.27873986
1ghz,-202.8667865,1.619906635,-2.831901104,-15.12082011,-0.305194195,220.9974432,-28.14854198,4.140661697,-6.631445068
1hvr,-32.67532317,6.297465697,-2.545387189,-73.89229394,-1.580741198,43.49081808,-85.55758809,17.50327039,-13.13855054
1mrx,-24.90326586,1.29946111,-2.202044966,-69.61949646,-0.000124731,44.01070093,-82.95660519,7.449567598,-10.03006067
2iuz,-17.49297802,5.519122744,-0.668357372,-26.09622248,-24.97576908,18.77332094,-58.38742465,6.116273242,-7.66760836
1mrw,-20.8130538,-1.936574598,-2.397269832,-70.00418369,-0.074379176,42.19481058,-83.52493741,5.692741198,-13.40104524
1mrn,-93.98044741,15.57558318,-12.72705711,-32.31414026,-6.166940591,131.9828438,-89.89026902,16.00035298,-6.244610772
2bqv,-29.94502023,3.303755072,-2.335017801,-72.65497759,-0.493723022,47.55232241,-91.8234859,7.600100196,-11.121486
1hvi,-32.74369165,3.916314248,-3.196409075,-80.83595539,-4.758539128,62.38750716,-108.3630401,24.07439708,-15.08653753
1hvh,12.58144334,3.300994179,-4.307718518,-61.93734114,-0.010746689,-13.18563752,-74.671733,10.51974928,-10.9971464
1hvk,-41.39051963,4.786395695,-3.84016811,-76.35078838,-4.478636709,65.20807042,-99.97665145,27.05550752,-15.14179957
1hvj,-47.16628599,7.146000175,-2.4638693,-82.41355131,-5.029567718,66.00704474,-102.6384089,14.43528807,-15.74968204
1hvl,-44.53208739,7.646940319,-3.645846928,-78.36235836,-4.624391226,61.95502306,-101.49739,10.66060857,-13.74643301
1oar,-36.14555159,-0.18917167,-1.42353797,-26.67463609,-12.5168188,40.86121148,-37.98692369,1.282632056,-10.22347781
1hvs,-36.24968794,5.833991209,-3.289944834,-74.69072691,-4.206631414,64.07690577,-106.1827907,26.41589079,-14.22997587
1pbk,-46.29777235,6.813509483,-2.756346151,-50.19601921,0,32.58212305,-60.92750092,17.9767395,-12.50303706
2gst,-95.5502132,7.437316413,-10.78399,-45.53401232,-2.282652345,73.21931466,-57.07618562,11.84892549,-8.386014909
2gsu,58.23998797,-1.979446592,-4.281476389,-13.12386852,-2.352697972,-18.0040901,-40.67507541,3.535734811,-4.95976829
220l,-2.194912277,0.022959262,0,-20.45196247,-0.209156845,2.604054851,-17.97204966,0.094071314,-4.69727359
1owd,-215.0442156,4.079743455,-7.735893475,-29.77654935,-0.555369417,237.741605,-43.16285822,4.536863015,-11.32871866
1qbn,-127.8970236,2.517074045,-8.081962011,-25.37170099,-3.445206256,139.3297632,-47.41270241,10.65543592,-8.082073676
1qbo,-399.3245649,1.990517746,-7.808318059,-32.78371445,-0.531282395,398.5827855,-41.41951648,12.98167187,-10.69320517
1vjc,-2.572755855,5.972594457,-6.57537145,-15.14280147,-2.18E-09,28.6038298,-50.48413858,15.06762885,-4.94595278
2iko,-23.25707864,3.127468948,-7.017969008,-34.70964255,-1.705332433,39.05268907,-45.83000326,2.675941049,-7.529453254
1vja,-279.7992407,5.422300293,-9.396823348,-28.33141474,-0.578783631,281.6529848,-48.27496739,15.87916541,-10.63794313
1vjd,-105.0190839,9.451266764,-13.7260413,-14.20070378,0,118.6190613,-61.53348102,16.21771589,-4.890690738
2bq7,-12.27102987,2.102997417,-0.24654886,-52.47183749,-1.152782036,75.14943099,-56.79649343,6.51150577,-9.739934943
1sc8,-257.9000939,5.753819926,-7.652101256,-27.85859531,-0.004033407,264.8584001,-47.77242202,11.92240553,-10.27873986
1usn,88.39880126,4.192984137,-0.879834431,-18.21928398,-5.975429398,-56.76372586,-37.40367011,7.884082296,-10.69320517
1h2t,-67.81357687,7.398473101,-11.47380372,-27.56836185,-9.608316559,62.38679733,-59.70678152,13.5950504,-10.90043783
1qbr,-46.00119061,-1.246308934,-4.293724888,-69.16809286,-0.048739173,51.23271702,-98.32569321,9.883457856,-14.60299466
1qbt,-56.37841489,1.781149424,-5.586762406,-66.62419348,-2.27E-05,56.34330463,-104.1845515,10.2135537,-14.67207221
1qbu,-36.38248361,0.634115732,-3.223437211,-64.14543417,-1.73E-07,40.28598639,-78.12468972,6.739291669,-14.14708281
1g2o,-108.4596521,6.960877644,-2.358151977,-30.91928342,-0.560506216,89.24161966,-41.0146318,8.236489118,-14.57536364
1lpg,-251.7170668,2.807666848,-6.463672461,-47.60484817,-5.266620644,296.3940432,-64.862909,5.507381372,-9.795196986
1gz3,-49.31239868,2.379074136,-7.037376569,-9.259907678,0,76.777241,-57.99508832,11.01119835,-5.111738906
1y2f,-49.51668062,-3.261198326,-0.738627123,-25.96563739,-4.112494401,49.19546281,-27.51453387,2.821131897,-6.797231195
1qin,30.01510666,7.725328314,-6.292273997,-47.36926419,-0.168201036,-12.24273826,-55.45265244,19.98261858,-11.05240845
1lpk,-268.2900163,7.044455834,-8.136467892,-37.03175097,-2.53381491,298.1796791,-53.75305538,12.77554767,-10.43071047
1meu,-37.4300338,4.471913858,-3.481119586,-61.78386472,-0.802972358,42.90402505,-73.84062413,17.36035369,-8.42746144
1li2,-9.349843719,0.205217689,-0.246112028,-20.04193057,-3.97E-09,6.194857925,-20.94645578,0.211700981,-5.581466265
1kdk,-16.9721148,0.938544727,-1.790128657,-71.9862085,0,12.1683852,-54.09649141,1.291049091,-12.50303706
1li6,-7.952407955,0.27123236,-0.236064298,-19.71737983,-6.70E-05,6.210897897,-17.81395555,0.203979615,-5.249894012
1gz9,-50.5892642,1.214136944,-3.593910894,-28.52027353,0,31.6787867,-30.88427117,10.56546219,-4.849244206
1bv9,-49.25487143,-0.506214458,-4.405941811,-66.83614797,-0.000145611,53.46724515,-96.06739553,10.6356754,-12.37869746
1lpz,-163.8367555,0.425846636,-6.405544559,-47.41805064,-5.23753149,209.6602087,-58.49475592,5.25875955,-10.49978802
1mrs,144.1556677,7.186133554,-9.026825873,-26.50672343,-1.837225781,-102.6638604,-45.3168012,12.07947427,-5.470942181
1bv7,-51.61143252,0.736450476,-4.397454515,-69.29409568,-1.560181511,50.81106741,-101.9674079,10.42796505,-12.84842482
1epo,-57.48187575,4.246775221,-4.365614857,-60.27222172,0,78.29983662,-77.20587853,12.09249697,-10.9971464
1qiw,-336.1367707,2.035628589,-1.188600083,-87.61029846,-0.989278929,329.3576524,-66.65344632,8.986363569,-10.69320517
2f8g,-6.685149389,3.254851282,-2.895441962,-57.1449583,-0.007158376,17.09078563,-76.95822631,4.830990297,-12.01949419
1os5,-6.239804831,-2.997727197,-1.031872587,-55.82555338,-2.142599305,24.30546497,-55.14996756,15.53274998,-9.463624732
1lf2,-39.68402746,3.886884759,-2.546216003,-58.40535473,-0.652549864,55.87479058,-67.8334336,8.99832519,-10.38926394
1lf9,-66.83297835,6.270075238,-5.69545806,-49.56770411,0,73.05178432,-56.32579082,15.24142041,-16.57861267
1vj9,-268.756595,5.490362547,-8.677057797,-35.31891971,-0.399078747,283.8973245,-57.78880868,16.25685809,-10.43071047
1v2j,-201.995305,1.718088634,-6.800884967,-12.76404716,-0.23601969,200.4103223,-23.20035019,2.499911227,-4.490040931
1cin,-23.4678488,1.014907219,-2.408471293,-22.74891363,-0.426483614,11.02389781,-34.59175128,1.344795284,-12.06094072
1cim,-35.07616969,1.632204182,-3.035404468,-18.78919064,-0.517359681,19.38867792,-29.66878393,1.898200457,-12.18528031
1cil,-39.77687337,4.263937461,-2.492073573,-25.33997004,-0.208016949,31.1562958,-39.66031749,2.548157488,-13.02802646
1zpa,-6.23213694,3.066158516,-2.987010487,-58.28184865,-0.001166386,24.75414436,-86.41581341,10.07061327,-11.60502887
1dif,-42.44073283,1.86210361,-3.773645003,-74.75318472,-4.463504529,61.56098896,-104.2518983,24.61086505,-14.72733425
1y20,-34.56263102,0.39966401,-4.306042231,-15.04558386,0,14.11933372,-11.83338447,0.570630506,-7.349851617
1gzc,-38.57254568,-0.542518859,-2.818639474,-21.32267192,0,30.53627021,-23.10270484,5.042006609,-4.821613185
1qb1,-140.4614274,1.299422814,-8.071174042,-32.62879759,-0.223595986,170.2207999,-50.12438893,10.99878621,-9.353100648
1n8v,2.333730989,2.088927267,-0.668147797,-68.60541426,0,13.98619872,-42.3560388,2.315678345,-8.330752867
1oss,-173.0679968,1.887435362,-6.536295995,-12.70803204,0,168.9506825,-21.70364209,3.176473823,-6.617629557
1fq5,-65.26052778,-0.729182594,-3.489747522,-76.75780372,-1.25457152,61.05500723,-95.58370152,16.43305543,-11.60502887
1j01,-35.01587385,-0.133291896,-3.545292369,-18.46192353,0,39.21123061,-32.22203613,3.031050002,-8.938635331
1ec9,30.74739924,0.155737417,-11.58676622,-7.77646866,0,2.247223683,-28.09638112,10.67560939,-4.282808273
1we2,-164.34493,-1.078274007,-7.300071476,-21.27576611,0,160.9083653,-21.93410175,2.113051694,-6.023562603
1jmf,-11.72975436,5.834804485,-15.24091527,-13.61302243,0,16.51151111,-35.85382736,8.649994858,-7.971549592
1jmg,-0.865270343,1.783529126,-16.72417952,-12.85562032,-0.152052986,-4.681916985,-28.32231696,2.883472341,-8.386014909
1uxb,-31.52986566,0.473722331,-3.812887764,-16.34375769,0,27.29296716,-25.89395429,0.94908308,-2.97033477
1uxa,-63.07673224,1.382970821,-2.973571161,-17.71718375,0,59.4105279,-27.18231706,2.05420348,-3.177567428
1jmi,-34.72598197,2.011861607,-17.20832252,-13.75018501,-0.191847433,22.56664359,-32.15122602,2.575010696,-8.372199398
1ugx,-26.10210665,-0.228305037,-3.953688418,-25.24233124,0,25.02686752,-34.70311158,15.09921052,-8.16496674
1jzs,-11.79661178,5.178058957,-5.092466852,-62.88165725,0,23.90267924,-70.90272429,12.20612745,-9.118236968
1t7j,-3.534866732,3.386108302,-2.897929119,-60.85606593,-3.11E-06,12.87318948,-74.83873188,8.195169522,-12.01949419
