PDB,MMGBSA_dG_Bind_Coulomb,MMGBSA_dG_Bind_Covalent,MMGBSA_dG_Bind_Hbond,MMGBSA_dG_Bind_Lipo,MMGBSA_dG_Bind_Packing,MMGBSA_dG_Bind_Solv_GB,MMGBSA_dG_Bind_vdW,Lig_Strain_Energy,Experimental
1a1b,-200.6734709,3.480886389,-12.99895106,-25.04311647,-0.403902178,189.7614781,-32.26991477,4.126383887,-8.84
8cpa,-10.40593048,5.85754535,-10.85265402,-27.21714885,-1.183020923,66.98737243,-36.78309693,12.74404382,-12.64
1a69,-45.91642333,4.082246448,-3.436938846,-26.48500843,-1.93517579,37.67532713,-39.78094048,7.261403141,-7.32
2qwb,72.18068634,4.762162848,-13.89936998,-14.27906011,0,-56.01942131,-34.39461997,6.358154109,-3.79
2b7d,-65.21751268,6.945720233,-8.651006066,-23.59984675,-0.669031067,92.89090096,-49.24247632,12.41700177,-12.02
1tmn,-40.38152555,7.51816729,-1.284148426,-34.97732075,0,76.35230005,-41.9509186,19.48952902,-10.09
2brm,-31.54366266,1.396806145,-1.393438961,-31.45318853,-3.59E-08,24.89124717,-45.04169147,3.472704066,-8.14
3pcj,-82.85115808,1.081650653,-2.301607069,-11.6099881,-0.177551887,90.37632035,-22.62748624,2.507918111,-9.97
2qwd,109.7687355,0.661223536,-14.06023587,-14.83637286,0,-58.83249706,-34.37390245,8.977864508,-6.7
2qwe,-44.86419503,0.494322202,-6.415361366,-15.45875732,0,85.4565606,-37.25970203,12.76098534,-10.33
1ttm,-4.123803179,0.163722078,-2.179624991,-18.3574125,-0.741537915,-14.68433063,-27.26245066,0.654280228,-10.15
2brb,-14.04594984,-0.314448375,-0.916671213,-33.28511412,-1.30E-10,20.29902226,-49.73969225,1.222528619,-6.71
3std,-34.93622056,4.145712248,-0.691746728,-58.21686392,-2.447130636,45.76000751,-59.14939605,7.047935826,-15.35
1hfs,67.57414388,3.121152459,-1.701430264,-72.71054668,-7.218773523,-21.4302195,-82.05799464,10.8104855,-12.02
2fai,-17.17323899,1.609563728,-1.973734077,-62.40662709,-0.600968475,18.49270103,-47.06741904,1.315021461,-8.62
1nny,-158.2045244,-1.96664181,-18.31272998,-34.12351768,-0.281501108,142.5641416,-61.54451726,23.75699827,-10.58
1hi4,-220.5774597,8.226882552,-14.76017118,-9.573366595,-4.215656293,201.5757572,-32.42700706,7.839589929,-6.2
1df8,-31.2299211,0.960742893,-2.805765153,-42.79824534,0,30.41849784,-41.57189451,1.173601639,-13.4
1s39,-23.48734492,0.52181487,-4.573735011,-15.02197692,-0.720431122,19.67576569,-28.20625612,0.952136633,-10.64
1nc1,-33.12708268,7.537861612,-5.226504544,-46.00521674,-1.315599227,29.57161788,-54.86682721,6.718541522,-8.46
1loq,-12.32007846,4.689650258,-10.51404055,-14.12156837,0,12.75375977,-31.22783943,8.566027548,-5.11
2d3z,-69.55468182,0.163988175,-2.697852697,-42.81440758,-1.580199791,64.66476452,-43.43549749,2.858371689,-9.17
1tyr,22.47769045,2.583375084,0,-39.84089977,0,-12.14042412,-25.35280989,3.872369919,-9.67
1mq6,-51.06684775,2.753604619,-0.235400251,-61.22706346,-0.66984278,86.10765951,-68.24054033,5.018784874,-15.4
1u1b,-100.2513867,8.678506884,-9.962752228,-20.18981394,-1.04524179,109.1264153,-66.92437987,9.22373894,-10.78
2d3u,-62.27572647,-0.354829694,-1.962174265,-41.33321404,-3.654740122,62.89250835,-45.49963176,3.587730885,-9.56
1g7f,-142.2376713,3.103002429,-13.18400223,-28.31665468,-0.106494618,143.5203197,-47.11579051,8.859286462,-7.56
1fki,-19.40901343,-2.581913514,-0.544680095,-39.59445305,0,13.97830455,-44.55266842,5.485137075,-9.67
1ftm,-46.70957891,1.474845654,-4.478155211,-21.5276817,-0.064974938,21.12596674,-26.6866603,2.681297754,-10.51
1flr,-25.10777035,3.166389937,-2.31830149,-30.24254216,-7.778302883,19.99766532,-43.81432667,3.062087274,-13.82
1u33,-42.08714136,4.212679029,-5.739902255,-36.4878684,0,57.73934003,-47.66509838,11.78085583,-6.36
2d1o,-184.4172202,7.80784805,-3.826727381,-56.02083947,-7.03E-07,187.9005672,-58.94931581,9.887901384,-10.64
1uwt,-28.90146242,4.368308513,-2.768927442,-16.93321585,0,25.12059314,-26.29245356,8.073239709,-8.25
1b7h,-149.3375776,3.646070789,-9.951892236,-51.64262382,0,193.9305425,-58.79826492,14.34414366,-11.08
1apw,-51.15139421,4.196758901,-3.415120885,-53.78151134,0,29.54055999,-61.35904717,6.352207785,-11.05
1fd0,-28.79514463,3.108428747,-4.556934171,-75.24735709,-1.715545604,27.05022377,-71.05404046,5.929677255,-11.61
1o3p,-230.6235527,2.924322143,-2.809726734,-30.98485464,-1.237068889,287.6431425,-38.30836456,6.272139788,-9.2
1gpk,-26.77649463,2.507933848,-0.654468082,-37.93373274,-0.107869739,41.31888464,-40.41441621,2.363947895,-7.42
1dhi,-47.69206334,-2.792063869,-12.79272441,-24.18084647,-0.782930372,42.98687578,-44.00526811,4.312272178,-10.03
4tmn,127.3701875,17.57292279,-5.046851776,-40.0277071,-4.747692457,-55.57158294,-62.25996599,15.87580111,-14.05
1rnt,-15.6236242,1.702562638,-14.3390754,-6.48739288,-1.819644695,3.194571094,-31.57684336,4.882812123,-7.17
1zvx,121.4405147,5.168955826,-1.434360928,-33.73993914,-3.209711893,-80.50454624,-46.20529878,8.430646027,-12.74
1bma,-82.86418183,1.751840687,-0.940971172,-35.53217865,-2.698455087,105.3536234,-54.44685482,10.95742089,-6.34
1o0h,-131.9972252,4.598808205,-14.72767485,-9.59271992,-3.785190895,118.2474918,-33.13675289,3.798676556,-8.18
2fdp,-106.6041624,4.454298249,-3.705296158,-62.5860967,-1.731429883,81.08676487,-79.88149113,7.385410237,-10.49
1b8o,-142.8615171,3.724358778,-5.296385753,-28.4506765,-1.274606964,105.4139074,-33.5190902,12.17980719,-14.7
1if7,0.491853273,4.832060903,-2.567881748,-20.10135813,-0.419073121,-0.639587315,-34.50687802,6.204272871,-14.53
2flb,-186.1376844,6.401478908,-2.546993587,-17.63342746,-0.399661621,217.6244134,-38.05777369,9.600799968,-7.93
1re8,-87.94681144,3.817619673,-3.496623457,-46.00592734,-0.779171971,72.92900939,-70.78619441,4.767291046,-13.15
1vfn,-30.35688951,0.104724729,-1.70385098,-3.60810667,-1.570418987,19.48343734,-25.74005482,0.143921516,-7.74
2b1v,-16.86657619,2.90362338,-1.962472914,-62.21951441,-0.734995552,18.51187524,-44.16864851,2.829370527,-7.93
1olu,13.25829817,3.960289808,-4.519574592,-23.40116661,-2.00E-10,-42.72222536,-37.2868707,5.524701197,-6.09
2h3e,-144.6702581,3.527504587,-13.65830349,-10.47043741,0,146.8721792,-31.05672502,6.271858801,-7.87
2rkm,-140.3184162,2.231670692,-4.02679073,0,0,134.7254767,-46.34677902,3.877262126,-5.39
1om1,-37.56638041,1.641668536,-3.452164726,-36.79403153,-0.103069501,44.96733142,-43.5281067,2.472785542,-9.35
1ols,27.243159,12.36646557,-5.24783907,-24.92252577,-0.400066745,-36.89743911,-40.55317736,12.40495755,-8.04
1d09,-230.2133689,1.493122988,-16.93037635,-9.69836549,0,225.2827535,-27.35300491,3.564787121,-10.46
1q7a,3.085482924,1.084091045,-0.792679035,-33.41882241,-0.524049376,32.7547714,-45.49128858,2.100879069,-9.93
1elb,-62.40823035,7.792715468,-0.461904712,-43.2226484,-0.219389836,95.97197682,-48.22313339,13.56085604,-9.88
1ela,-75.59186976,-0.197466318,-1.640380655,-32.39002124,-0.802985833,66.68431236,-51.3208344,9.106288269,-8.79
1x1z,-16.39293517,5.572138908,-11.14284176,-14.38420689,0,14.62970057,-30.43217344,8.563690894,-15.28
1sqa,-307.9350806,10.50266254,-10.32436688,-22.89019407,-0.134805127,333.1123329,-48.69886663,11.17720899,-12.72
2cer,-53.15326531,-0.34474075,-4.598205474,-31.39309148,-0.963481499,43.70206697,-37.44699271,12.32546932,-12.74
1k9s,-45.56810858,2.284275081,-3.678015944,-28.37540481,-0.886374236,49.25695376,-41.74538887,4.965471864,-9.01
2ceq,-56.93821989,-0.646682423,-3.056862817,-18.61789761,-0.64254292,21.61132186,-19.02862788,10.64208272,-10.06
4tim,-141.6126957,2.142709213,-8.336047929,-10.04111466,0,149.1432641,-15.78956136,2.436284197,-2.98
2cet,-32.55980085,0.892042028,-4.377430456,-28.43445662,-1.84973146,52.15570743,-37.39068511,11.68903889,-11.08
5er1,-26.9668927,-0.325211598,-2.229744586,-56.26167748,0,13.97170309,-57.30049323,15.7643272,-8.32
1ppm,3.198657421,4.850499106,-4.24562906,-49.54512908,-0.244408265,-8.262627932,-71.56932748,8.93860881,-8.01
2usn,-30.35976914,6.0094733,-1.275475176,-25.69007873,-1.79230757,32.59012124,-42.1055259,9.725054879,-8.99
1kv5,-169.2708412,2.250520922,-9.288124824,-4.13799164,0,168.1542282,-10.87910913,1.68204032,-5.83
1y6q,-122.3453383,2.451585787,-5.96080489,-56.54242258,-1.262225891,116.430872,-56.78472836,4.88810507,-16.16
1jqd,-9.04770903,4.873954105,-3.890870706,-27.89403118,-5.07E-05,3.92696473,-58.40574178,11.7470777,-7.13
1kv1,-18.44566699,1.940665738,-2.233685808,-47.58909744,-0.016177284,19.41609394,-50.48237911,1.659798267,-8.21
1hk4,45.27417725,0.227367487,-3.18390173,-35.51291309,-1.220278625,-34.65920853,-55.91669337,1.782282915,-7.34
1pr5,-22.1167714,6.558510158,-4.906979929,-21.88420236,-0.225884083,38.19689467,-37.85771601,6.637002764,-5.42
2bok,-341.5933189,4.480664238,-6.654896538,-44.23601198,-2.60E-10,352.5723,-55.38387318,6.919072494,-9.05
1o3f,-209.1578139,2.228331588,-2.508669202,-26.85811129,-3.086185728,263.5166095,-36.14204734,6.439991511,-11
1gni,143.5859761,2.243736263,-5.147585774,-69.90423102,0,-133.6029713,-47.60985013,10.99499336,-11.15
1ydt,20.70850762,3.198987487,-0.822388077,-52.76952026,-0.001951444,-8.318724719,-68.92586163,2.784888943,-10.11
1fzk,-92.44045024,-3.199584516,-5.725972005,-56.08364881,-2.695875393,78.06857674,-90.73717768,34.92747146,-11.61
1jys,-12.7835222,1.592223771,-0.9655572,-4.22214663,-0.363350319,17.0988239,-24.25976558,1.271403796,-4.86
2drc,-63.67365544,-2.90085712,-13.83683682,-26.09379183,-0.652850991,44.58140698,-42.93404215,4.118586912,-13.66
1y1m,-26.66655033,1.700830657,-3.767988532,-17.41452018,0,18.17696753,-14.33730629,2.199857588,-2.51
1bra,-300.2831446,4.230228949,-4.138887347,-10.93572379,-0.001926435,293.2692358,-18.14057361,5.83056548,-2.51
1fcx,-30.95172037,2.189770234,-4.527044742,-79.88580178,-2.350207568,28.91403902,-69.56826096,4.254754077,-9.93
1fcz,-29.16788018,0.916744983,-4.574670724,-77.13790024,-0.482819553,26.25099861,-69.73526254,1.465680421,-12.74
2g94,-83.441067,0.503443757,-4.336544961,-66.94188584,-1.00E-10,44.68618689,-87.9175834,20.23412458,-13.15
1f5k,-223.5331923,2.191302212,-7.42987426,-11.06722021,0,219.0676599,-20.55321751,2.593546318,-5.17
2hdq,-57.19145171,0.444742553,-8.909458059,-11.24661631,-2.832436433,54.44951528,-17.23930092,0.176821258,-1.93
1pxo,-19.17160382,1.518149419,-4.594877333,-23.63668909,-0.000327761,13.0920288,-31.42999496,1.182218205,-12.02
10gs,-61.7489553,2.574331644,-4.274005651,-39.04392527,-0.532391549,49.90881471,-51.36722691,6.770727763,-8.84
1e5a,-2.907755277,0.118431565,-0.112506547,-12.36915581,0,4.243448255,-11.78837514,0.126455046,-10.56
1bcu,1.219622637,1.856578394,-3.395766608,-22.30027828,-1.47E-08,61.91418968,-35.81678349,1.494385486,-4.53
2ayr,-7.852040938,0.946419257,-1.475569869,-77.09871309,-0.959205033,15.3791814,-80.15348947,6.220256392,-12.83
3pch,-56.53921684,1.03998498,-4.373044495,-21.95017514,-0.389603644,52.63866409,-21.4488218,0.810871657,-7.46
1utp,-108.4549538,1.394520908,-1.323658393,-21.84336773,-0.837545308,129.9942381,-22.88242662,2.227002594,-1.99
1v16,-13.66625937,9.401953944,-12.84063006,-27.92146988,0,40.97826708,-39.68071317,9.133366079,-5.35
3pce,-45.28020539,1.297050836,-1.603179661,-16.65722185,-0.820219535,52.06753219,-24.90035094,2.591305835,-2.76
1q8t,-18.67375258,0.820721252,-0.565803367,-34.66341872,-0.000276905,25.33376872,-42.75229457,1.267251738,-6.58
1jaq,-45.49437445,6.275806073,-3.551934474,-17.94958723,0,51.64578067,-39.7250515,9.881605145,-6.19
1zs0,123.584743,7.661002806,-1.275287174,-34.70975135,-2.954790527,-86.63737225,-50.74716294,9.440977807,-8.5
1m2q,-6.916081598,0.724627008,-1.704327118,-25.55136574,-0.093412456,5.445944038,-39.08200497,1.483859283,-8.43
1p1q,-50.00338564,2.68229655,-4.715016223,-19.77563366,-0.066188597,20.31806381,-23.51620488,4.751891331,-6.76
1det,31.90011381,1.398571419,-6.406342817,-6.648461964,-0.465434859,-35.42754396,-27.6654671,3.055638587,-5.94
2std,-5.470298617,0.630031332,-0.002704066,-65.26901432,-0.469048316,7.537091116,-49.83341796,1.006477051,-13.61
1nja,-7.065334239,8.21844841,-6.577674858,-10.90347105,-0.019722305,6.205100277,-32.57186231,10.36024989,-8.72
1jq9,-150.6232482,11.71261213,-4.58377171,-34.54805468,0,178.415495,-62.01819531,22.4249609,-11.67
1nje,-28.16329385,1.458459477,-8.308065297,-11.0691152,-0.001057856,16.80630979,-30.33967901,1.793789054,-5.25
1tsy,-17.13440215,3.5553888,-8.141650204,-10.94205243,-0.239707151,-3.314487078,-29.53345451,3.456520401,-6.85
1fkb,-33.71196094,3.309319943,-1.729919636,-54.48574288,0,23.08531727,-60.81807037,8.00125394,-13.4
1v2o,-324.2495021,3.831149972,-8.586966532,-23.16974638,-5.22E-05,323.2137127,-34.37825293,12.35990069,-6.53
4er2,-57.69130558,6.451841494,-3.472941585,-66.6819155,0,40.43717426,-77.36872844,12.42420048,-12.85
1fzj,-148.0013274,8.624617134,-9.29199646,-72.76190873,-1.49116462,123.8816626,-104.9668041,13.22502252,-11.19
1pz5,-6.759192148,4.267365886,-2.806171198,-49.49174442,-1.922634598,31.59036202,-80.94107959,15.14599094,-7.46
3gss,-46.32242384,-1.650676231,-4.483834241,-44.6584781,-2.125747369,39.82032658,-47.48617031,16.55060971,-8.04
1e1v,0.271943949,1.651611275,-1.403994584,-23.16630115,-0.48395511,12.24868203,-39.21894992,1.804768834,-6.8
2bzz,-230.9436434,10.7457125,-18.90960422,-17.59472315,-6.847000827,225.79842,-61.28904634,20.65595803,-8.88
1nfy,-200.441775,-0.563102437,-1.265886036,-37.03203682,-3.194164551,231.2777301,-55.80726915,11.53790634,-12.28
1j16,-322.1162674,0.986568631,-6.504398294,-12.34776206,-0.257651083,324.479226,-24.8663906,1.256849054,-5.31
2cgr,-24.01009796,8.516625762,-7.625803326,-27.87849075,-2.052719446,15.41733854,-47.32834251,8.051536219,-10.06
1is0,-338.1625144,5.002370664,-16.32864838,-31.5990074,-0.158750028,328.1256678,-43.09766526,15.70001465,-9.67
2fzc,-166.0256754,1.249289781,-11.71685718,-10.40021806,0,153.0147537,-27.98884253,3.206240951,-3.73
2bak,-13.37917872,6.17118476,-1.541168735,-85.45662236,-0.32251306,41.51958114,-97.8425394,5.353851679,-10.26
2baj,-10.95024828,2.581925955,-1.3975168,-60.52567801,-0.089183875,14.53860052,-65.35947034,3.41296198,-11.61
1xd1,-69.07758627,4.00968494,-7.142887765,-59.12095159,0,75.74789301,-75.38551952,23.97115215,-10.94
1a30,-71.76615007,7.397712319,-2.963222173,-32.00328198,0,77.26767754,-52.36409402,14.00712513,-5.94
1xgj,-35.38719665,1.566144687,-3.076183022,-14.19761771,-0.000320894,36.50171464,-36.429211,3.053848647,-8.29
1pb9,-54.1988428,2.458312042,-2.985336075,-10.39538243,0,25.65005539,-12.65591792,2.718509793,-9.56
1bxo,7.619390372,3.544149709,-4.449524923,-58.72165583,-0.1555896,-16.68371656,-73.60943323,6.245384044,-5
2azr,-114.9723249,2.308226375,-10.78729988,-21.45769865,-0.717537115,106.2285843,-33.83387303,3.75637968,-13.82
1j17,-82.48909085,-2.154811959,-0.03929805,-44.11225161,-2.365031688,135.0605886,-58.34071319,14.33485678,-5.03
1b39,-158.7572097,7.755642107,-11.45813606,-15.52736904,-0.038758264,183.7750127,-52.88008513,9.251128664,-7.21
1zc9,-5.752714968,5.782243793,-4.173713842,-12.91112971,-0.104288182,3.963446829,-28.60506533,6.823084018,-4.45
1nvq,-102.2375198,0.759309168,-1.643386659,-40.35067438,-1.37E-07,89.89210692,-59.23446405,2.310780096,-11.4
1k4g,-38.36564714,7.1550255,-6.406777708,-27.89419237,-0.575232206,33.84479978,-45.53606555,6.353689657,-8.08
2j77,-35.94030507,-0.96956095,-3.047920415,-19.04607815,0,40.116314,-23.37329898,4.690702274,-6.76
1avn,-28.53701118,0.387298169,-0.847346311,-2.51576593,-1.009825436,21.33977242,-9.371931348,0.525812599,-5.39
1h23,-31.488638,-1.11793419,-1.163286976,-69.85702513,-1.670121888,63.25511891,-75.33683861,7.405755007,-11.54
6std,-6.049954615,1.046404361,-0.219118803,-66.64358928,-1.698232729,3.943165963,-57.94462703,2.489652064,-11.94
2bz6,-99.34851001,3.94354362,-10.58485599,-31.1851839,-0.15984631,110.4035137,-49.08734375,8.424259111,-9.8
7cpa,-68.04698497,5.568266859,-14.38739951,-42.28348337,-0.941383789,86.75276143,-45.42216188,12.01710846,-19.29
1vzq,-189.4728085,7.791451971,-8.578463489,-36.95570392,-0.128433846,196.2737048,-58.20574663,8.775321148,-10.28
2d0k,-47.05150512,1.995245332,-15.95045744,-23.24476386,-1.382221658,45.23461779,-49.89988854,4.532551403,-6.94
1a08,-242.8711443,3.465263125,-13.08499028,-23.50531829,-0.506386288,223.6003322,-26.75072732,4.628084251,-7.76
1fkn,-13.17353185,1.622596851,-7.09267802,-51.46101284,0,0.658409545,-83.66287635,43.96562209,-12.16
1pbq,-21.40543625,1.082053225,-7.544318092,-28.43323747,-2.774205444,20.80512326,-31.99399651,1.209340347,-8.66
1fh7,-106.7913651,1.063703222,-4.638978281,-21.71802664,0,87.43751812,-28.68513042,6.317012093,-7.24
2gss,-15.11937495,3.266532775,-2.382922101,-32.47640573,-1.985762687,18.32600485,-31.06454255,2.660543974,-6.82
1fh9,-160.9496301,4.159363299,-5.748898826,-18.41444298,0,115.1517831,-26.62193467,9.84757395,-8.88
1fh8,-119.0533759,0.523464442,-5.145539842,-20.90711816,0,104.4991568,-27.60205339,5.886536915,-9.52
1l2s,-15.58259779,3.748713725,-2.764140622,-18.4788584,-0.703803598,14.59090583,-34.79915148,5.086499422,-6.34
1lol,2.809576647,2.640447298,-8.462202178,-14.14754668,-0.860126826,0.584280818,-35.69199763,2.972473278,-8.83
1f4e,51.12771982,6.592420716,-2.852029214,-21.42537418,-0.601176797,-35.73527094,-34.27344968,8.367704569,-4.09
1f4g,18.56046939,5.840413247,-10.05010372,-33.99878618,-0.499056452,-11.06248891,-62.54105511,8.108393926,-8.95
1f4f,82.09249067,6.29361522,-6.766162371,-28.96672177,-0.125817591,-58.74790555,-58.50237215,4.398146675,-6.38
2ctc,-0.601393719,1.39820272,-7.694045925,-21.61785443,-0.181799111,16.70723172,-20.99848203,2.712093457,-5.37
1syh,-52.41232861,1.157449279,-4.896598592,-26.92083543,-0.004071025,23.80019845,-36.03019352,2.882778416,-8.72
1m0q,-104.1361059,6.932622636,-12.69655131,-13.95728474,-0.498336147,111.5566752,-32.66474646,6.725411273,-5.37
1nhu,-100.8807797,2.871615123,-1.899925383,-47.23797554,-1.376777661,97.21239686,-35.05133784,10.50347902,-7.82
1m0n,-156.0636276,0.891281826,-13.52431102,-17.06093642,-0.14532861,163.1152546,-36.31822758,2.592913807,-3.07
1trd,-130.9683247,2.2466755,-9.866583198,-4.28366197,0,114.5115991,-17.14971535,2.116944588,-7.46
2c02,-102.8930093,6.880464612,-9.49384931,-12.56354691,-1.936275505,108.948757,-35.16014444,10.36207145,-5.58
1n2v,-34.84812823,2.312077976,-2.832787145,-20.49457091,0,34.01454315,-42.40090572,1.61503577,-5.64
