PDB,2.5_contacts,4.0_contacts,backbone_alpha,backbone_beta,backbone_other,sidechain_alpha,sidechain_beta,sidechain_other,ligand_HBD,receptor_HBD,hydrophobic,pi-cation,pi-pi,pi-t,salt_bridge,rot_bonds,Experimental
1ik4,16,125,11,5,6,74,28,17,1,11,2,0,0,0,3,4,-10.23729332
1bn3,6,91,0,0,6,6,38,47,0,1,13,0,0,1,1,4,-13.66353994
1bn1,6,87,0,0,4,4,39,46,0,1,12,0,0,1,1,6,-12.90368686
830c,5,124,5,15,27,43,16,23,1,2,20,0,0,0,1,7,-12.8207938
2ca8,13,129,4,15,4,52,12,55,3,6,5,0,0,0,4,11,-6.43802792
1bn4,7,80,0,0,3,4,39,41,1,2,10,1,0,1,0,7,-12.86224033
1str,7,135,0,1,0,0,113,28,0,6,17,0,0,1,0,22,-6.589998536
1sts,6,130,0,1,1,0,108,26,1,5,21,0,0,1,0,26,-6.907755279
1qhc,12,217,0,18,4,42,86,79,2,6,17,0,1,0,8,16,-10.45834149
1f9g,1,65,0,0,0,21,0,45,0,1,1,0,0,0,0,6,-1.768385351
2gyi,7,115,0,3,0,5,75,39,0,1,3,1,0,0,3,7,-9.670857391
1mh5,5,123,0,0,10,0,77,41,1,3,46,0,1,0,2,14,-12.72408522
1stc,4,113,0,23,14,1,43,36,3,1,41,0,0,0,1,4,-11.19056355
1v2r,7,130,0,6,71,0,2,58,3,2,14,0,0,0,0,11,-4.904506248
2evl,8,134,4,0,0,109,0,29,4,3,43,0,0,0,0,38,-9.256392074
1vyf,3,57,2,0,0,3,41,14,0,3,11,0,0,0,2,15,-11.121486
1vyg,3,99,5,2,0,7,64,24,0,3,28,0,0,0,2,14,-11.05240845
1upf,2,44,2,4,12,5,20,3,1,1,5,0,0,0,0,0,-6.355134857
1uou,5,116,4,29,0,57,31,0,2,3,13,0,0,0,0,2,-10.63794313
1caq,5,106,4,14,25,32,18,18,0,2,30,4,1,2,4,8,-10.66557415
1i5r,8,269,0,5,78,47,12,135,2,3,66,0,0,0,0,18,-11.770815
1i9m,7,96,0,0,4,0,51,48,1,1,14,1,0,1,0,5,-11.71555295
1i9l,6,85,0,0,5,2,38,46,0,1,16,0,0,0,0,5,-11.71555295
1i9o,8,87,0,0,4,3,41,47,1,1,14,0,0,0,0,5,-11.63265989
1i9n,8,84,0,0,4,3,46,39,0,1,12,0,0,0,0,5,-11.96423214
1i9q,7,86,0,0,4,3,40,46,0,1,14,0,0,0,1,5,-11.61884438
1i9p,8,89,4,0,3,5,41,44,1,1,12,0,0,0,0,5,-11.61884438
1wm1,3,92,1,1,15,28,12,38,1,2,11,1,0,1,2,3,-8.703771652
1hnn,2,112,2,0,0,45,18,49,1,0,27,0,1,0,2,2,-8.620878588
1hi5,7,111,0,23,0,22,54,19,0,5,7,0,0,0,5,9,-5.581466265
1a94,11,215,0,37,39,0,66,84,7,4,29,0,0,0,2,29,-10.84517579
1ikt,0,68,7,0,0,52,9,0,0,0,31,0,0,1,0,13,-4.69727359
1c70,5,173,0,14,48,0,37,79,3,1,51,0,0,0,2,14,-14.22997587
2mas,10,158,0,0,10,38,7,113,3,4,16,1,0,1,1,6,-10.38926394
1m2p,2,97,0,8,6,0,67,18,0,1,26,0,0,0,0,3,-8.441276951
1oe8,11,130,7,13,7,54,10,50,3,5,8,0,0,0,4,11,-7.626161828
1mq5,1,150,0,40,21,0,37,53,0,1,48,3,1,1,1,6,-12.4339595
3pcb,4,68,0,4,0,0,43,25,0,1,18,0,0,0,0,2,-3.315722534
1cet,1,57,2,5,0,23,6,22,0,0,24,0,0,0,1,8,-3.992682551
1m5w,8,138,0,0,5,12,38,91,1,7,5,0,0,0,5,7,-5.899223008
1wvj,10,183,5,26,3,61,73,25,3,7,25,1,0,0,2,4,-9.297838606
1gah,13,216,0,0,45,44,20,120,10,2,28,0,0,0,1,22,-16.57861267
1t32,4,121,1,16,19,0,16,73,0,3,43,1,1,0,2,7,-10.25110883
1ui0,8,92,0,17,7,4,43,29,1,3,18,0,1,0,0,0,-9.753750454
1t31,6,168,0,21,29,0,31,93,0,4,49,1,2,0,3,7,-11.93660112
1wvc,18,227,0,8,83,25,8,121,2,9,13,0,0,0,9,11,-6.161717709
2i3i,6,128,0,40,5,29,44,16,4,2,29,0,0,0,2,6,-10.08532271
1tng,3,63,0,5,28,0,2,31,2,0,5,0,0,0,1,2,-4.047944594
1qf0,8,140,2,12,3,23,43,65,2,3,28,1,1,2,1,12,-10.19584679
1qf1,8,136,2,9,3,21,43,66,2,3,21,1,0,1,1,11,-10.11295373
1qf2,7,97,0,3,1,16,32,52,0,2,25,0,0,1,0,7,-8.17878225
1tnl,2,87,0,5,47,1,3,33,1,0,12,0,0,0,1,2,-2.597315985
1rej,6,161,0,43,18,0,64,42,1,2,41,1,0,0,2,7,-11.46687376
1c86,8,144,8,1,4,35,12,92,0,7,16,0,0,0,2,3,-6.493289962
1tnk,2,78,0,10,39,3,2,26,2,0,9,0,0,0,1,4,-2.058511073
1tnj,2,72,0,4,42,2,0,26,3,0,7,0,0,0,1,3,-2.707840069
1c87,9,141,10,1,5,34,13,87,0,10,16,0,1,0,2,3,-5.802514434
1ta2,3,138,0,49,22,0,23,47,2,1,46,0,0,0,0,8,-11.770815
1yc1,3,126,15,14,1,57,38,4,2,1,27,0,0,0,1,6,-8.524170014
1gu1,13,139,0,6,29,3,34,80,2,6,10,0,0,0,0,4,-6.244610772
2ivu,1,96,0,18,10,6,59,4,0,1,30,0,0,0,0,6,-8.883373289
1utn,3,75,0,2,37,0,2,37,3,0,10,0,0,0,1,2,-4.821613185
1gi8,1,115,0,5,53,0,5,53,0,0,16,0,0,0,0,4,-6.976832832
2cht,7,113,9,7,0,5,84,15,1,5,13,0,0,0,2,3,-7.626161828
1njj,4,89,2,7,1,29,31,23,5,0,8,0,0,0,3,15,-2.901257217
2f35,8,127,8,17,2,47,44,17,2,6,12,1,0,0,1,7,-7.460375701
1hih,7,136,0,12,50,0,30,51,5,2,25,0,0,0,2,16,-11.121486
1utl,1,70,0,8,34,0,2,27,1,0,11,0,0,0,1,4,-3.412431108
1a7x,5,157,0,0,37,8,52,65,2,3,40,0,0,0,0,14,-13.40104524
1uz1,12,137,0,0,0,0,48,101,5,4,12,0,0,0,0,4,-9.518886774
1utm,1,60,0,6,21,0,2,32,1,0,5,0,0,0,1,3,-4.158468678
1fm9,6,153,19,0,1,108,11,20,1,4,65,0,1,1,2,12,-12.4339595
5abp,12,154,0,0,3,58,6,99,4,5,7,0,0,0,0,6,-9.173499011
1b8n,8,181,2,41,0,20,63,63,6,2,14,0,0,1,0,6,-14.53391711
1mfi,6,101,0,18,0,0,59,30,1,3,29,0,0,1,1,3,-7.722870402
1qft,5,96,0,0,0,0,57,44,4,0,19,0,3,1,3,3,-12.11620276
1ws1,9,146,3,41,5,41,30,35,1,4,24,0,0,0,1,12,-13.19381258
1tcw,4,101,0,20,8,0,35,42,3,2,22,0,0,0,0,15,-8.316937356
1olx,13,215,0,7,31,7,45,138,1,9,31,0,1,0,5,9,-5.982116072
2afx,1,50,0,0,3,0,5,43,0,1,15,0,0,1,0,2,-7.114987937
1iy7,14,140,0,6,0,12,31,105,2,5,10,0,0,0,6,6,-8.551801035
1zgi,1,109,0,31,20,0,22,37,1,1,32,0,1,0,0,7,-7.377482638
2afw,5,79,0,0,16,0,12,56,2,2,9,0,0,0,0,3,-6.589998536
1b8y,3,104,2,10,29,30,14,22,0,2,27,3,1,0,4,6,-10.84517579
1ew9,1,41,1,1,0,16,1,23,0,0,3,0,0,0,3,1,-4.4485944
1ew8,7,83,3,1,0,28,7,51,0,2,7,0,0,0,6,2,-3.122305386
2fw6,14,140,5,23,9,22,29,66,0,11,6,0,0,0,2,6,-4.034129083
1ws5,6,105,0,16,18,0,41,36,3,3,17,0,0,0,0,6,-4.186099699
1eld,2,118,0,24,29,0,17,50,2,1,11,0,0,0,0,9,-9.256392074
1ele,4,133,0,29,15,0,21,72,2,1,11,0,0,0,0,8,-9.463624732
1elc,1,159,0,13,31,0,21,95,1,0,32,0,0,0,1,14,-9.201130032
5yas,2,78,0,6,0,0,33,41,1,1,1,0,0,0,0,4,-4.503856442
1ws4,7,88,0,14,16,0,38,27,2,3,15,0,0,0,0,6,-4.144653167
2dw7,13,145,0,0,0,0,104,54,2,6,3,0,0,0,7,5,-6.493289962
1br6,10,165,4,19,16,77,49,10,3,4,24,0,1,0,0,6,-4.4485944
1tx7,5,105,0,9,43,0,6,52,3,2,8,0,0,0,1,3,-6.355134857
1sqo,7,122,0,8,62,0,1,58,4,0,10,0,0,0,0,4,-10.30637088
1sqn,1,62,8,3,0,48,4,0,0,1,23,0,0,0,0,1,-12.98657992
1elr,12,173,2,0,0,183,0,0,2,10,26,0,0,0,3,22,-6.852493237
2fpz,3,84,0,6,47,0,2,32,2,0,9,0,0,0,0,1,-5.470942181
1n3i,6,141,2,28,0,18,41,58,5,2,21,0,0,1,0,5,-12.28198889
1hmr,3,58,0,7,0,3,47,4,0,3,12,0,0,0,1,16,-9.049159416
1hms,3,56,0,4,0,5,40,10,0,3,15,0,0,0,1,15,-8.800480225
1hmt,3,59,1,4,0,7,43,7,0,3,14,0,0,0,1,16,-7.999180613
1g1d,6,86,0,0,3,4,47,38,0,2,14,0,0,0,1,5,-13.04184197
1fjs,3,178,0,29,54,0,23,75,3,1,38,0,1,2,0,11,-13.76024852
1pfu,2,65,4,20,0,10,28,5,2,0,8,0,0,0,1,5,-3.757818872
1yda,6,87,0,1,10,6,30,46,1,2,3,0,0,0,1,3,-9.049159416
1ppc,6,135,0,7,67,0,2,65,3,1,26,0,0,0,0,10,-8.510354504
1ce5,3,97,0,4,44,0,6,46,3,0,13,0,0,0,0,2,-6.548552005
1eix,20,214,0,10,10,16,78,120,3,9,18,0,0,0,2,7,-15.27995468
1v1m,10,181,0,7,29,7,31,117,1,7,32,0,1,0,5,9,-5.44331116
1v1j,13,135,0,5,28,8,34,73,3,6,10,0,0,0,1,4,-6.659076089
1o3d,7,139,0,10,57,0,5,74,4,0,24,1,0,1,0,5,-9.850459028
1ydr,1,68,0,15,6,0,31,17,0,1,24,0,0,0,2,2,-7.626161828
1yds,2,84,0,12,8,0,36,30,2,1,24,0,0,0,2,5,-8.17878225
1tsl,2,75,2,0,13,38,0,24,0,0,25,0,1,1,0,4,-8.496538993
1o3j,6,138,0,6,56,0,4,78,3,0,24,0,0,0,0,4,-9.353100648
2byr,1,122,0,3,21,0,33,66,0,1,48,2,1,0,0,12,-11.81226153
1okl,4,85,0,0,3,6,49,31,0,1,14,0,0,0,1,3,-8.330752867
2c97,9,113,0,12,23,32,6,49,1,6,11,0,2,0,1,6,-8.482723483
2c94,13,215,2,31,31,37,21,106,4,9,25,0,4,0,1,15,-9.422178201
2c92,11,239,2,33,33,45,23,114,3,7,27,0,4,0,1,16,-7.847209997
1fcy,6,95,17,5,5,53,7,14,0,3,42,0,0,1,1,3,-11.770815
1txr,12,116,0,0,16,3,29,80,3,1,26,0,1,1,3,10,-10.69320517
1y1z,8,118,4,17,2,29,56,18,3,4,22,0,0,0,2,2,-4.255177252
1f5l,8,143,0,16,70,0,6,59,5,0,9,0,0,0,1,3,-7.294589575
1jcx,18,216,0,2,14,2,83,133,2,13,5,0,0,0,10,16,-7.114987937
1d4p,3,136,0,29,39,0,12,59,3,0,34,0,0,0,0,5,-8.703771652
2hu6,3,94,4,5,46,20,9,13,2,2,27,0,1,0,0,5,-5.263709523
1o30,10,174,0,10,65,0,3,106,4,1,26,1,0,1,0,9,-9.353100648
1o33,4,120,0,6,53,0,5,60,3,0,15,0,0,0,0,4,-7.93010306
1m2x,5,71,0,0,3,2,1,70,0,3,13,0,0,0,2,4,-5.733436882
1owh,6,116,0,6,44,0,5,67,4,0,18,1,0,0,1,7,-10.22347781
3pck,7,70,0,1,0,0,41,35,1,3,15,0,0,0,0,2,-9.256392074
1owe,5,106,0,8,42,0,3,58,3,0,17,1,0,0,0,4,-8.565616546
1o38,6,143,0,6,58,0,6,79,3,0,25,1,0,1,0,8,-9.422178201
3pcf,8,89,0,5,0,0,57,35,0,1,19,0,0,0,0,2,-8.358383888
3pcg,3,82,0,1,0,4,40,40,0,1,23,0,0,0,0,3,-3.177567428
1dmp,8,174,0,20,38,0,68,56,4,6,41,0,0,0,0,12,-13.19381258
1m2r,2,95,0,7,12,0,52,26,1,1,31,0,0,0,0,4,-8.92481982
1fj4,2,78,1,11,17,0,25,26,0,2,24,0,0,0,0,3,-6.341319346
1njc,12,143,4,11,0,14,70,56,2,11,4,0,0,0,4,6,-7.66760836
6tim,10,121,0,18,18,0,35,60,2,5,6,0,0,0,1,6,-4.434778889
1yid,12,143,10,8,24,23,28,62,3,5,8,1,0,0,4,11,-6.907755279
1igj,0,81,0,0,13,0,39,29,0,0,20,0,0,0,0,7,-13.81551056
1njd,12,171,6,10,0,12,74,81,2,9,3,0,0,0,4,5,-7.695239381
1k22,6,166,0,41,40,0,17,74,5,2,34,0,0,0,0,10,-11.60502887
1ceb,6,78,0,0,1,0,32,51,1,2,16,0,0,0,4,3,-8.289306335
1cea,7,81,0,0,1,0,54,33,1,4,19,1,0,0,3,6,-6.852493237
1k21,7,159,0,41,50,0,14,61,5,2,24,0,0,0,1,11,-11.57739785
1utj,3,75,0,2,40,0,2,34,3,0,11,0,0,0,1,2,-5.305156054
1igb,6,104,0,0,9,0,27,74,1,0,17,0,1,0,4,5,-8.841926757
4er1,5,164,0,2,42,0,44,81,5,1,43,0,1,0,0,22,-9.145867989
2f7p,13,146,0,0,2,7,26,124,7,1,13,0,0,0,2,7,-9.118236968
1erb,0,58,0,0,12,0,25,21,0,1,26,0,0,0,0,6,-11.19056355
1jfh,4,75,0,2,12,0,3,62,3,1,11,0,0,0,0,12,-2.832179664
1izh,8,220,0,31,57,0,79,61,4,3,41,0,0,0,0,21,-10.63794313
1mu8,2,128,0,45,20,0,23,42,2,1,36,0,0,0,0,8,-12.4339595
1r6n,2,93,2,0,14,36,0,43,0,2,37,0,2,0,0,5,-10.22347781
2bza,3,73,0,2,39,0,2,33,3,0,9,0,0,0,1,2,-3.868342956
1ucn,11,163,0,0,12,68,29,65,0,5,28,0,4,0,2,9,-7.211696511
1xd0,13,236,0,2,27,0,49,171,8,3,19,0,0,0,2,28,-9.836643517
1c4u,6,161,0,10,63,0,3,91,3,1,32,0,0,0,0,9,-14.32668445
2f7o,9,131,0,0,2,7,0,131,7,0,11,0,0,0,2,5,-10.27873986
1mu6,2,116,0,35,23,0,15,45,2,1,32,0,0,0,0,8,-11.57739785
1ghy,11,155,0,8,53,0,2,103,3,0,28,1,1,2,0,4,-11.19056355
1hvs,8,199,0,18,50,0,41,98,3,2,47,2,0,0,0,21,-14.22997587
1hvr,4,155,0,13,37,0,58,51,2,2,40,0,0,0,0,10,-13.13855054
1mrx,4,150,0,13,44,0,48,49,3,1,28,0,0,0,0,10,-10.03006067
2iuz,1,146,0,0,4,0,46,97,0,2,57,0,8,0,0,3,-7.66760836
1mrw,3,159,0,20,42,0,54,46,3,1,27,0,0,0,0,10,-13.40104524
1g2o,6,155,2,37,0,18,50,54,4,1,18,0,0,1,0,5,-14.57536364
1pme,1,81,0,25,2,0,41,14,0,1,24,0,0,0,0,4,-12.98657992
1ghv,3,111,0,19,30,0,7,58,3,0,20,0,0,0,0,4,-6.009747093
1ghw,4,117,0,17,31,0,7,66,2,0,22,0,0,0,0,4,-5.802514434
1qb9,6,143,0,5,59,0,6,79,3,0,25,0,0,0,0,7,-10.27873986
1mrn,8,212,20,3,2,93,26,76,2,3,31,1,3,0,5,20,-6.244610772
1nvs,2,88,0,17,11,0,46,16,1,1,21,0,0,0,0,2,-10.80372926
2bqv,2,148,0,14,46,0,37,53,2,2,30,0,0,0,0,15,-11.121486
1hvi,8,210,0,16,49,0,41,112,3,2,50,2,0,0,0,21,-15.08653753
1hvh,8,166,0,15,40,0,56,63,3,1,27,0,0,0,0,15,-10.9971464
1hvk,7,242,0,18,57,0,53,121,4,2,50,2,0,0,0,21,-15.14179957
1hvj,7,196,0,16,49,0,36,102,2,2,50,2,0,0,0,20,-15.74968204
1hvl,9,217,0,16,51,0,42,117,4,2,49,2,0,0,0,21,-13.74643301
1qb6,5,160,0,22,45,0,40,58,3,2,21,0,0,0,0,9,-8.372199398
1h22,3,119,10,11,26,14,8,53,0,2,41,4,2,0,0,13,-12.57211461
1oar,0,134,0,0,1,0,128,5,0,0,64,0,9,0,1,3,-10.22347781
1mue,3,125,0,36,22,0,20,50,2,1,36,0,0,0,0,8,-11.93660112
1ghz,3,120,0,4,50,0,5,64,3,0,17,0,0,0,0,4,-6.631445068
1pbk,8,133,0,0,26,13,35,67,3,3,23,0,0,0,0,9,-12.50303706
2gst,12,184,4,14,9,76,61,32,3,7,28,0,1,1,3,13,-8.386014909
2gsu,7,108,1,0,8,38,15,53,1,2,17,0,0,1,4,7,-4.95976829
1lkl,15,194,0,19,10,52,86,42,1,14,18,1,0,0,5,18,-8.026811634
1cps,11,133,0,3,1,0,33,107,4,4,9,0,1,0,7,7,-9.201130032
1owd,5,109,0,8,42,0,5,59,3,0,16,0,0,0,1,5,-11.32871866
1vjj,9,164,0,30,2,0,99,42,1,7,5,0,0,0,5,9,-7.971549592
1d3d,1,119,0,23,16,0,13,68,1,0,35,2,1,0,1,10,-12.5582991
2j7h,13,136,0,0,0,0,37,112,6,2,10,3,0,0,5,4,-9.933352091
1qbn,3,140,0,19,40,0,24,60,3,2,26,0,0,2,0,9,-8.082073676
1qbo,4,151,0,5,60,0,5,85,3,0,28,0,0,0,0,8,-10.69320517
1vjc,7,121,0,33,21,18,12,44,4,3,10,0,0,0,4,11,-4.94595278
2iko,5,133,0,0,30,0,40,68,4,0,22,0,0,0,0,7,-7.529453254
1vja,13,197,0,12,94,0,18,86,6,3,20,0,0,0,0,15,-10.63794313
2j7f,12,150,0,0,0,0,70,92,4,3,23,0,1,0,0,6,-8.772849204
1vjd,10,194,7,52,25,43,24,53,3,7,10,0,0,0,3,11,-4.890690738
1ai4,2,74,0,18,0,4,32,22,0,2,15,0,1,0,0,4,-3.45387764
1w6y,4,47,1,0,0,14,36,0,1,1,15,0,0,0,0,1,-7.405113659
2bq7,1,135,0,20,29,0,15,72,0,2,49,2,0,0,0,6,-9.739934943
1sc8,12,176,0,14,89,0,18,67,4,2,16,0,0,0,0,13,-10.27873986
1d3p,1,123,0,24,24,0,9,67,1,0,43,2,0,1,1,12,-10.2096623
1nh0,7,200,0,30,51,0,63,63,4,4,39,0,0,0,1,23,-13.45630728
1h2t,15,331,0,12,23,0,94,217,5,8,58,0,4,0,1,18,-10.90043783
1qbr,10,228,0,48,34,0,88,68,4,6,56,0,0,0,0,14,-14.60299466
1qbs,7,174,0,21,41,0,64,55,3,4,44,0,0,0,0,14,-13.0832885
1qbt,12,271,0,49,42,0,126,66,5,6,56,0,0,0,0,14,-14.67207221
1qbu,6,155,0,16,35,0,59,51,3,4,33,0,0,0,0,12,-14.14708281
1qbv,3,115,0,45,17,0,15,41,2,1,30,0,0,0,0,9,-7.446560191
1gz4,6,166,15,9,33,25,6,84,0,7,11,0,0,0,3,11,-5.111738906
1lpg,4,201,0,6,70,0,32,97,3,0,64,4,1,0,0,11,-9.795196986
1gz3,7,148,14,8,33,30,7,63,0,6,12,0,0,0,2,11,-5.111738906
1y2f,0,48,0,0,3,0,36,9,0,0,33,0,2,0,1,7,-6.797231195
1qin,10,162,0,0,12,1,110,49,1,5,29,0,0,0,5,14,-11.05240845
1lpk,4,203,0,29,58,0,39,81,3,0,43,0,2,2,0,11,-10.43071047
1meu,5,163,0,16,37,0,60,55,2,4,35,0,0,0,0,14,-8.42746144
1li2,1,34,7,0,0,28,0,0,1,0,17,0,0,0,0,1,-5.581466265
1kdk,4,87,0,17,2,0,41,31,1,2,22,0,0,0,0,1,-12.50303706
1li6,1,31,9,0,0,23,0,0,0,0,16,0,0,0,0,0,-5.249894012
1gz9,8,139,0,4,22,0,17,104,3,4,13,0,0,0,0,16,-4.849244206
1bv9,10,222,0,43,36,0,85,68,4,6,47,0,0,0,0,14,-12.37869746
1lpz,4,163,0,8,62,0,6,91,3,0,47,0,1,2,0,7,-10.49978802
1mrs,8,171,19,6,6,73,23,52,1,3,23,0,1,0,3,8,-5.470942181
1bv7,10,215,0,36,42,0,87,60,4,6,51,0,0,0,0,14,-12.84842482
1epo,9,184,0,3,50,7,52,81,4,2,25,0,0,0,0,17,-10.9971464
1qiw,1,68,17,0,2,47,0,3,1,0,30,0,0,2,2,19,-10.69320517
1os0,9,135,0,6,3,31,34,70,2,3,21,1,0,1,6,13,-8.330752867
2f8g,7,154,0,20,37,0,49,55,3,3,26,0,0,0,0,14,-12.01949419
1os5,2,90,3,0,10,20,0,59,0,1,31,0,1,0,0,10,-9.463624732
1lf2,5,157,0,5,44,0,33,80,3,2,40,0,0,1,0,15,-10.38926394
1cbx,8,109,0,2,0,5,21,89,0,6,12,0,1,0,7,5,-8.772849204
2euk,8,150,7,0,1,122,0,28,4,4,56,0,0,0,0,45,-9.118236968
1lf9,15,209,0,0,28,48,53,95,7,4,31,0,0,0,1,22,-16.57861267
1ux7,1,52,0,1,18,0,6,28,0,0,11,0,0,0,0,8,-4.144653167
1v2j,3,103,0,22,33,0,9,42,3,0,14,0,0,0,0,2,-4.490040931
1wei,4,51,2,0,0,47,0,6,4,1,4,0,0,0,0,1,-12.4339595
2j79,11,153,0,0,0,0,69,95,4,3,17,0,0,0,0,6,-8.234044293
1nvr,4,94,0,23,12,0,35,28,2,1,24,0,0,0,1,4,-11.20437906
1cin,10,92,0,0,6,4,42,50,0,2,4,0,0,0,1,3,-12.06094072
1cim,9,96,0,0,8,4,40,53,0,2,3,0,0,0,0,3,-12.18528031
1cil,7,92,0,0,5,5,41,48,1,1,5,0,0,0,1,4,-13.02802646
1zpa,5,163,0,19,33,0,40,76,1,3,32,0,0,0,0,19,-11.60502887
1dif,7,232,0,18,53,0,52,116,6,2,46,2,0,0,0,21,-14.72733425
2h5a,12,127,4,3,12,6,57,57,2,7,3,0,0,0,1,5,-7.045910385
1icj,1,82,4,18,8,6,41,6,0,2,14,0,0,0,0,27,-3.067043344
1m6p,17,161,0,4,11,0,105,58,4,9,4,0,0,0,3,7,-7.045910385
2j75,13,139,0,0,0,0,54,98,7,3,10,2,0,0,2,5,-9.187314521
1gzc,6,104,0,4,18,0,17,71,2,3,12,0,0,0,0,12,-4.821613185
1qb1,5,166,0,6,72,0,5,88,3,1,26,0,0,0,0,10,-9.353100648
1qi0,19,127,0,0,0,0,48,98,4,4,12,0,0,0,0,12,-3.246644981
1n8v,1,33,3,0,5,20,0,6,1,0,12,0,0,0,0,12,-8.330752867
1oss,3,82,0,7,45,0,4,29,3,0,15,0,0,0,0,2,-6.617629557
1hqg,4,69,0,0,4,7,0,62,2,1,5,1,0,0,3,6,-4.144653167
1j01,10,158,0,0,0,0,45,123,3,4,17,0,0,0,0,6,-8.938635331
1lgw,1,43,7,0,0,36,0,1,1,0,16,0,0,0,0,1,-5.526204223
1ec9,17,211,0,5,21,15,73,114,4,7,6,0,0,0,5,8,-4.282808273
1we2,8,79,0,0,18,51,0,18,2,4,5,0,0,0,2,4,-6.023562603
1jmf,7,140,11,9,0,2,62,63,0,6,5,0,0,0,4,5,-7.971549592
1jmg,12,163,9,13,0,2,80,71,1,9,8,0,0,0,4,5,-8.386014909
1uxb,3,70,0,0,13,0,38,22,2,1,13,0,0,0,1,16,-2.97033477
1uxa,3,68,0,0,15,0,33,23,2,1,13,0,0,0,1,16,-3.177567428
1nm6,3,122,0,36,21,0,15,53,2,1,47,0,1,0,0,2,-13.88458811
1o2h,8,151,0,10,64,0,3,82,4,0,19,0,0,0,0,6,-9.90572107
1jmi,15,154,6,9,0,5,65,84,1,8,4,0,0,0,4,5,-8.372199398
1b6k,10,146,0,13,38,0,49,56,7,2,29,0,0,0,2,14,-12.07475623
1b6j,10,182,0,33,43,0,57,59,6,4,29,0,0,0,1,14,-10.94188436
1ugx,8,124,0,18,20,0,47,47,2,3,18,0,0,0,0,12,-8.16496674
1jzs,4,107,6,24,7,13,27,34,2,3,15,0,0,0,0,20,-9.118236968
1t7j,6,135,0,21,36,0,43,41,3,2,16,0,0,0,0,14,-12.01949419
1b6m,8,125,0,14,36,0,39,44,5,1,26,0,0,0,2,12,-11.60502887
1b6l,4,152,0,20,39,0,55,42,4,2,24,0,0,0,2,8,-11.46687376
1ofz,7,76,0,0,0,0,83,0,2,3,10,0,0,0,0,4,-6.382765878
