PDB,MMGBSA_dG_Bind_Coulomb,MMGBSA_dG_Bind_Covalent,MMGBSA_dG_Bind_Hbond,MMGBSA_dG_Bind_Lipo,MMGBSA_dG_Bind_Packing,MMGBSA_dG_Bind_Solv_GB,MMGBSA_dG_Bind_vdW,Lig_Strain_Energy,Experimental
1ttm,-0.691023023,1.867911527,-2.069243315,-19.68539987,-0.005085874,-8.476309777,-30.08032927,2.308977521,-10.15440026
2brb,-10.35143814,0.164914054,-0.662276551,-30.75472952,0,20.50723954,-41.45489793,2.30934599,-6.714338131
3std,-31.39110129,13.5866593,-0.658053821,-54.89562837,-3.72662787,46.29417877,-55.05050011,17.7274005,-15.34903223
1hfs,73.21327231,2.171173476,-1.678946161,-69.40746261,-5.257890123,-18.35318725,-82.88712989,10.67203783,-12.01949419
2fai,-16.58803418,3.001720456,-1.956593759,-57.89444311,-0.453119016,18.44142469,-40.81289119,3.246900487,-8.620878588
1nny,-128.5660145,-3.389641099,-11.34332103,-31.41445273,-1.532921107,139.7144083,-49.85160821,24.42548935,-10.58268109
1hi4,-196.5798465,8.703503791,-10.67085215,-8.605128083,-7.173443131,195.5742935,-36.08090395,8.991103889,-6.203164241
1df8,-30.33336344,0.998127456,-3.032540884,-40.36582919,0,34.93030089,-42.31938704,0.81718526,-13.40104524
1s39,-20.86481328,0.70532816,-7.07346627,-15.01971108,-5.259562003,27.29919284,-26.98511242,0.98055836,-10.63794313
1nc1,-22.75070296,6.436449113,-6.324913837,-45.8843904,-1.193155228,26.88430128,-40.21350998,9.726446054,-8.455092462
1loq,-16.4100071,5.347098313,-9.156962082,-13.3735004,0,12.21337651,-26.59949998,8.147020883,-5.111738906
2d3z,-55.39933711,-1.406736983,-1.767201427,-41.03991442,-4.117502253,56.14710455,-37.05393815,4.065602251,-9.173499011
1tyr,35.27219801,7.956719068,0,-39.50431806,0,-17.43613775,-24.46723988,8.213066832,-9.670857391
1mq6,-55.04392204,2.920667729,-0.396279856,-60.24525338,-2.272237866,79.28814502,-70.94470136,5.173509616,-15.40429427
1u1b,-58.6237841,5.465436587,-7.29519645,-15.97413409,-5.970156007,96.13153899,-62.06166003,7.533588799,-10.77609824
2d3u,-56.86138089,0.732795429,-1.61367074,-39.82448031,-3.112598653,59.65232099,-41.43026946,5.114070742,-9.560333306
1g7f,-118.1580123,2.647551255,-12.22073361,-29.6932277,-1.091779275,124.5881392,-47.32832983,10.05202853,-7.557084275
1fki,-19.8776216,-2.860077819,-0.614243204,-39.70065987,0,16.14988013,-43.78580519,4.93718598,-9.670857391
1ftm,-38.47821578,1.560919422,-4.592291334,-19.57112478,-0.056342054,18.83400723,-30.62569229,3.272500953,-10.51360353
1flr,-0.996939535,3.58295534,-1.589338261,-31.85079745,-7.536346687,19.91562111,-44.80752865,4.360325469,-13.81551056
1u33,-37.20669648,4.558243703,-5.32138026,-38.25085771,0,70.41265941,-47.04764201,12.00732644,-6.355134857
2d1o,-184.5142637,2.763512013,-3.659924691,-53.6729873,-1.03E-08,189.1454919,-60.38986793,9.917640032,-10.63794313
1uwt,-26.1854376,6.28787892,-2.985474205,-17.22589697,0,31.67870653,-22.09119252,14.61078002,-8.247859803
1b7h,-119.1232058,-0.40273143,-9.650280247,-48.33808538,0,197.6325212,-57.55199004,10.39815799,-11.08003947
1apw,-38.06418769,3.87587248,-3.136480939,-47.14064623,0,30.41953732,-59.70415427,11.83463766,-11.05240845
1fd0,-28.15398094,3.442232842,-3.943751649,-74.15505,-1.868672933,32.19892637,-67.96962698,6.029697439,-11.60502887
1o3p,-234.9818144,8.670060035,-2.407138794,-30.21596592,-0.670753875,288.1507418,-39.57370276,12.35320998,-9.201130032
1gpk,-14.5112168,1.932307705,-0.463180037,-39.12743263,-0.163041414,42.67479835,-42.70258448,2.530772865,-7.41892917
1dhi,-38.40853198,-2.031362253,-11.15504943,-24.85821402,-1.115248902,37.97269458,-41.13620106,5.127471734,-10.03006067
4tmn,142.6928435,13.21724421,-5.426511008,-39.36664369,-0.520020615,-71.62406907,-58.56215942,12.17901676,-14.05037424
1rnt,8.576263608,1.614047605,-10.21824878,-6.430937632,-1.206322594,-5.732407026,-32.14821867,2.655609688,-7.17024998
1zvx,125.1185316,4.782734941,-1.607368336,-34.19313461,-4.780747489,-79.32822511,-49.12835012,8.997488906,-12.73790073
1bma,-74.88171449,2.980945236,-0.729117192,-36.67639332,-2.242672406,91.01291142,-48.91377503,14.08164965,-6.341319346
1o0h,-110.1381052,3.706022977,-13.42257859,-7.886078793,-6.026130132,113.8491852,-32.3018323,7.318681652,-8.17878225
2fdp,-89.62001456,4.719031292,-3.644802589,-58.84863683,-0.552276124,77.50164952,-75.73258829,7.475955019,-10.48597251
1b8o,-138.5407018,4.152352298,-5.218948136,-26.25712699,-0.705110538,108.6681066,-37.23596697,12.08192203,-14.69970323
1if7,3.454693322,4.140465306,-2.433730472,-27.11627546,-0.876540697,-3.434321339,-36.05889894,4.808772563,-14.53391711
2flb,-175.6544394,9.094004925,-2.592557246,-19.05516663,-1.557309612,226.1747816,-36.43674787,14.18419855,-7.93010306
1re8,-80.83133843,3.39416278,-3.245380099,-44.03442767,-0.023459868,67.78611663,-68.0890631,7.208675367,-13.15236605
1vfn,-26.01363886,0.134832752,-1.529064847,-3.09549811,-0.262703169,21.64466658,-24.73852674,0.024254241,-7.736685913
2b1v,-16.77380362,3.616596259,-1.805601998,-59.22071071,-0.283515563,20.73870499,-40.28922301,3.546279989,-7.93010306
1olu,32.85451279,0.231643527,-4.955811915,-22.98790551,0,-42.17825421,-34.81285588,-1.92395614,-6.092640156
2h3e,-135.5696658,5.143710459,-12.65497971,-10.43739844,0,134.8996434,-24.93847281,8.142490932,-7.874841018
2rkm,-149.3500102,2.583182929,-5.755320383,0,0,141.922561,-44.80329233,4.032735067,-5.388049118
1om1,-17.60777262,3.130497536,-3.044435861,-38.67611313,-0.616896952,34.01430252,-39.74565084,6.116325152,-9.353100648
1d09,-190.1118001,3.008916796,-17.26062946,-9.947137195,0,198.2863614,-30.94723507,6.699403111,-10.45834149
1q7a,2.324379424,4.37087809,-0.343639592,-30.62461354,-1.230001695,24.79215082,-36.60333875,6.008964021,-9.933352091
1ai5,12.22164629,1.62756777,-1.849011241,-16.69545366,-0.517541791,-0.272538849,-28.98861279,1.286578113,-5.139369928
1ela,-58.50861922,-0.698098587,-0.868904274,-29.42748015,-0.802957548,58.57143956,-45.19601545,7.50810017,-8.786664715
1x1z,-17.89249932,6.335788515,-9.780305834,-12.00608853,0,14.15524658,-28.72240785,8.062763269,-15.27995468
1sqa,-289.2123935,10.42988258,-8.542644631,-24.22964823,-0.190178935,321.0435113,-53.45761553,11.8865062,-12.72408522
2cer,-52.06227523,0.885655835,-4.57769508,-31.06951943,-1.274252325,51.61790581,-31.93825945,12.44406757,-12.73790073
1k9s,-36.63952613,3.376334031,-3.526673377,-27.20924178,-0.455140287,52.34604628,-43.34657094,2.295837598,-9.007712884
2ceq,-40.43879583,0.880710371,-2.973310854,-19.59208332,-1.512814313,27.31116005,-21.35518075,12.11999535,-10.05769169
4tim,-100.1697019,0.035903396,-7.276549547,-8.42460833,0,127.9031191,-24.56013367,2.499109204,-2.984150281
2cet,-32.41373393,4.058300188,-4.235162731,-30.67355037,-2.981500489,64.61142004,-30.55218916,14.27199592,-11.08003947
5er1,-22.32926652,12.65327949,-2.183189113,-53.34504419,0,18.53444988,-48.10251583,28.66210333,-8.316937356
1ppm,5.654738763,5.217604408,-4.04766782,-47.26674277,-0.204954774,0.67931473,-69.10415221,8.53499965,-8.012996124
2usn,-31.48623905,4.199990306,-1.756216696,-25.75556602,-1.481076821,36.00479584,-43.8762201,7.507312296,-8.993897373
1kv5,-138.0425911,1.365832277,-9.524463631,-4.06237956,0,143.0706782,-19.80396568,0.876414837,-5.830145456
1y6q,-125.9177678,3.050648829,-6.228058199,-53.15980147,-1.693948378,120.965822,-53.87343396,5.293390869,-16.16414735
1jqd,1.213243107,4.12115988,-3.993801642,-22.81121536,-0.001806059,3.824039611,-57.9191889,13.54571229,-7.128803448
1kv1,-15.27353088,1.755493007,-2.156746909,-44.75890064,-0.033914387,21.60774435,-51.87606812,1.205570416,-8.206413271
1hk4,66.67759638,1.953724284,-1.171834797,-35.44557841,-1.196674596,-45.15202716,-49.19384579,4.182251267,-7.336036106
1pr5,-22.14349145,1.953057362,-5.75941986,-19.77827566,-0.269702456,49.48449511,-33.90952515,4.608058587,-5.415680139
2bok,-321.4372881,6.929653317,-6.46864643,-42.385587,0,326.1019907,-56.82582014,8.215564743,-9.049159416
1o3f,-211.4245671,1.987443966,-2.501581146,-22.69448197,-1.12826225,254.4957039,-32.59874881,5.119600008,-10.9971464
1gni,152.0887657,2.656299226,-2.819545565,-69.33386428,0,-135.2789526,-41.47085878,11.25664655,-11.14911702
1ydt,18.37776636,6.531519682,-1.153007654,-45.74664224,-1.81E-06,-8.761298023,-58.67770677,3.360545625,-10.11295373
1fzk,-85.3119644,9.487863255,-4.92412729,-56.69515529,-6.591400633,90.57204189,-93.14752564,29.18308723,-11.60502887
1jys,-12.21374323,1.704486362,-1.162281799,-3.78498965,-0.476890176,14.51071228,-22.69642832,1.158272044,-4.863059716
2drc,-52.58433842,-2.404269321,-12.1922756,-25.34641113,-1.09403796,37.99271979,-38.35474565,4.636573562,-13.66353994
1y1m,-24.64773263,1.158338229,-3.72923783,-17.4229877,0,15.06301439,-15.35433509,1.976233962,-2.514422922
1bra,-285.3219997,3.383641179,-3.476333256,-12.60985263,-0.020479236,285.8714589,-20.69363659,4.881300102,-2.514422922
1fcx,-26.66280162,2.671838339,-3.573993642,-79.85620094,-1.840611524,33.01372604,-68.1531699,5.086741692,-9.933352091
1fcz,-25.39034588,2.021696888,-3.913970997,-76.69967439,-1.403715673,27.1335035,-66.77770306,2.557277669,-12.73790073
2g94,-75.32202296,2.48741933,-3.366541589,-61.42342478,0,48.62561972,-80.29863459,22.96893147,-13.15236605
1f5k,-217.0286899,2.676186614,-7.396920553,-10.94987806,0,212.3714437,-22.17954658,3.275672804,-5.167000949
2hdq,-46.45959493,0.128248734,-8.836906785,-9.90363789,-1.926171681,52.13445836,-16.1510305,0.042096507,-1.934171478
1pxo,-17.43757694,3.67877019,-3.667672769,-20.45611843,-0.009791256,15.05538672,-29.80152052,2.333380996,-12.01949419
10gs,-41.28111928,2.711161767,-3.382407273,-30.39425613,-1.152586029,39.35982073,-43.7872389,8.332012843,-8.841926757
1e5a,-2.510039687,0.4202302,-0.250989548,-14.81432116,0,5.284416795,-12.11466392,0.516532797,-10.55505007
1bcu,3.712629167,2.141689678,-5.1585383,-19.61848421,0,73.07773297,-32.31094624,2.000662656,-4.531487463
2ayr,-3.992867498,2.329009467,-1.954346564,-74.21032649,-1.438389381,19.5749715,-69.53530199,8.240381209,-12.83460931
3pch,-57.06185156,1.551092747,-2.073972466,-23.14334122,-0.459264628,55.92102305,-13.00656375,0.527661004,-7.460375701
1utp,-103.6372738,0.442142492,-1.240905077,-21.7284066,-2.254333823,132.2650295,-22.43648373,1.990283823,-1.98943352
1v16,-20.15486117,8.725484941,-11.01677455,-26.96057485,0,42.1377725,-36.81941935,8.398308186,-5.346602586
3pce,-30.1023025,1.797311288,-0.359173494,-18.24217932,-0.435826928,38.94748288,-16.04350309,3.182967073,-2.763102112
1q8t,-18.09277522,3.5859339,-0.592230324,-31.96937129,-7.26E-07,27.40751944,-40.67916886,3.056810515,-6.576183026
1jaq,-46.07789728,5.801600473,-2.874382403,-16.98681695,0,43.23448133,-39.27342427,6.076182265,-6.18934873
1zs0,125.3175442,4.722690066,-1.425720927,-32.61922703,-2.829828235,-76.93258831,-52.20592829,6.823992543,-8.496538993
1m2q,-5.853897186,2.230630369,-1.474012805,-26.43167325,-0.119219084,6.357876162,-34.02936954,4.084757188,-8.42746144
1p1q,-40.43440778,0.068499168,-4.645995405,-18.42508624,-0.110097761,20.22627685,-25.60650112,2.088005939,-6.755784663
1det,45.25953084,-0.287379825,-5.595991023,-5.481303559,-3.936657267,-44.47901068,-27.32725115,1.886015842,-5.94066954
2std,-5.415825877,2.045585256,-0.038864401,-63.78108213,-0.843482855,13.46879843,-48.38177725,1.880837137,-13.6082779
1nja,-2.942862694,7.754996413,-7.048467139,-10.14051588,-1.452008647,3.168463875,-31.08994236,8.131654811,-8.717587162
1jq9,-101.8071599,7.968810175,-3.772772746,-32.94426441,0,146.624804,-39.67420102,30.74285926,-11.67410642
1nje,-6.22462327,4.756988687,-7.209454367,-9.444709994,-0.003256134,8.281962967,-26.7275028,5.969133579,-5.249894012
1tsy,-6.733690547,4.661745538,-6.52548185,-9.868121036,-0.004811145,-6.785369141,-26.10550267,5.745638735,-6.852493237
1fkb,-32.47440309,3.317406472,-1.765329436,-54.37810964,0,25.3288776,-60.44668016,9.271107425,-13.40104524
1v2o,-314.7214075,5.26636006,-7.62682632,-22.40316562,-0.03077905,315.329228,-38.59433852,13.70348473,-6.534736494
4er2,-57.41887215,3.788851807,-3.11510099,-60.38753792,0,45.28470116,-69.83139801,13.03764168,-12.84842482
1fzj,-97.82075842,2.716641977,-7.617481491,-61.22605834,-2.161504092,99.34086779,-95.0589445,10.1211478,-11.19056355
3gss,-29.67561469,-5.476044388,-3.884711655,-40.31234336,-2.546045522,32.46677017,-42.7920559,14.46230281,-8.040627145
1e1v,1.71001338,1.785416083,-1.568679192,-23.48671909,-0.292790863,15.63128378,-37.87068195,2.478154727,-6.797231195
2bzz,-185.178278,10.6201562,-14.71444728,-13.37126382,-12.32500885,194.2848465,-52.86900966,21.30157552,-8.883373289
1nfy,-199.3427673,3.002532343,-1.188542722,-38.69762962,-0.943520707,229.5491452,-57.53718282,14.40009552,-12.28198889
1j16,-316.6415526,1.104862284,-6.38060525,-12.67807674,-0.198525699,317.5922723,-25.62942391,1.550084508,-5.305156054
2cgr,-24.95171617,6.992470513,-6.817297683,-29.18701146,-2.884141613,19.12632104,-50.09899714,6.230752967,-10.05769169
1is0,-286.841116,9.015324493,-12.65666439,-29.72375971,-0.291018794,288.1435332,-46.79028557,16.96364647,-9.670857391
2bak,-7.590451473,5.05908683,-1.507517386,-72.98928775,-0.919819773,36.16553176,-87.8174839,3.841294356,-10.26492434
2fzc,-149.0448008,-1.032628808,-8.521309147,-8.930695107,0,150.0715615,-23.65816161,4.425066646,-3.730187851
1xd1,-37.09130748,2.778666148,-6.111748367,-60.42464766,0,75.2857715,-79.68019929,28.91138075,-10.94188436
1a30,-57.40392777,10.46421224,-3.041919967,-29.54229284,0,63.267071,-49.86817297,17.26833743,-5.94066954
1xgj,-30.3190434,3.129608716,-3.364157493,-12.71124576,-0.066197115,37.81373608,-34.52174461,3.807871984,-8.289306335
1pb9,-41.81847527,1.747097666,-3.105887166,-10.83015882,0,25.41987792,-12.08293376,1.62764886,-5.001214822
1bxo,10.45824047,5.020434413,-4.109437532,-55.97432687,-0.001571404,-16.632023,-75.52709774,7.672476797,-13.81551056
2azr,-101.0128091,1.52661543,-8.595500197,-22.30459173,-0.898443655,101.5332365,-32.40600728,5.223991117,-5.028845843
1j17,-78.91546882,2.319057253,-0.03106546,-46.88152593,-0.996270517,133.9582524,-57.03970029,16.51269987,-7.211696511
1b39,-107.2915144,2.18342168,-10.18514921,-14.16132258,-0.051407764,136.730574,-52.66648524,5.399782954,-9.560333306
1zc9,17.77148957,2.186404818,-2.530480089,-12.85934907,-0.161502179,-5.463962213,-27.17127054,4.958765204,-4.4485944
1nvq,-98.49218416,0.200922636,-1.581482142,-40.41163122,-6.00E-11,93.7240777,-58.5636598,2.347429133,-11.39779621
1k4g,-19.62373358,4.943795373,-5.628662955,-25.68645505,-1.674180271,38.36536827,-46.16618799,5.183617889,-8.082073676
2j77,-25.58139888,-0.231505685,-3.357034091,-19.40664635,0,48.99471996,-20.18268357,8.347754003,-6.755784663
1avn,-20.86182267,0.329977887,-0.709817023,-3.66834799,-1.507523523,24.97372117,-11.25245133,0.260650254,-5.388049118
1h23,-27.27065664,1.42609227,-0.763134467,-66.60098264,-2.041803365,57.05336295,-72.26655736,8.857012661,-11.53595132
6std,-2.82807792,0.744112189,-0.31861255,-63.36032123,-1.598945035,5.826792594,-53.23580057,2.648603437,-11.93660112
2bz6,-96.08564822,1.796001837,-8.499634321,-31.33066451,-0.07860481,118.8112391,-48.34498804,7.394232701,-9.795196986
7cpa,-57.63212609,3.250645885,-13.35361271,-39.14609345,-1.858504912,95.60956382,-56.13312994,10.82633637,-19.28645274
1vzq,-178.5446148,6.859355541,-7.774855289,-35.13134147,-0.14733493,180.7632598,-56.82490342,7.165877092,-10.27873986
2d0k,-19.56279055,-2.21000385,-12.69612153,-19.77042988,-1.831907591,25.63922366,-38.8600431,7.399989638,-6.9353863
1a08,-200.7171888,4.048839057,-10.62938321,-23.9154994,-0.298243898,197.2132487,-43.68475214,4.183304905,-7.764316934
1fkn,-26.0061384,2.817329451,-7.689395276,-49.01504956,-3.20E-06,22.43119488,-72.57895281,41.25250565,-12.15764929
1pbq,-14.00108485,0.55804576,-7.067220122,-27.17096725,-6.428580912,17.61091635,-32.39084012,0.582879409,-8.66232512
1fh7,-103.606699,0.006228801,-4.826456847,-21.58942059,0,90.48956268,-24.43158135,6.41301755,-7.239327532
2gss,-2.64658094,2.690229309,-0.719612434,-33.75654625,-2.575191141,12.21629482,-30.1293044,1.772372578,-6.824862216
1fh9,-165.067475,4.299546707,-5.663078979,-19.8394147,0,120.6937315,-24.27179811,9.22777422,-8.883373289
1fh8,-119.053665,1.093112761,-4.793233535,-21.65013214,0,102.9658029,-25.39927092,6.617783361,-9.518886774
1l2s,-10.81668565,6.323427835,-2.999167559,-19.24202623,-0.939642128,12.70213517,-32.46849324,9.268313467,-6.341319346
1lol,-1.322786618,3.665467805,-8.462823407,-10.62345663,-3.86E-07,-0.305156959,-30.64083782,5.296567876,-8.828111247
1f4e,67.94405358,6.53516911,-1.987644627,-22.5634176,-0.110485342,-44.31614673,-32.62815638,7.90147806,-4.089391125
1f4g,51.41016021,9.838466686,-7.901523076,-31.99504253,-0.802931619,-32.40942853,-57.7136796,11.88429326,-8.952450842
1f4f,123.4957602,4.96926306,-3.807734745,-27.91213031,-0.213142504,-93.34493686,-51.2959452,4.063586297,-6.382765878
2ctc,-12.27734502,1.993359271,-10.4831619,-18.7417439,-0.376875799,14.14218398,-19.79965387,3.098446118,-5.374233607
1syh,-48.43968793,0.751443128,-4.935453082,-26.82616057,-0.001623018,22.33642195,-33.9812348,2.97260579,-8.717587162
1m0q,-55.23290348,4.792162488,-11.44003158,-15.75210502,-0.098260656,97.23664064,-38.96531038,4.841600535,-5.374233607
1nhu,-97.12754851,4.332325835,-1.740096939,-48.46222344,-0.741927377,94.99106372,-37.04414506,5.865445164,-7.819578976
1m0n,-96.76146018,9.905163992,-11.64195986,-19.3486075,-0.128098328,132.4738781,-40.12809172,10.63328943,-3.067043344
1trd,-87.5329204,2.89096545,-7.8845404,-3.63359647,0,87.14754464,-23.54290271,2.605258004,-7.460375701
2c02,-111.6700564,6.047159737,-9.458926662,-10.27419411,-4.714405411,122.5308398,-34.05792185,9.828046508,-5.581466265
1n2v,-24.88084989,3.526675383,-2.074536274,-16.89782227,0,24.2505475,-28.79799126,4.288168582,-5.636728308
