PDB,VINA,GlideSP,DSX,RFScore,HMS,Experimental
1okl,-5.53612,-5.53,-68.457,-8.965215913,-8.275490824,-8.330752867
2c97,-6.22108,-10.48,-100.429,-7.52671354,-8.386014909,-8.482723483
2c94,-8.60473,-11.24,-166.273,-10.22574204,-9.65704188,-9.422178201
2c92,-8.31068,-11.82,-173.359,-10.33234035,-9.505071264,-7.847209997
1fcy,-16.40335,-16.6,-178.379,-11.98164337,-14.31286894,-11.770815
1f5l,-7.88788,-7.09,-71.847,-7.142031091,-8.068258166,-7.294589575
1yid,-6.81803,-7.75,-97.489,-10.55374082,-8.689956141,-6.907755279
1o30,-6.91986,-7.77,-116.94,-11.16129862,-8.91100431,-9.353100648
1o33,-6.87336,-7.46,-87.608,-7.459865996,-7.91628755,-7.93010306
1m2x,-3.31803,-3.98,-61.576,-6.900430493,-6.659076089,-5.733436882
1owh,-6.99614,-10.26,-121.512,-11.1180498,-8.344568377,-10.22347781
1i5r,-13.15156,-19.01,-269.288,-11.91353889,-14.58917915,-11.770815
1owe,-7.69157,-9.72,-109.825,-10.383247,-8.303121845,-8.565616546
1o38,-8.03762,-9.5,-119.39,-10.86268759,-8.745218183,-9.422178201
1m2p,-10.37048,-8.53,-80.907,-8.25112764,-9.201130032,-8.441276951
1m2r,-9.14008,-8.1,-86.888,-8.299867447,-9.17349901,-8.92481982
1fj4,-7.53628,-7.55,-77.512,-8.669763851,-7.957734081,-6.341319346
1njc,-7.29995,-8.99,-89.199,-8.319192508,-8.551801035,-7.66760836
6tim,-4.49443,-6.12,-61.159,-6.289662728,-7.032094874,-4.434778889
1pot,-5.45136,-10.82,-82.115,-5.894613142,-7.722870402,-7.584715296
1grp,-2.85673,-8.19,-34.754,-4.831125222,-7.045910385,-5.139369928
1njd,-8.17569,-10.05,-98.305,-7.563044286,-8.261675314,-7.695239381
1ceb,-5.34984,-8.54,-70.102,-5.36644442,-7.778132444,-8.289306335
1cea,-3.94249,-6.93,-54.604,-5.847417333,-6.755784663,-6.852493237
1utj,-3.57926,-7.24,-64.185,-4.726877677,-6.520920983,-5.305156054
4er1,-10.62812,-11.84,-239.02,-11.37677341,-14.38194649,-9.145867989
2f7p,-7.29159,-5.01,-92.642,-9.043517161,-7.888656529,-9.118236968
1erb,-10.53144,-9.8,-149.634,-9.907456298,-10.52741905,-11.19056355
1jfh,-5.1085,-4.85,-92.212,-8.453638609,-7.336036106,-2.832179664
1izh,-10.22763,-14.66,-231.945,-11.5098839,-13.6082779,-10.63794313
1r6n,-8.56071,-6.73,-118.541,-9.077614148,-11.05240845,-10.22347781
2bza,-3.69581,-6.88,-64.482,-4.782388398,-6.589998536,-3.868342956
1ucn,-7.57065,-9.32,-113.09,-8.593823674,-8.386014909,-7.211696511
1xd0,-9.19824,-8.53,-203.631,-9.50837532,-10.7346517,-9.836643517
2f7o,-6.83294,-7.06,-68.943,-7.482290522,-7.736685912,-10.27873986
1ghz,-7.0619,-8.65,-85.864,-7.287970367,-7.750501423,-6.631445068
1hvr,-14.74934,-14.07,-268.739,-10.63263537,-14.09182077,-13.13855054
1mrx,-11.49471,-10.26,-189.431,-12.0509871,-12.62737665,-10.03006067
2iuz,-9.01234,-9.77,-113.692,-8.956148711,-8.137335719,-7.66760836
1mrw,-11.21381,-9.93,-194.847,-11.71864855,-12.61356114,-13.40104524
1mrn,-8.78928,-9.08,-184.154,-10.06930224,-9.739934943,-6.244610772
2bqv,-11.16263,-11.73,-230.433,-11.87470733,-13.00039544,-11.121486
1hvi,-11.07096,-15.16,-273.716,-11.69256256,-14.27142241,-15.08653753
1hvh,-10.91761,-11.29,-198.973,-11.45330182,-13.24907463,-10.9971464
1hvk,-10.75835,-14.75,-265.837,-11.63710019,-14.21616036,-15.14179957
1hvj,-11.14057,-14.66,-269.905,-11.37321315,-14.03655873,-15.74968204
1hvl,-10.20641,-13.67,-252.139,-11.53536093,-13.62209341,-13.74643301
1oar,-10.63474,-9.6,-98.768,-8.518199674,-9.919536581,-10.22347781
1hvs,-10.66043,-14.94,-269.987,-11.68094786,-13.6082779,-14.22997587
1pbk,-10.42879,-10.68,-170.135,-10.09839018,-13.47012279,-12.50303706
2gst,-8.93766,-13.6,-165.521,-10.162113,-11.39779621,-8.386014909
2gsu,-5.88644,-4.49,-92.652,-7.999739681,-8.441276951,-4.95976829
220l,-5.26846,-5.72,-45.293,-5.183173075,-7.17024998,-4.69727359
1owd,-8.38585,-9.61,-130.17,-11.49247114,-8.966266352,-11.32871866
1qbn,-8.23784,-11.02,-129.973,-10.73042922,-9.643226369,-8.082073676
1qbo,-9.13511,-11.23,-143.6,-11.84124371,-9.878090049,-10.69320517
1vjc,-5.95831,-4.68,-122.276,-8.16044193,-8.082073676,-4.94595278
2iko,-9.05441,-9.05,-117.658,-9.688387609,-10.32018639,-7.529453254
1vja,-7.30569,-11.13,-169.201,-12.00587163,-8.869557778,-10.63794313
1vjd,-7.98675,-10.72,-157.131,-9.376012981,-8.980081863,-4.890690738
2bq7,-8.90989,-6.42,-155.079,-9.369066685,-9.449809222,-9.739934943
1sc8,-7.32701,-10.68,-160.685,-11.98659899,-8.869557778,-10.27873986
1usn,-6.11486,-3.56,-82.05,-7.935049722,-7.750501423,-10.69320517
1h2t,-9.47461,-13.13,-189.941,-10.63810477,-9.878090049,-10.90043783
1qbr,-13.77194,-16.19,-276.494,-12.70517942,-15.10035304,-14.60299466
1qbt,-14.81036,-17.98,-306.904,-11.63232966,-15.80494408,-14.67207221
1qbu,-12.03413,-12.07,-218.215,-12.32555564,-13.40104524,-14.14708281
1g2o,-9.83858,-10.94,-118.327,-8.608761075,-8.745218183,-14.57536364
1lpg,-8.88969,-10.84,-181.185,-12.01405824,-10.2096623,-9.795196986
1gz3,-6.74032,-8.4,-138.365,-10.21914135,-7.819578976,-5.111738906
1y2f,-5.21296,-4.57,-64.77,-6.507573909,-8.358383888,-6.797231195
1qin,-7.76815,-10.08,-125.3,-10.20218995,-10.23729332,-11.05240845
1lpk,-9.3229,-11.14,-164.333,-11.68822449,-10.61031211,-10.43071047
1meu,-11.65908,-12.79,-213.806,-10.68947798,-13.6082779,-8.42746144
1li2,-5.46502,-6.68,-47.481,-5.623398147,-7.336036106,-5.581466265
1kdk,-12.35003,-11.47,-143.404,-9.561546308,-10.55505007,-12.50303706
1li6,-3.90836,-6.11,-41.848,-5.705177328,-6.700522621,-5.249894012
1gz9,-5.74116,-5.61,-119.718,-5.794553951,-7.957734081,-4.849244206
1bv9,-13.36932,-16.1,-276.186,-12.71238835,-14.68588772,-12.37869746
1lpz,-9.95471,-8.83,-157.096,-12.02067956,-10.48597251,-10.49978802
1mrs,-7.09175,-8.8,-115.948,-10.88853327,-8.731402673,-5.470942181
1bv7,-14.14102,-16.94,-282.36,-12.72311334,-15.00364447,-12.84842482
1epo,-10.51619,-10.46,-201.328,-11.36685269,-11.09385498,-10.9971464
1qiw,-7.39508,-10.92,-151.184,-10.99189144,-11.57739785,-10.69320517
2f8g,-9.44976,-10.16,-192.532,-11.25271401,-11.23201008,-12.01949419
1os5,-8.6372,-6.49,-126.092,-9.409974565,-10.52741905,-9.463624732
1lf2,-9.22227,-10.24,-184.192,-10.98878249,-12.28198889,-10.38926394
1lf9,-9.28692,-8.71,-171.161,-8.671337515,-10.37544843,-16.57861267
1vj9,-8.21321,-10.89,-203.447,-12.99147476,-9.988614133,-10.43071047
1v2j,-5.37081,-8.83,-67.261,-5.583392325,-7.018279363,-4.490040931
1cin,-6.75682,-6.58,-82.928,-9.746939254,-8.220228782,-12.06094072
1cim,-6.54572,-7.46,-77.381,-9.646171683,-8.247859803,-12.18528031
1cil,-5.97761,-6.59,-89.069,-9.943708505,-8.344568377,-13.02802646
1zpa,-8.71083,-9.52,-217.231,-12.75663365,-12.0333097,-11.60502887
1dif,-11.36882,-15.32,-270.325,-11.62191188,-14.395762,-14.72733425
1y20,-5.06266,-7.88,-66.776,-6.988622243,-7.515637744,-7.349851617
1gzc,-4.49544,-5.61,-81.898,-4.992459169,-6.852493237,-4.821613185
1qb1,-8.38117,-10.59,-154.754,-11.34063361,-9.822828007,-9.353100648
1n8v,-5.21775,-3.13,-91.134,-6.566313362,-8.17878225,-8.330752867
1oss,-4.73324,-7.87,-65.522,-5.469354496,-6.893939768,-6.617629557
1fq5,-14.62269,-17.31,-269.13,-11.89517742,-15.77731306,-11.60502887
1j01,-8.11127,-7.66,-105.28,-5.754326226,-8.289306335,-8.938635331
1ec9,-6.63466,-6.3,-60.805,-6.303035645,-7.43274468,-4.282808273
1we2,-5.48489,-7.15,-65.53,-5.7511128,-7.460375701,-6.023562603
1jmf,-6.53153,-8.32,-82.528,-7.100301359,-8.344568377,-7.971549592
1jmg,-7.07532,-9.84,-82.456,-7.146034843,-8.206413271,-8.386014909
1uxb,-3.61524,-3.47,-63.715,-5.661362269,-6.147902198,-2.97033477
1uxa,-3.53162,-3.61,-63.663,-5.567337588,-6.134086688,-3.177567428
1jmi,-7.86531,-9.23,-92.526,-7.54281009,-8.455092461,-8.372199398
1ugx,-6.40271,-6.46,-94.181,-5.185018509,-7.225512022,-8.16496674
1jzs,-7.22996,-9.23,-184.389,-9.79909024,-9.449809222,-9.118236968
1t7j,-8.99727,-10.09,-193.566,-11.43277248,-10.5964966,-12.01949419
1ofz,-4.95237,-6.06,-40.958,-6.737583641,-7.073541406,-6.382765878
2bt9,-5.71067,-6.82,-71.569,-6.115170176,-7.43274468,-8.551801035
1ct8,-8.30772,-10.03,-136.362,-10.41664475,-10.472157,-9.007712884
1hih,-9.69495,-11.71,-227.172,-11.31266023,-11.75699948,-11.121486
2arm,-5.85495,-4.19,-78.678,-7.195264475,-7.266958553,-11.23201008
2bvd,-7.50464,-6.08,-108.619,-6.829219156,-7.736685912,-8.289306335
1a99,-3.90726,-7.39,-47.758,-5.769705271,-6.797231195,-7.874841018
1sgu,-10.49378,-11.02,-210.726,-11.60188119,-12.32343542,-7.41892917
2j34,-9.02821,-7.54,-152.826,-10.27284969,-9.021528394,-10.80372926
1msn,-11.80593,-11.54,-219.611,-11.85415246,-12.76553176,-12.5582991
2aac,-6.96306,-6.79,-68.644,-5.826439426,-7.66760836,-3.067043344
1h1h,-5.05173,-7.64,-91.578,-7.870351438,-7.93010306,-7.211696511
1e4h,-6.04796,-4.51,-40.717,-5.195445207,-8.689956141,-11.61884438
1efy,-8.79026,-9.3,-96.913,-8.049893043,-8.593247567,-11.35634968
1g46,-6.16585,-6.33,-82.825,-9.644470072,-8.42746144,-12.15764929
1gcz,-8.71325,-7.7,-84.794,-6.94820054,-9.007712884,-7.087356916
1xhy,-7.42089,-9.19,-94.941,-7.788925256,-8.386014909,-8.537985525
1c84,-8.33423,-10.84,-97.876,-7.106485817,-9.767565964,-6.907755279
1c86,-7.56636,-11.77,-98.916,-7.023878432,-8.607063078,-6.493289962
1d6v,-10.27217,-8.89,-127.732,-10.33638231,-10.87280681,-8.524170014
5er2,-9.3346,-13.22,-275.293,-11.33724881,-13.31815218,-9.076790437
1c83,-6.95659,-11.37,-88.212,-6.646935786,-8.814295736,-6.700522621
2ans,-8.32041,-7.6,-86.361,-8.917598453,-9.933352091,-8.17878225
1pfu,-3.65646,-5.38,-53.987,-7.906429262,-6.562367515,-3.757818872
1eix,-9.83736,-12.22,-113.793,-10.83501302,-9.601779838,-15.27995468
1tvo,-10.35428,-10.47,-112.986,-11.3674311,-9.339285137,-9.463624732
1o0n,-6.27693,-8.44,-96.756,-5.854140925,-7.639977339,-5.650543818
1o0o,-4.50266,-6.64,-63.265,-7.315201626,-7.197881001,-7.045910385
1z3t,-7.61843,-6.29,-92.318,-9.191412216,-8.040627145,-5.44331116
1z3v,-7.76082,-6.25,-93.677,-9.145012593,-8.316937356,-5.678174839
1o0f,-5.59431,-7.06,-74.932,-7.713306154,-7.653792849,-7.322220596
1ezq,-9.88738,-11.77,-186.869,-11.5356727,-11.6464754,-12.50303706
1kmy,-7.78335,-8.19,-67.916,-8.479217435,-9.062974926,-7.045910385
2a31,-5.13554,-6.68,-59.168,-6.760763773,-6.755784663,-1.395366566
1h6h,-5.31911,-6.39,-120.079,-6.353158814,-7.888656529,-7.322220596
1hi3,-5.10735,-7.65,-68.393,-7.896880211,-7.18406549,-5.788698924
2fxv,-9.10572,-9.89,-144.416,-7.835168091,-8.869557778,-7.391298149
1rd4,-10.36315,-9.98,-138.678,-10.52817337,-10.80372926,-10.69320517
1lee,-8.93058,-10.14,-175.358,-11.03522886,-12.11620276,-10.69320517
1j4r,-7.32776,-7.49,-135.933,-9.523872405,-10.2096623,-10.66557415
1sw2,-4.84936,-8.71,-69.337,-6.652951706,-6.589998536,-9.974798623
1afl,-5.96615,-7.08,-104.536,-8.02002062,-7.639977339,-8.67614063
7abp,-7.02493,-8,-58.142,-5.06301235,-7.888656529,-8.92481982
1afk,-6.39299,-7.78,-97.85,-8.229203568,-8.137335719,-9.145867989
1nc3,-9.70612,-10.71,-123.746,-7.616497973,-8.91100431,-6.907755279
1bzy,-8.44599,-9.55,-139.81,-9.438464231,-9.809012496,-11.52213581
2fx6,-6.14189,-7.16,-57.596,-6.349303179,-7.114987937,-5.111738906
1dud,-6.68499,-8.79,-100.966,-6.779035016,-8.012996124,-6.659076089
1c1r,-7.36249,-10.09,-121.983,-8.770834481,-8.92481982,-10.54123456
1bq4,-8.06808,-12.39,-68.079,-8.5559318,-9.132052479,-7.211696511
1bzh,-6.97174,-8.08,-147.163,-8.899955849,-9.850459028,-9.353100648
1r1j,-7.70855,-8.46,-133.905,-9.405687218,-10.44452598,-11.93660112
1r1h,-8.4879,-9.65,-142.795,-9.578571622,-11.35634968,-12.32343542
1bzc,-8.97866,-9.5,-159.814,-8.19262912,-10.52741905,-6.797231195
1af6,-7.25445,-6.31,-97.028,-7.546630487,-8.261675314,-2.514422922
3aid,-4.12047,-8.19,-176.238,-11.20422525,-12.06094072,-9.477440243
1dl7,-4.70301,-8.86,-110.752,-7.375898777,-7.059725895,-8.966266352
1drk,-6.87602,-6.98,-77.241,-4.96517927,-8.192597761,-9.422178201
1drj,-6.89798,-7.16,-74.556,-4.856970665,-8.275490824,-10.22347781
2bmz,-4.63631,-5.55,-63.464,-6.320588606,-6.700522621,-5.111738906
1bcd,-4.04829,-2.96,-38.731,-8.361169095,-6.507105473,-12.01949419
1jak,-7.31319,-7.73,-80.227,-7.556876728,-8.17878225,-7.695239381
1jao,-5.90285,-7.63,-132.285,-8.681558667,-8.247859803,-8.17878225
1rdi,-4.53546,-5.61,-33.902,-6.573472656,-6.589998536,-2.845995175
1u1w,-7.64438,-10.01,-82.202,-8.152298425,-8.192597761,-8.082073676
1rdj,-4.45801,-4.07,-24.763,-6.605509049,-6.617629557,-2.293374753
1rdl,-4.33047,-3.74,-26.432,-6.694894481,-6.272241793,-3.094674365
1rdn,-4.70168,-4.06,-33.264,-6.630619814,-6.258426283,-2.542053943
2c80,-5.8379,-10.38,-137.535,-9.329740308,-8.289306335,-7.363667127
3gst,-9.19559,-11.87,-159.984,-10.28570011,-11.08003947,-9.284023095
1wht,-5.69219,-7.14,-70.844,-7.258282701,-8.234044293,-5.111738906
1fwv,-3.75689,-6.59,-75.779,-5.446029362,-6.880124258,-5.139369928
1duv,-8.54876,-7.47,-112.295,-8.791913458,-9.380731669,-16.30230246
2aj8,-8.00778,-6.57,-95.716,-10.60743296,-8.358383888,-8.565616546
1w8l,-4.39104,-5.95,-53.205,-5.351149981,-7.114987937,-0.676960017
1w8m,-4.22483,-4.34,-58.527,-5.960725484,-6.576183026,-2.210481689
1rql,-3.34247,-2.45,-39.828,-8.311969759,-6.741969152,-3.799265403
1xgi,-7.04764,-7.69,-75.454,-8.776607155,-8.220228782,-6.700522621
1d2e,-8.02146,-8.92,-142.561,-8.451694537,-9.076790437,-8.289306335
1w5v,-12.21503,-15.69,-267.859,-10.0603917,-13.4839383,-11.2596411
1kjr,-6.88689,-6.28,-103.536,-8.008595353,-7.695239381,-8.372199398
1ejn,-9.8135,-9.98,-161.732,-11.31965908,-9.670857391,-7.764316934
1oif,-5.81279,-6.1,-74.286,-7.489132643,-7.308405085,-10.66557415
1rzx,-5.49679,-11.76,-189.084,-9.423285183,-10.08532271,-5.664359329
1ps3,-8.36225,-6.52,-100.021,-5.367949845,-7.861025507,-3.149936407
1ur9,-10.35058,-12.92,-180.5,-10.53943347,-10.52741905,-7.971549592
6abp,-6.08946,-7.58,-49.836,-5.312187977,-7.612346317,-8.786664715
1lzq,-9.72327,-13.38,-233.123,-11.45507317,-12.14383378,-11.59121336
2b07,-7.46646,-10.44,-144.868,-9.666217736,-10.12676924,-8.883373289
1pzp,-6.96252,-7.68,-96.103,-8.201008927,-8.510354504,-4.572933995
1fiv,-11.85473,-16.98,-314.848,-11.24575145,-15.19706161,-9.104421458
1ohr,-10.20036,-9.94,-188.193,-11.57416778,-12.32343542,-12.01949419
1pzo,-6.44968,-4.96,-82.596,-7.484047748,-8.330752866,-4.586749505
1pzi,-6.62523,-7.13,-77.587,-6.129805327,-8.455092461,-5.830145456
1qbq,-6.1954,-9.6,-89.301,-9.542590046,-8.620878588,-11.46687376
1bhf,-6.17836,-11.76,-152.59,-7.445457766,-8.952450842,-6.051193624
1aaq,-8.68395,-12.42,-211.625,-11.35794875,-11.59121336,-11.60502887
1g2l,-9.02901,-10.61,-175.089,-12.09015039,-10.44452598,-10.00242964
1urg,-6.31833,-7.13,-107.574,-7.969768721,-7.778132444,-8.040627145
1g2k,-11.88407,-12.82,-258.691,-11.321384,-13.0832885,-10.9971464
1syi,-9.13424,-9.47,-115.291,-8.270537043,-8.897188799,-7.515637744
1kav,-8.99849,-8.9,-142.193,-7.69301274,-10.48597251,-8.040627145
2hs2,-9.30661,-10.42,-182.475,-11.17730941,-10.95569987,-11.48068927
2hs1,-9.47048,-10.7,-197.72,-11.18217662,-11.28727213,-11.71555295
1v0k,-6.28701,-5.5,-80.93,-5.586633295,-7.405113659,-7.045910385
1o0m,-6.0662,-10.56,-103.92,-5.942615915,-8.109704698,-7.114987937
1hlk,-7.25032,-4.33,-82.415,-6.759065302,-8.468907972,-6.907755279
2sim,-8.36716,-8.65,-95.867,-6.969141352,-8.095889187,-4.724904611
1yei,-7.96324,-10.66,-130.714,-9.247011912,-9.187314521,-10.30637088
1f4x,-5.78918,-7.53,-108.378,-6.129584732,-7.488006722,-7.722870402
2c1p,-9.08747,-9.21,-116.593,-10.35640956,-9.449809222,-7.460375701
2f1g,-7.87739,-8.25,-145.051,-10.96257954,-9.104421458,-10.41689496
2i0a,-9.28342,-10.36,-207.055,-11.32487242,-11.28727213,-15.74968204
1ua4,-8.73101,-12.43,-124.258,-9.118533541,-8.634694099,-5.830145456
1dhj,-8.47767,-9.81,-126.664,-11.37119767,-9.242576563,-9.049159416
2f81,-9.78064,-10.49,-197.797,-11.57689082,-11.52213581,-14.53391711
2il2,-12.0143,-13.3,-223.832,-12.78813281,-12.97276441,-9.809012496
1gi9,-7.07778,-9.13,-97.222,-8.674778244,-7.957734081,-7.211696511
1rgk,-5.83832,-7.88,-79.55,-7.655085608,-7.584715296,-5.954485051
1rgl,-5.01802,-7.49,-69.337,-7.673480895,-7.17024998,-6.120271177
