PDB,MMGBSA_dG_Bind_Coulomb,MMGBSA_dG_Bind_Covalent,MMGBSA_dG_Bind_Hbond,MMGBSA_dG_Bind_Lipo,MMGBSA_dG_Bind_Packing,MMGBSA_dG_Bind_Solv_GB,MMGBSA_dG_Bind_vdW,Lig_Strain_Energy,Experimental
1i9m,1.172743404,3.270420441,-2.993960678,-17.36682354,-0.264965229,-5.728191338,-30.05617045,5.766605854,-11.71555295
1i9l,7.739977846,0.968841836,-2.23373792,-17.5659329,-0.770521115,-12.78679426,-27.0104302,2.77310562,-11.71555295
1i9o,-3.985718827,5.549852772,-2.369829408,-13.3570582,-0.334515448,-2.664076247,-26.16651862,5.467084663,-11.63265989
1i9n,-0.454617405,1.919261817,-2.328655433,-16.67083709,-0.362940314,-5.889455241,-25.38733355,2.260877296,-11.96423214
1a99,-143.5638483,1.039245383,-2.374569013,-21.27533227,0,127.8002494,-21.69488343,0.993460352,-7.874841018
1i9p,0.829237893,2.502502286,-2.565957748,-11.92169877,-0.28341885,-7.129055878,-27.22574117,1.932907256,-11.61884438
1wm1,-10.65604724,3.496000359,-0.850814581,-25.49856134,-0.26342553,27.6495448,-38.11489865,3.51652483,-8.703771652
1hnn,31.94239514,0.619292755,-1.433659804,-22.97759252,-3.702808771,3.69725162,-34.70955572,1.379764744,-8.620878588
1hi5,-83.34329873,-0.961644627,-8.909505795,-4.201573455,-5.128568867,92.80623877,-30.52539165,8.728922934,-5.581466265
1a94,-5.516752368,3.541216105,-5.59884481,-68.79231953,-1.77E-07,41.26059715,-98.90290849,16.94833731,-10.84517579
1ikt,-5.817586957,5.502904186,-0.018358476,-63.91314948,-0.392867179,17.11818635,-54.37438578,7.642472945,-4.69727359
1c70,-19.6761384,-0.15848556,-2.388155047,-75.02298305,-0.585944803,60.73164342,-86.06890396,17.87364891,-14.22997587
2mas,-120.2921676,5.626512571,-3.24955948,-24.27449287,-0.962049347,114.8480866,-35.89120155,8.039480962,-10.38926394
1m2p,0.319812853,1.578524973,-1.706273278,-24.59124614,-0.095699961,1.750633138,-39.4658485,3.644416957,-8.441276951
1oe8,-52.58184605,3.421410983,-7.293514278,-13.58705531,0,41.03120684,-31.40707301,4.798866327,-7.626161828
1mq5,-46.65305564,2.812953634,-0.3397103,-67.10457749,-3.686509942,105.2671922,-71.8802606,3.092261023,-12.4339595
1m5w,-5.208952205,4.102645234,-12.10814055,-11.44952765,0,28.54703259,-30.10596023,5.173897736,-5.899223008
1wvj,-47.0810198,1.048953666,-4.621112383,-33.07227173,0,26.68946451,-38.18525944,3.035406187,-9.297838606
1gah,-198.6616209,6.553831621,-6.532937191,-49.95921382,0,175.4813128,-57.90345944,22.93370528,-16.57861267
1t32,-199.9744731,-0.430308513,-5.404803669,-35.62887925,-4.603201373,248.7485758,-64.68411227,4.124899431,-10.25110883
1ui0,-17.39281792,0.766996794,-1.317226521,-6.05443081,-1.977393592,6.611120306,-20.26588574,0.990584585,-9.753750454
1t31,-136.5595655,0.472700618,-8.816485205,-32.99540886,-5.610077564,170.1466342,-60.70276034,2.029839201,-11.93660112
2i3i,-65.36286654,3.979152849,-2.596509651,-38.17410047,-0.953800118,43.62454165,-47.57310516,5.939415411,-10.08532271
1tng,-90.25082007,0.312100221,-1.313002597,-23.79923407,0,103.9745548,-23.54157369,0.378845466,-4.047944594
1qf0,183.152365,3.401079626,-3.436503756,-37.20753027,-4.364849652,-93.55183721,-62.18222121,6.792840914,-10.19584679
1qf1,178.2378174,1.729007642,-3.446155967,-30.20307627,-0.636279625,-104.6753876,-49.83767648,4.383739202,-10.11295373
1qf2,170.1569201,2.422580135,-3.591858562,-26.9726303,-1.155428938,-109.9225638,-45.26235171,3.491175072,-8.17878225
1tnl,-85.20761163,0.37717278,-1.163626792,-20.98973713,0,110.9799988,-23.54708473,0.62996672,-2.597315985
1c86,-91.76915256,3.406041384,-8.811843392,-22.31979458,-0.743330481,100.1773516,-38.11442585,3.316826976,-6.493289962
1tnk,-87.19683026,3.041389477,-1.226367924,-19.64723747,-1.00E-11,114.0011397,-24.03013713,3.992390828,-2.058511073
1igj,-8.343074575,2.023891089,-0.04081532,-60.10263688,0,29.65549618,-48.93766578,2.829340343,-13.81551056
1c87,-137.4179225,3.519791245,-10.32091085,-23.07867304,-0.875440055,128.3992833,-38.32693132,2.600608422,-5.802514434
1ta2,-45.24295059,1.214879967,-0.739427935,-56.80165466,-0.418978973,80.37049262,-63.16520765,5.337295422,-11.770815
1yc1,26.18067872,2.636756013,-4.817290709,-33.63666469,-1.690557383,-13.0264921,-50.91733893,2.665729321,-8.524170014
1gu1,-9.553431796,-1.163860189,-5.704156524,-19.10271262,0,2.613153373,-26.72258285,4.408443343,-6.244610772
1utn,-64.00918592,0.906149786,-1.413029177,-13.23732473,-0.392745065,86.69906501,-20.0852324,1.420156611,-4.821613185
1gi8,-203.9257118,6.355980752,-2.879025806,-16.29675627,-0.336880117,225.2744251,-31.34074283,8.191259133,-6.976832832
2cht,-24.85513664,0.631843684,-10.01841804,-26.26033196,0,25.53417208,-29.78896087,0.900607527,-7.626161828
2f35,-33.11043688,0.311834997,-5.260878814,-13.70392745,-0.096751169,34.34950562,-33.52033041,1.676317342,-7.460375701
1hih,-42.92791231,3.111410504,-2.585483367,-63.39933058,-0.799470368,51.0591691,-78.21533566,13.45563047,-11.121486
1utl,-147.3890435,1.227544943,-0.991302314,-18.06569719,-0.021658736,172.6031134,-24.50042033,1.525288301,-3.412431108
1a7x,-32.88338618,-0.198019354,-1.746851436,-64.42116906,0,27.07646217,-85.35272712,8.904507444,-13.40104524
1utm,-136.4414379,0.311458908,-0.95617381,-15.64218984,-0.12587698,156.8143238,-21.61467985,0.901872241,-4.158468678
1fm9,44.67244575,-0.548879288,-1.505303538,-66.0297825,-2.950109148,-39.23355144,-73.45812049,23.71895094,-12.4339595
5abp,-54.49380119,2.991399824,-5.432232471,-17.97402748,0,26.74446626,-25.1520586,2.772864289,-9.173499011
1b8n,-40.74288826,2.642614557,-5.649283651,-27.45604586,-0.903436766,37.87479662,-45.41074796,10.65533551,-14.53391711
1mfi,-59.57768812,1.958278199,-4.185175496,-29.37096455,-0.727163446,47.69871664,-31.71263773,2.073025688,-7.722870402
1qft,-150.4759239,1.1990483,-2.268496317,-12.67360379,-6.753618995,155.0103462,-22.53435581,1.443731095,-12.11620276
1ws1,48.99148169,2.003949926,-2.687087177,-38.42534309,0,-23.74600349,-53.64819852,5.392523585,-13.19381258
1tcw,-11.6415512,7.02552716,-0.994124614,-32.2327779,-0.600521572,32.14229173,-47.5765684,21.62994409,-8.316937356
2afx,-4.009361133,1.383924699,-0.234139225,-14.37111472,-0.41458456,41.33420959,-20.88288151,2.231333956,-7.114987937
1iy7,2.411715276,0.17152421,-14.5125763,-17.01572392,-0.806915251,14.73869816,-31.40616466,3.370915476,-8.551801035
1zgi,-28.30434411,-2.936071643,-0.492226847,-38.0027542,-1.675268812,65.09952288,-50.0492337,9.785859121,-7.377482638
2afw,-21.78685667,3.842877966,-1.268623622,-11.1725151,-1.525476937,35.06727546,-22.87331997,4.136380538,-6.589998536
1b8y,97.07784767,4.478490069,-0.915760808,-42.22403837,-4.400414971,-62.24500349,-55.54670257,10.77352531,-10.84517579
1ew9,92.2076393,1.436264315,-4.556625605,-1.33457956,0,-78.10427626,-2.638590887,1.229327671,-4.4485944
1ew8,244.3149704,2.229205389,-4.265020813,-2.23588877,0,-142.7980859,-9.720536815,3.041208811,-3.122305386
2fw6,-246.0764133,-0.154858804,-9.922130562,-9.47675458,0,245.9932321,-26.54410642,2.051170515,-4.034129083
1ws5,-29.99987476,0.938654681,-2.685952419,-19.05686719,0,15.75765402,-21.60165521,1.294752875,-4.186099699
1eld,-24.91816218,3.755378507,-0.939253821,-28.35473688,-0.322190963,39.75652085,-45.30589837,11.59152874,-9.256392074
1ele,-23.86956697,2.696488794,-0.882307214,-26.99078918,-0.6964146,31.1140043,-42.77473033,7.012070501,-9.463624732
1elc,-80.35599705,11.16422344,-0.479734,-46.76872308,-0.09391674,107.1886885,-48.01779274,16.8578987,-9.201130032
1ws4,-25.30144201,1.600254451,-2.511917659,-19.61386068,0,15.01908204,-21.84753293,1.222386654,-4.144653167
2dw7,79.22727985,5.396216212,-9.415842748,-2.85926818,0,14.20763993,-15.69394331,8.654103943,-6.493289962
1br6,56.05574678,2.172981796,-4.939707729,-17.32213684,-4.11010633,-47.6937396,-43.51088439,6.93225908,-4.4485944
1tx7,-158.7766361,0.884888527,-9.711773585,-12.22749912,0,160.5106203,-26.57400112,3.000104657,-6.355134857
1sqo,-193.5211046,7.270006139,-7.76243198,-19.50043036,-0.868048756,227.7056103,-39.03946941,8.882832365,-10.30637088
1elr,-218.6233668,0.56904171,-14.08403188,-22.44193527,0,206.8770608,-48.10261221,14.69451613,-6.852493237
2fpz,-10.64130971,2.545168059,-4.093019044,-11.43157302,-0.284419022,61.44810095,-26.70014764,1.700324614,-5.470942181
1n3i,-51.04111131,5.452193168,-2.085214518,-34.270039,-0.247548109,29.14738001,-42.97810887,6.335244479,-12.28198889
1hmr,-27.99073104,-0.684897275,-3.658767163,-51.10077096,0,36.16915361,-44.01589539,9.325414651,-9.049159416
1hms,-25.61415842,1.140340457,-5.049201441,-52.32551389,0,34.89988707,-42.34346125,6.476961319,-8.800480225
1hmt,-24.94823458,0.687835599,-4.986181814,-51.61563613,0,33.99105847,-44.81602335,6.803062113,-7.999180613
1g1d,3.284805259,2.221088379,-2.497719098,-20.17746229,-0.908644555,-9.542780809,-29.49081867,2.682996584,-13.04184197
1fjs,-97.28809669,6.394561184,-6.871602878,-38.04715237,-0.959003402,119.3270008,-57.74648315,11.55104398,-13.76024852
1pfu,4.575213025,1.419843441,-1.085976459,-26.30980086,0,2.946533508,-27.84378282,1.122369774,-3.757818872
1yda,-0.673519727,4.092642595,-2.178517823,-10.11302437,-0.239038934,-2.837375796,-27.41517304,5.30106828,-9.049159416
1ppc,-295.2002028,4.447315583,-7.917827569,-33.22026275,-0.021792534,296.388198,-49.56562499,5.01998291,-8.510354504
1ce5,-212.7960051,0.985029137,-6.90979357,-11.63499856,-0.213108216,221.5604524,-24.95805399,2.159033247,-6.548552005
1eix,-60.92171842,5.270509404,-16.31780739,-17.52872237,-3.00E-09,50.79833241,-35.45224765,-1.3159183,-15.27995468
1v1j,-9.095293565,-0.862501514,-6.256334786,-19.29133846,0,3.075243034,-27.3295672,6.230832142,-6.659076089
1o3d,-206.3773187,2.014103629,-2.534363644,-22.67503935,-3.554064732,256.3092496,-38.75468593,5.580296918,-9.850459028
1tsl,-7.565137009,2.207826487,-0.216977872,-29.08941289,-2.737510334,29.79461389,-33.4238132,2.653604232,-8.496538993
1o3j,-194.5753213,0.385404699,-2.511060303,-18.33338096,-1.69975736,228.7401554,-36.00672089,3.26266619,-9.353100648
2byr,-10.50396876,2.98077163,-0.263165798,-72.86205167,-1.560969733,73.06878341,-75.34508457,4.463458408,-11.81226153
1okl,0.009584474,-2.1885267,-2.22173969,-18.09306059,-1.612070478,-8.33476484,-25.28637953,-0.387834272,-8.330752867
2c97,4.035129293,3.565092666,-6.621465629,-22.31940083,-5.240395083,1.453057457,-41.04564427,3.382439288,-8.482723483
2c94,-32.17025299,2.587155375,-10.50241047,-33.98580077,-11.01008029,37.83893662,-62.94487342,11.9600392,-9.422178201
2c92,6.324229267,6.094033346,-10.08360975,-35.40941991,-10.64952733,1.717511687,-60.0171982,14.04527336,-7.847209997
1fcy,-28.43556542,0.957140501,-4.455515136,-74.40625053,-1.908272437,27.36898646,-71.50179944,1.526412064,-11.770815
1txr,166.4487549,3.353760041,-4.015261684,-33.98035716,-0.950699563,-8.982291742,-37.65913399,11.08276496,-10.69320517
1f5l,-196.3522452,1.993086126,-7.850906408,-13.8636494,-2.57E-09,187.6470872,-29.84804018,3.192641131,-7.294589575
2hu6,-21.91528681,3.258803075,-0.862095244,-33.21403318,-1.799161606,34.73878644,-47.36391765,5.031393229,-5.263709523
1o30,-38.87592034,3.587028368,-3.356708523,-23.60547958,-1.053829646,87.47769986,-42.063373,3.230340536,-9.353100648
1o33,-195.4832566,2.787602389,-2.485418461,-15.01037731,-0.557065527,212.9703625,-30.08265123,5.149012955,-7.93010306
1m2x,38.91376515,2.864029947,-4.071084456,-14.73976381,0,-15.99491541,-27.56770899,5.525087445,-5.733436882
1owh,-229.5901452,2.057359916,-8.245788924,-20.04048496,-0.219987059,241.4348551,-39.27070114,2.635575467,-10.22347781
1owe,-183.6640884,2.178640688,-7.388679724,-18.24161338,-0.231254476,198.5619151,-37.39956142,2.528239099,-8.565616546
1o38,-268.0507122,2.101269967,-2.506429358,-24.20090178,-3.555508422,320.1898301,-40.7476761,4.923599269,-9.422178201
1m2r,-12.88530885,1.159783846,-1.112157416,-29.93123255,-0.426084363,10.61758021,-38.11979986,1.907031662,-8.92481982
1fj4,-11.01590223,1.230474873,-0.492906586,-43.72579579,0,10.15702304,-38.57364915,1.727752345,-6.341319346
1njc,21.01799233,2.894412701,-18.46369312,-11.45646838,-0.461934324,-17.72717126,-29.0847917,3.996160715,-7.66760836
6tim,-84.66492733,4.488527688,-6.394886044,-11.19258703,0,88.41110068,-22.39152611,4.453750401,-4.434778889
1yid,-79.06757825,5.199454141,-7.247295532,-7.484818953,-0.780054203,96.51143217,-47.83665218,3.242256265,-6.907755279
1njd,0.102111264,2.956014545,-16.65511646,-10.81626097,-0.022549887,-4.183988494,-31.4902256,4.118994366,-7.695239381
1k22,-87.74225954,3.839038668,-7.328488975,-46.9135365,0,112.1507366,-60.84012927,9.043389293,-11.60502887
1ceb,-68.70461848,1.954466019,-7.291567406,-22.04074381,0,65.57899323,-15.43991159,1.432408958,-8.289306335
1cea,-63.08750586,2.487552088,-5.778720149,-18.58578597,0,58.03173343,-17.45756458,1.654492478,-6.852493237
1k21,-116.4799796,3.598123409,-7.195344976,-48.51622707,0,113.7388494,-52.28453216,8.449511724,-11.57739785
1utj,-109.6540895,2.014342181,-1.443493776,-15.25518244,0,131.5950676,-20.82659494,3.167002334,-5.305156054
1igb,-159.3117176,1.540182558,-1.761594442,-36.8411564,-2.590242399,217.7702889,-30.52218073,2.285325604,-8.841926757
4er1,-30.77574481,5.451962366,-2.539421672,-82.31603197,-0.653506091,106.2575688,-91.58126034,23.32751154,-9.145867989
2f7p,-100.4798783,-1.413302883,-4.635883239,-25.08331708,-0.001717842,153.5389826,-36.30347326,8.133119989,-9.118236968
1erb,-4.359204608,1.769041164,-0.056643109,-88.85213406,0,25.38798565,-61.26820324,3.428407518,-11.19056355
1jfh,-19.07547954,0.667001387,-0.788968738,-34.7793197,0,26.06764427,-34.21502469,7.346383155,-2.832179664
1izh,-32.49260817,2.704108231,-5.735564585,-68.54334766,-0.525378366,53.40823036,-93.96685279,14.08413323,-10.63794313
1mu8,-13.93016167,-4.671812697,-0.622021954,-38.24918151,-2.352590869,39.66127292,-55.83646506,7.820731923,-12.4339595
1r6n,26.54742626,-0.491833091,-1.347659556,-32.92911925,-5.968559312,-14.60515952,-47.38622737,7.05150333,-10.22347781
2bza,-70.41551349,1.980305775,-1.371176636,-15.10570399,-0.002129696,93.33215632,-20.34116573,3.324807822,-3.868342956
1ucn,-28.10121123,2.104697545,-13.79416711,-15.23378233,-11.19374449,36.77294126,-37.84126123,1.550886642,-7.211696511
1xd0,-53.728265,16.34152571,-7.557069632,-60.7630533,0,85.90931434,-76.41603109,26.26711436,-9.836643517
1c4u,-147.1567074,-0.558622097,-2.601243658,-45.28239403,-1.561116029,135.3138657,-54.91344388,9.686446274,-14.32668445
2f7o,-114.5496151,0.236845969,-4.178362154,-22.18572668,0,179.2107525,-27.44109612,8.576573842,-10.27873986
1mu6,-17.78059715,0.305310629,-0.739265053,-37.64407495,-2.118988822,45.83938794,-55.58085226,8.373995543,-11.57739785
1ghy,-133.6127788,4.903548375,-2.346157426,-18.04219819,-0.919600128,166.9464286,-34.7593343,6.029209195,-11.19056355
1hvs,-27.43453112,3.53546378,-2.965548527,-70.61222174,-4.437358677,61.38273216,-100.0060415,23.3427557,-14.22997587
1hvr,-29.4999215,4.775523354,-2.693624724,-72.08458153,-1.11E-05,49.64382173,-78.93700539,17.0461447,-13.13855054
1mrx,-15.19347752,-1.138443552,-2.169587243,-67.61956602,-2.25E-08,44.07876379,-82.68728808,7.760970927,-10.03006067
2iuz,-13.97032998,5.629317512,-0.534837867,-26.01020882,-27.05367393,21.5833761,-60.52545386,5.441961798,-7.66760836
1mrw,-18.93851842,-1.214729492,-2.222612851,-68.20519057,-0.277345872,44.75967161,-84.28739267,5.315513316,-13.40104524
1g2o,-102.311,6.051163085,-2.023574452,-30.24311796,-0.502340641,84.68953739,-42.99575064,4.318015728,-14.57536364
1ghv,-138.2481554,2.050804864,-2.174723257,-14.3252591,-0.077925887,152.0308849,-29.96387002,4.235363206,-6.009747093
1ghw,-149.3613282,5.381998258,-2.660598433,-17.07462184,-0.003467427,158.4362423,-30.76840111,8.584760512,-5.802514434
1qb9,-200.3320055,3.387551419,-7.074278741,-38.73509103,-0.315994603,223.465659,-53.02371357,5.45919556,-10.27873986
1mrn,-40.76451517,5.974439497,-5.669085192,-34.59757289,-6.366705459,77.47068413,-83.54205289,10.09741902,-6.244610772
2bqv,-20.54862202,2.121227799,-1.360422355,-64.60586255,-2.38E-08,48.79814972,-84.83282182,8.547843379,-11.121486
1hvi,-20.62037363,2.127207763,-2.934464419,-74.66182682,-4.882099535,58.15961599,-107.5635092,20.92911577,-15.08653753
1hvh,2.774058599,4.168650461,-4.760133386,-60.03547337,-1.50E-11,3.665691616,-69.51106177,11.20824148,-10.9971464
1hvk,-37.03398125,2.629363254,-3.489344075,-79.03202978,-4.638803591,60.94269262,-105.6689354,8.264799867,-15.14179957
1hvj,-27.63481461,5.502286235,-2.155888321,-73.65406474,-4.983432504,61.73168661,-104.8098451,17.18078329,-15.74968204
1hvl,-38.02172101,7.013522468,-3.523448933,-76.52933159,-4.845155891,60.86671308,-102.9565463,9.409619247,-13.74643301
1qb6,-338.4112065,7.244853472,-7.901620203,-19.55903212,-0.245454775,345.4091054,-44.47390686,9.41803753,-8.372199398
1oar,-32.77016853,-0.323121153,-0.910508213,-26.52615583,-13.31576722,39.5487559,-42.06444974,0.455697471,-10.22347781
1ghz,-197.940893,2.532793237,-2.609637819,-13.61484013,-2.11066822,208.9641572,-29.0621903,5.481546755,-6.631445068
1pbk,-44.22237147,7.606103368,-2.604125556,-50.2393725,0,35.51513019,-61.34447477,17.47817394,-12.50303706
2gst,-69.33525718,7.142054863,-7.098552563,-43.20860929,-1.792125563,62.74050076,-56.55706375,11.2894797,-8.386014909
2gsu,44.12597688,1.098129723,-3.708997023,-12.01591594,-2.404004292,-5.406347743,-40.46008955,-0.875126744,-4.95976829
1lkl,-275.8908318,2.825535306,-19.8523784,-14.31917665,-0.469566448,268.4985074,-42.34475684,6.869394393,-8.026811634
1cps,-19.78489341,1.237443691,-8.491387466,-21.22568808,-0.250632496,52.63903542,-32.89358446,3.492629775,-9.201130032
1owd,-202.626658,2.118091593,-7.372774777,-30.39623076,-0.214216827,245.2759449,-45.10627587,4.186221326,-11.32871866
1qbn,-102.29147,2.070559249,-7.701679804,-24.37274408,-0.661146331,132.2318042,-51.5216914,6.363754425,-8.082073676
1qbo,-359.5858726,4.455949421,-7.059592248,-37.16518352,-0.395600384,368.459452,-49.11781891,8.293935487,-10.69320517
1vjc,-9.843680272,4.904032371,-7.298134227,-13.98488993,-9.70E-10,24.39564504,-47.11559847,17.40762118,-4.94595278
2iko,-17.68882313,1.911739995,-6.665109803,-33.59092902,-0.953592941,42.68844084,-46.46028186,2.751737402,-7.529453254
1vja,-260.6498236,4.934763403,-8.73040842,-25.82348916,-0.186747564,273.0367718,-48.61494565,17.23207652,-10.63794313
1vjd,-69.52817941,5.900546351,-13.59998659,-13.71213379,-2.49E-09,103.0330198,-63.37901132,17.1658223,-4.890690738
1ai4,-19.73777751,2.181394701,-1.968498251,-17.8473412,-0.511102912,32.55134386,-25.30923248,1.124081232,-3.45387764
2bq7,-6.368257481,-0.518311596,-0.22160082,-48.213897,-0.656447725,80.68190862,-53.11781613,12.56071177,-9.739934943
1sc8,-251.1490939,5.382447151,-8.605014801,-25.97680925,-0.199014311,264.6427545,-46.25105875,14.64679486,-10.27873986
1nh0,-42.91310164,1.347002558,-5.964848204,-56.98507739,-0.609890044,75.74811417,-90.70290145,17.55831112,-13.45630728
1h2t,-57.8730507,8.636147396,-12.89633778,-26.97008023,-10.37921647,59.27144369,-66.82130462,12.78627263,-10.90043783
1qbr,-44.14429077,-1.045952554,-4.231335319,-69.774855,-1.00E-11,55.39799482,-92.87219636,10.68128661,-14.60299466
1qbt,-56.21063378,0.906144961,-5.423307818,-68.03258885,-7.42E-08,62.34658984,-98.82900173,11.6060423,-14.67207221
1qbu,-31.83081566,2.406662217,-3.563180859,-65.98525983,0,45.21145857,-74.18151931,10.19926071,-14.14708281
1qbv,-95.61375111,3.177587909,-0.680649095,-41.90494324,-1.51994685,115.102911,-52.53046634,6.918440112,-7.446560191
1lpg,-245.4247572,2.649691263,-6.417174981,-46.96908846,-5.376608884,284.3030758,-64.74534703,5.444836505,-9.795196986
1gz3,-2.81406114,4.006190643,-6.519871519,-9.165798526,0,51.29774927,-62.66545142,11.47222798,-5.111738906
