PDB,MMGBSA_dG_Bind_Coulomb,MMGBSA_dG_Bind_Covalent,MMGBSA_dG_Bind_Hbond,MMGBSA_dG_Bind_Lipo,MMGBSA_dG_Bind_Packing,MMGBSA_dG_Bind_Solv_GB,MMGBSA_dG_Bind_vdW,Lig_Strain_Energy,Experimental
2fvd,0.736862981,0.830148341,-1.841706275,-32.82820747,-0.181674766,0.68190383,-54.48694478,2.712558725,-9.44
2hb1,-103.3186067,0.182804909,-8.239694752,-23.1693954,-0.477548218,107.1537718,-31.26876832,0.406170937,-5.25
2iwx,-20.21462309,-0.52546662,-1.577373385,-35.29369576,-0.753060954,20.01504685,-39.45674315,2.493220411,-9.23
2obf,-73.43520536,1.102749835,-1.656322777,-44.88326619,-2.698209836,79.22835751,-48.90814509,14.05014676,-12.23
2pq9,-127.4313018,12.07965144,-39.29077519,-14.10856831,0,138.2474034,-45.21867744,17.62690985,-11.2
2pww,-152.8494178,6.596253643,-3.544190157,-54.6738286,-0.117016329,162.965199,-72.07620979,31.82859734,-10.11
2v7a,-29.29078898,0.114556312,-1.225185899,-38.65029804,-0.0018393,30.76636368,-53.8650161,3.145458018,-11.47
2w66,-75.5384719,3.410591854,-4.552897965,-23.95900867,0,74.04918319,-29.69242191,11.77523047,-5.6
2wbg,-59.24076762,9.573474285,-3.098301851,-33.28775012,0,51.05849179,-30.1276823,12.91622353,-6.15
2weg,9.447229216,1.575719303,-2.125550534,-9.79938817,-0.694778002,-20.13696493,-20.78224253,1.556156357,-8.98
2x8z,408.3489573,2.770870076,-5.09839445,-15.82273616,0,-338.8477729,-25.1085746,3.436215091,-11
2xb8,-55.28840023,2.015024735,-6.050188819,-36.05112669,-0.449758639,42.72103847,-36.6627072,3.912808241,-10.49
2xy9,57.48497694,11.72648883,-7.086474243,-38.03915646,-1.193718183,34.55003193,-61.64247336,20.22269143,-12.7
2y5h,-143.7909994,4.961328769,-0.275490161,-56.13277364,-0.50269146,171.5928949,-61.29528967,6.274921578,-8
2yki,-38.47332887,2.257915225,-1.499918959,-54.2046467,-5.22458946,31.25557995,-63.08323255,7.363475288,-13.07
2ymd,-167.4863524,3.552364237,-1.14561135,-35.12474287,-0.177876023,191.2366184,-26.75240441,4.005358428,-4.37
2zcr,103.7728359,7.762504505,-6.485516236,-49.09187702,-0.293914281,-51.20466585,-52.04387761,8.923713094,-9.49
2zjw,-17.70246719,3.606595549,-0.732960339,-31.19026207,-1.065701092,19.20540175,-38.63677973,4.676901393,-10.64
2zx6,-106.810578,4.430178818,-5.116672719,-31.06736272,-5.471196308,84.88310345,-38.15551523,22.51343537,-14.64
3b3s,-0.866559965,-1.266906908,-2.664321203,-17.51098273,0,38.25388685,-24.31619334,-0.321058986,-3.52
3bfu,-31.87589201,1.180824031,-4.297028653,-23.45784969,-0.207857272,17.3186497,-33.01546423,1.47000555,-8.66
3bpc,-91.15449243,0.217150002,-12.21601561,-12.25439769,0,94.93149846,-24.73486935,10.74140218,-6.63
3cft,-12.97461918,3.669778894,-2.115352537,-11.68467551,0,11.90767117,-15.79308539,3.328823213,-5.79
3cyx,2.977558717,3.561532774,-3.511468531,-78.69287897,-0.097276488,14.17343165,-87.53538865,8.023757407,-11.05
3d4z,-18.10791048,1.578772655,-4.316621413,-17.2655298,-3.159392883,4.813464431,-17.80638996,6.937178446,-6.76
3ebp,2.034240287,2.87913521,-0.311840983,-36.56075785,-7.691752097,5.046958035,-43.42567894,4.289099855,-8.16
3ehy,71.85327528,2.814747272,-0.620474563,-20.36073725,-1.234231818,-53.63517912,-35.98894934,3.499821829,-8.08
3f3e,-10.70612843,0.909615749,-1.42402425,-24.36865233,0,30.10965222,-25.30239786,1.52977399,-10.64
3f80,19.01929974,1.840692709,-1.511759259,-11.74478423,0,35.93668801,-24.07817473,2.858302305,-5.83
3fv1,-27.99591162,0.897531177,-6.464719112,-37.05628485,0,5.030215089,-33.57704311,6.476566601,-12.85
3g0w,-24.90279038,1.141145309,-0.592071555,-62.69907573,-0.619087409,20.5873037,-50.58343611,5.56678138,-13.15
3g2z,-18.83251928,1.905667867,-1.263559517,-7.99718882,-1.69E-08,12.18774582,-27.2418758,1.207446233,-3.26
3gcs,-16.72817033,-0.406268746,-2.40491208,-48.19701158,-0.66393705,19.77362024,-57.18865649,2.023547377,-10.02
3ge7,-27.11980675,4.623009341,-9.283510284,-41.0657276,-4.560147196,49.34517662,-55.45029688,5.133963382,-12.02
3gy4,-201.1018573,2.620663535,-7.914463577,-12.02072759,-0.107597156,202.8134001,-24.29230909,3.64476074,-7.05
3i3b,-21.0445805,2.629976856,-2.993468013,-15.86091247,0,59.51085737,-14.05293227,6.200701494,-3.08
3imc,-2.529348982,0.662835979,-0.239468219,-18.38093264,-1.558100479,5.892615819,-28.93472333,0.995755432,-4.09
3jvs,-14.26013985,2.211997266,-0.595001011,-31.31072413,-0.166669476,7.483149024,-38.938757,8.799348093,-9.04
3myg,-20.61405877,0.786453121,-2.678740333,-36.18953479,-0.175159342,25.04032537,-50.12291458,5.275544082,-14.78
3nox,-108.980354,2.21079286,-2.230374919,-37.97201912,-2.678102555,115.5213365,-42.48477268,2.445260387,-11.96
3nw9,-32.79692605,5.445924122,-3.983983565,-49.17449015,-1.607544857,46.00192041,-68.98900641,12.39112431,-12.43
3su3,-14.85663052,1.814777703,-1.700108311,-56.32390762,-1.497551544,8.49625103,-71.7697894,19.8714215,-12.61
3u9q,15.7480491,3.707646691,-2.986494984,-42.14406654,0,-7.78746489,-34.95961053,4.187824656,-9.16
3udh,-106.0818448,2.122112513,-2.259689925,-20.73279615,-0.746247787,94.44129383,-26.15358978,2.285509327,-3.94
3uex,97.85432357,3.397803372,-2.235646146,-75.78955165,0,-70.19803503,-44.26615107,4.062734855,-9.56
3zsx,-41.06061195,-0.095237774,-3.389423937,-28.40183329,-0.197379141,42.2605628,-42.99386028,7.841898142,-4.53
