PDB,VINA,GlideSP,DSX,RFScore,HMS,Experimental
1t32,-11.13533,-11.37,-173.958,-10.2943280492,-12.93131788,-10.25110883
1ui0,-5.16625,-8.35,-57.519,-6.70349862961,-6.769600173,-9.753750454
1t31,-10.00975,-11.51,-158.864,-10.3125224187,-12.32343542,-11.93660112
1tng,-3.91466,-6.79,-68.681,-5.69708002752,-6.631445068,-4.047944594
1tnl,-4.29886,-6.05,-73.137,-6.10799010933,-7.073541406,-2.597315985
1tnk,-3.83896,-6.01,-72.258,-6.06722380315,-6.589998536,-2.058511073
1igj,-9.64407,-7.76,-140.235,-9.14683985683,-11.19056355,-13.81551056
1c87,-7.17452,-10.68,-100.165,-7.41979156787,-8.192597761,-5.802514434
1gu1,-7.56662,-9.57,-80.711,-5.73166219158,-8.289306335,-6.244610772
1utn,-3.99863,-7.14,-64.895,-5.6697620264,-6.68670711,-4.821613185
1gi8,-7.53127,-10.52,-99.366,-7.23972695413,-8.206413271,-6.976832832
2cht,-8.25254,-9.32,-98.074,-6.24145666624,-8.42746144,-7.626161828
2f35,-7.6527,-8.04,-110.125,-9.18592100727,-9.062974926,-7.460375701
1utl,-3.85647,-5.9,-63.674,-6.44773499307,-6.368950367,-3.412431108
1a7x,-12.49152,-13.68,-230.358,-11.4632226832,-13.44249177,-13.40104524
1utm,-4.14114,-7.21,-63.855,-6.15569362093,-6.589998536,-4.158468678
1fm9,-12.95665,-15.5,-223.28,-10.6485717368,-14.49247058,-12.4339595
5abp,-7.15423,-7.32,-64.124,-6.15563993455,-7.722870402,-9.173499011
1b8n,-9.70761,-10.24,-117.787,-9.09266076677,-9.021528394,-14.53391711
1qan,-9.03703,-10.5,-170.768,-8.73005650464,-9.270207584,-6.18934873
1qft,-4.12009,-7.12,-58.342,-7.52128512952,-6.479474452,-12.11620276
1o2h,-8.66576,-8.62,-123.646,-7.24434537894,-8.91100431,-9.90572107
1b8y,-8.57463,-7.72,-171.869,-9.99191972457,-10.00242964,-10.84517579
1sqt,-7.82314,-8.38,-120.111,-9.0691462488,-7.985365103,-8.565616546
2fw6,-5.65125,-8.47,-83.914,-5.56333930344,-7.474191212,-4.034129083
1ws5,-4.93889,-5.98,-65.861,-5.92934209611,-6.700522621,-4.186099699
1eld,-8.56542,-8.12,-150.171,-9.69815283648,-10.27873986,-9.256392074
1ele,-8.28229,-7.89,-146.506,-7.71432182449,-10.15440026,-9.463624732
1elc,-6.29892,-5.67,-142.417,-11.3214679588,-8.689956141,-9.201130032
5yas,-5.34225,-7.09,-45.789,-5.59758232164,-6.741969152,-4.503856442
1ws4,-4.90354,-5.83,-68.134,-5.89690926404,-6.6728916,-4.144653167
2dw7,-4.39668,-5.48,-50.575,-5.78018114988,-7.045910385,-6.493289962
1br6,-7.73005,-8.69,-103.597,-9.10862699973,-9.325469627,-4.4485944
1tx7,-5.91928,-9.5,-83.391,-6.3130714364,-7.529453254,-6.355134857
1sqo,-7.46956,-8.31,-119.186,-9.52533647916,-8.192597761,-10.30637088
1elr,-5.42584,-10.36,-125.799,-8.38340664994,-7.985365103,-6.852493237
2fpz,-6.79475,-5.93,-57.25,-6.72036553142,-7.114987937,-5.470942181
1n3i,-9.45035,-11.58,-117.24,-9.83619566303,-8.607063078,-12.28198889
1hmr,-5.41592,-6.73,-112.796,-9.71106749966,-8.91100431,-9.049159416
1hms,-5.72722,-6.71,-118.634,-9.65468363797,-8.952450842,-8.800480225
1hmt,-5.7128,-6.58,-117.999,-9.80875649037,-9.353100648,-7.999180613
1g1d,-6.56698,-6.54,-87.242,-10.3919689398,-8.772849204,-13.04184197
1fjs,-8.84758,-9.77,-166.379,-11.1474189523,-9.698488412,-13.76024852
1ppc,-8.59411,-9.97,-141.644,-10.2200109699,-10.77609824,-8.510354504
1ce5,-5.5069,-8.93,-69.773,-6.22653379066,-7.045910385,-6.548552005
1v1j,-8.02237,-9.6,-86.136,-5.58356439958,-8.16496674,-6.659076089
1o3d,-9.03771,-9.27,-119.013,-8.69204348659,-8.993897373,-9.850459028
1l83,-5.41438,-5.77,-44.991,-5.24143527624,-7.225512022,-4.69727359
1tsl,-7.70701,-4.77,-78.218,-9.06258736806,-10.15440026,-8.496538993
1o3j,-7.33129,-7.01,-87.025,-7.19183395173,-8.565616546,-9.353100648
2byr,-10.21383,-8.53,-182.203,-9.9603848349,-11.34253417,-11.81226153
1okl,-5.53612,-5.53,-68.457,-9.76061399957,-8.275490824,-8.330752867
2c97,-6.22108,-10.48,-100.429,-6.8344486449,-8.386014909,-8.482723483
2c94,-8.60473,-11.24,-166.273,-8.24943477131,-9.65704188,-9.422178201
2c92,-8.31068,-11.82,-173.359,-8.10486788728,-9.505071264,-7.847209997
1fcy,-16.40335,-16.6,-178.379,-12.0255685146,-14.31286894,-11.770815
1f5l,-7.88788,-7.09,-71.847,-6.07396751991,-8.068258166,-7.294589575
1yid,-6.81803,-7.75,-97.489,-7.57800963545,-8.689956141,-6.907755279
1o30,-6.91986,-7.77,-116.94,-8.87814054433,-8.91100431,-9.353100648
1o33,-6.87336,-7.46,-87.608,-6.82871734807,-7.91628755,-7.93010306
1m2x,-3.31803,-3.98,-61.576,-6.81918944764,-6.659076089,-5.733436882
1owh,-6.99614,-10.26,-121.512,-8.87518519152,-8.344568377,-10.22347781
1i5r,-13.15156,-19.01,-269.288,-10.019897995,-14.58917915,-11.770815
1owe,-7.69157,-9.72,-109.825,-7.90604472421,-8.303121845,-8.565616546
1o38,-8.03762,-9.5,-119.39,-9.02715158965,-8.745218183,-9.422178201
1m2p,-10.37048,-8.53,-80.907,-8.31216181971,-9.201130032,-8.441276951
1m2r,-9.14008,-8.1,-86.888,-8.55909799005,-9.17349901,-8.92481982
1fj4,-7.53628,-7.55,-77.512,-7.43478246799,-7.957734081,-6.341319346
1njc,-7.29995,-8.99,-89.199,-7.4921233384,-8.551801035,-7.66760836
6tim,-4.49443,-6.12,-61.159,-5.69245017024,-7.032094874,-4.434778889
1pot,-5.45136,-10.82,-82.115,-8.37087403015,-7.722870402,-7.584715296
1grp,-2.85673,-8.19,-34.754,-6.30047779078,-7.045910385,-5.139369928
1njd,-8.17569,-10.05,-98.305,-6.83048338688,-8.261675314,-7.695239381
1ceb,-5.34984,-8.54,-70.102,-5.43085376879,-7.778132444,-8.289306335
1cea,-3.94249,-6.93,-54.604,-5.25953079116,-6.755784663,-6.852493237
1utj,-3.57926,-7.24,-64.185,-6.14510078525,-6.520920983,-5.305156054
4er1,-10.62812,-11.84,-239.02,-11.5169543736,-14.38194649,-9.145867989
2f7p,-7.29159,-5.01,-92.642,-8.30495919461,-7.888656529,-9.118236968
1erb,-10.53144,-9.8,-149.634,-9.45720980689,-10.52741905,-11.19056355
1jfh,-5.1085,-4.85,-92.212,-7.70666689231,-7.336036106,-2.832179664
1izh,-10.22763,-14.66,-231.945,-11.1156448372,-13.6082779,-10.63794313
1r6n,-8.56071,-6.73,-118.541,-9.499002667,-11.05240845,-10.22347781
2bza,-3.69581,-6.88,-64.482,-5.51791265782,-6.589998536,-3.868342956
1ucn,-7.57065,-9.32,-113.09,-7.00310495562,-8.386014909,-7.211696511
1xd0,-9.19824,-8.53,-203.631,-7.58634268848,-10.7346517,-9.836643517
2f7o,-6.83294,-7.06,-68.943,-7.63619603331,-7.736685912,-10.27873986
1ghz,-7.0619,-8.65,-85.864,-6.73655193709,-7.750501423,-6.631445068
1hvr,-14.74934,-14.07,-268.739,-11.8692021538,-14.09182077,-13.13855054
1mrx,-11.49471,-10.26,-189.431,-11.6789819989,-12.62737665,-10.03006067
2iuz,-9.01234,-9.77,-113.692,-8.10654671514,-8.137335719,-7.66760836
1mrw,-11.21381,-9.93,-194.847,-11.6217383519,-12.61356114,-13.40104524
1mrn,-8.78928,-9.08,-184.154,-8.41438114522,-9.739934943,-6.244610772
2bqv,-11.16263,-11.73,-230.433,-11.1455219026,-13.00039544,-11.121486
1hvi,-11.07096,-15.16,-273.716,-11.0839139494,-14.27142241,-15.08653753
1hvh,-10.91761,-11.29,-198.973,-11.2698710943,-13.24907463,-10.9971464
1hvk,-10.75835,-14.75,-265.837,-11.191202519,-14.21616036,-15.14179957
1hvj,-11.14057,-14.66,-269.905,-11.3973789148,-14.03655873,-15.74968204
1hvl,-10.20641,-13.67,-252.139,-11.2615203757,-13.62209341,-13.74643301
1oar,-10.63474,-9.6,-98.768,-8.05695827038,-9.919536581,-10.22347781
1hvs,-10.66043,-14.94,-269.987,-11.2660384524,-13.6082779,-14.22997587
1pbk,-10.42879,-10.68,-170.135,-8.33057360408,-13.47012279,-12.50303706
2gst,-8.93766,-13.6,-165.521,-9.88928199405,-11.39779621,-8.386014909
2gsu,-5.88644,-4.49,-92.652,-7.35321525207,-8.441276951,-4.95976829
220l,-5.26846,-5.72,-45.293,-5.35622822189,-7.17024998,-4.69727359
1owd,-8.38585,-9.61,-130.17,-9.15545962131,-8.966266352,-11.32871866
1qbn,-8.23784,-11.02,-129.973,-8.91895878909,-9.643226369,-8.082073676
1qbo,-9.13511,-11.23,-143.6,-9.61534252643,-9.878090049,-10.69320517
1vjc,-5.95831,-4.68,-122.276,-6.88173229558,-8.082073676,-4.94595278
2iko,-9.05441,-9.05,-117.658,-9.93195995919,-10.32018639,-7.529453254
1vja,-7.30569,-11.13,-169.201,-10.5472134482,-8.869557778,-10.63794313
1vjd,-7.98675,-10.72,-157.131,-8.20695069479,-8.980081863,-4.890690738
2bq7,-8.90989,-6.42,-155.079,-9.80537198793,-9.449809222,-9.739934943
1sc8,-7.32701,-10.68,-160.685,-10.8158441799,-8.869557778,-10.27873986
1usn,-6.11486,-3.56,-82.05,-9.31241719277,-7.750501423,-10.69320517
1h2t,-9.47461,-13.13,-189.941,-8.30477801804,-9.878090049,-10.90043783
1qbr,-13.77194,-16.19,-276.494,-11.4230229488,-15.10035304,-14.60299466
1qbt,-14.81036,-17.98,-306.904,-10.7489167377,-15.80494408,-14.67207221
1qbu,-12.03413,-12.07,-218.215,-11.258456655,-13.40104524,-14.14708281
1g2o,-9.83858,-10.94,-118.327,-10.6824287175,-8.745218183,-14.57536364
1lpg,-8.88969,-10.84,-181.185,-10.4822858522,-10.2096623,-9.795196986
1gz3,-6.74032,-8.4,-138.365,-7.95522124237,-7.819578976,-5.111738906
1y2f,-5.21296,-4.57,-64.77,-7.36131020129,-8.358383888,-6.797231195
1qin,-7.76815,-10.08,-125.3,-8.2235277724,-10.23729332,-11.05240845
1lpk,-9.3229,-11.14,-164.333,-10.2108537276,-10.61031211,-10.43071047
1meu,-11.65908,-12.79,-213.806,-12.475630434,-13.6082779,-8.42746144
1li2,-5.46502,-6.68,-47.481,-5.85480083484,-7.336036106,-5.581466265
1kdk,-12.35003,-11.47,-143.404,-10.194879428,-10.55505007,-12.50303706
1li6,-3.90836,-6.11,-41.848,-5.68677600686,-6.700522621,-5.249894012
1gz9,-5.74116,-5.61,-119.718,-7.08926315197,-7.957734081,-4.849244206
1bv9,-13.36932,-16.1,-276.186,-11.3829989542,-14.68588772,-12.37869746
1lpz,-9.95471,-8.83,-157.096,-9.77079372826,-10.48597251,-10.49978802
1mrs,-7.09175,-8.8,-115.948,-6.91719586963,-8.731402673,-5.470942181
1bv7,-14.14102,-16.94,-282.36,-11.429562751,-15.00364447,-12.84842482
1epo,-10.51619,-10.46,-201.328,-10.8319981202,-11.09385498,-10.9971464
1qiw,-7.39508,-10.92,-151.184,-10.2595550341,-11.57739785,-10.69320517
2f8g,-9.44976,-10.16,-192.532,-12.7602422764,-11.23201008,-12.01949419
1os5,-8.6372,-6.49,-126.092,-9.34300165725,-10.52741905,-9.463624732
1lf2,-9.22227,-10.24,-184.192,-9.99564079079,-12.28198889,-10.38926394
1lf9,-9.28692,-8.71,-171.161,-8.72098246733,-10.37544843,-16.57861267
1vj9,-8.21321,-10.89,-203.447,-11.2943289712,-9.988614133,-10.43071047
1v2j,-5.37081,-8.83,-67.261,-6.24346746195,-7.018279363,-4.490040931
1cin,-6.75682,-6.58,-82.928,-11.1080582439,-8.220228782,-12.06094072
1cim,-6.54572,-7.46,-77.381,-11.0654769983,-8.247859803,-12.18528031
1cil,-5.97761,-6.59,-89.069,-10.8056334942,-8.344568377,-13.02802646
1zpa,-8.71083,-9.52,-217.231,-11.2924177128,-12.0333097,-11.60502887
1dif,-11.36882,-15.32,-270.325,-11.1754850505,-14.395762,-14.72733425
1y20,-5.06266,-7.88,-66.776,-7.11864925488,-7.515637744,-7.349851617
1gzc,-4.49544,-5.61,-81.898,-6.16270294776,-6.852493237,-4.821613185
1qb1,-8.38117,-10.59,-154.754,-9.81407230708,-9.822828007,-9.353100648
1n8v,-5.21775,-3.13,-91.134,-6.40779220268,-8.17878225,-8.330752867
1oss,-4.73324,-7.87,-65.522,-6.25697795673,-6.893939768,-6.617629557
1fq5,-14.62269,-17.31,-269.13,-10.8441659686,-15.77731306,-11.60502887
1j01,-8.11127,-7.66,-105.28,-7.30238183227,-8.289306335,-8.938635331
1ec9,-6.63466,-6.3,-60.805,-7.04908292699,-7.43274468,-4.282808273
1we2,-5.48489,-7.15,-65.53,-5.91352173726,-7.460375701,-6.023562603
1jmf,-6.53153,-8.32,-82.528,-6.8450847802,-8.344568377,-7.971549592
1jmg,-7.07532,-9.84,-82.456,-6.87591593408,-8.206413271,-8.386014909
1uxb,-3.61524,-3.47,-63.715,-5.82041603887,-6.147902198,-2.97033477
1uxa,-3.53162,-3.61,-63.663,-5.84295428601,-6.134086688,-3.177567428
1jmi,-7.86531,-9.23,-92.526,-6.92743063961,-8.455092461,-8.372199398
1ugx,-6.40271,-6.46,-94.181,-5.87454080756,-7.225512022,-8.16496674
1jzs,-7.22996,-9.23,-184.389,-7.73826158311,-9.449809222,-9.118236968
1t7j,-8.99727,-10.09,-193.566,-11.0089678245,-10.5964966,-12.01949419
1ofz,-4.95237,-6.06,-40.958,-6.38344809144,-7.073541406,-6.382765878
2bt9,-5.71067,-6.82,-71.569,-6.05910889179,-7.43274468,-8.551801035
1ct8,-8.30772,-10.03,-136.362,-8.91745738052,-10.472157,-9.007712884
1hih,-9.69495,-11.71,-227.172,-10.4049787439,-11.75699948,-11.121486
2arm,-5.85495,-4.19,-78.678,-7.57207574488,-7.266958553,-11.23201008
2bvd,-7.50464,-6.08,-108.619,-7.36883078363,-7.736685912,-8.289306335
1a99,-3.90726,-7.39,-47.758,-8.79500693132,-6.797231195,-7.874841018
1sgu,-10.49378,-11.02,-210.726,-10.5848734664,-12.32343542,-7.41892917
2j34,-9.02821,-7.54,-152.826,-10.9288190336,-9.021528394,-10.80372926
1msn,-11.80593,-11.54,-219.611,-12.1284437622,-12.76553176,-12.5582991
2aac,-6.96306,-6.79,-68.644,-6.87448045168,-7.66760836,-3.067043344
1h1h,-5.05173,-7.64,-91.578,-6.17447999621,-7.93010306,-7.211696511
1e4h,-6.04796,-4.51,-40.717,-5.73764665121,-8.689956141,-11.61884438
1efy,-8.79026,-9.3,-96.913,-9.07962285856,-8.593247567,-11.35634968
1g46,-6.16585,-6.33,-82.825,-10.2582698736,-8.42746144,-12.15764929
1gcz,-8.71325,-7.7,-84.794,-8.61746294586,-9.007712884,-7.087356916
1xhy,-7.42089,-9.19,-94.941,-9.07240527219,-8.386014909,-8.537985525
1c84,-8.33423,-10.84,-97.876,-7.42961824053,-9.767565964,-6.907755279
1c86,-7.56636,-11.77,-98.916,-7.47988820149,-8.607063078,-6.493289962
1d6v,-10.27217,-8.89,-127.732,-9.49641550212,-10.87280681,-8.524170014
5er2,-9.3346,-13.22,-275.293,-11.2948978665,-13.31815218,-9.076790437
1c83,-6.95659,-11.37,-88.212,-7.58784599009,-8.814295736,-6.700522621
2ans,-8.32041,-7.6,-86.361,-9.19132162316,-9.933352091,-8.17878225
1pfu,-3.65646,-5.38,-53.987,-7.35941010808,-6.562367515,-3.757818872
1eix,-9.83736,-12.22,-113.793,-7.44699446102,-9.601779838,-15.27995468
1tvo,-10.35428,-10.47,-112.986,-10.9258470493,-9.339285137,-9.463624732
1o0n,-6.27693,-8.44,-96.756,-5.31410223445,-7.639977339,-5.650543818
1o0o,-4.50266,-6.64,-63.265,-5.86691811335,-7.197881001,-7.045910385
1z3t,-7.61843,-6.29,-92.318,-6.91068578019,-8.040627145,-5.44331116
1z3v,-7.76082,-6.25,-93.677,-7.13303394679,-8.316937356,-5.678174839
1o0f,-5.59431,-7.06,-74.932,-6.74105294387,-7.653792849,-7.322220596
1ezq,-9.88738,-11.77,-186.869,-10.2061898724,-11.6464754,-12.50303706
1kmy,-7.78335,-8.19,-67.916,-8.26338565094,-9.062974926,-7.045910385
2a31,-5.13554,-6.68,-59.168,-7.25393246778,-6.755784663,-1.395366566
1h6h,-5.31911,-6.39,-120.079,-6.67754573808,-7.888656529,-7.322220596
1hi3,-5.10735,-7.65,-68.393,-7.07555662815,-7.18406549,-5.788698924
2fxv,-9.10572,-9.89,-144.416,-7.56604004116,-8.869557778,-7.391298149
1rd4,-10.36315,-9.98,-138.678,-9.65595229675,-10.80372926,-10.69320517
1lee,-8.93058,-10.14,-175.358,-10.0623116816,-12.11620276,-10.69320517
1j4r,-7.32776,-7.49,-135.933,-9.65134513099,-10.2096623,-10.66557415
1sw2,-4.84936,-8.71,-69.337,-7.63182223315,-6.589998536,-9.974798623
1afl,-5.96615,-7.08,-104.536,-7.85030098715,-7.639977339,-8.67614063
7abp,-7.02493,-8,-58.142,-6.4018429816,-7.888656529,-8.92481982
1afk,-6.39299,-7.78,-97.85,-7.4097112867,-8.137335719,-9.145867989
1nc3,-9.70612,-10.71,-123.746,-7.05563602113,-8.91100431,-6.907755279
1bzy,-8.44599,-9.55,-139.81,-8.09430501854,-9.809012496,-11.52213581
2fx6,-6.14189,-7.16,-57.596,-6.80419147067,-7.114987937,-5.111738906
1dud,-6.68499,-8.79,-100.966,-6.78695690633,-8.012996124,-6.659076089
1c1r,-7.36249,-10.09,-121.983,-8.35827908899,-8.92481982,-10.54123456
1bq4,-8.06808,-12.39,-68.079,-6.92811052312,-9.132052479,-7.211696511
1bzh,-6.97174,-8.08,-147.163,-7.87239001489,-9.850459028,-9.353100648
1r1j,-7.70855,-8.46,-133.905,-10.2536729928,-10.44452598,-11.93660112
1r1h,-8.4879,-9.65,-142.795,-9.87886463857,-11.35634968,-12.32343542
1bzc,-8.97866,-9.5,-159.814,-7.48171900871,-10.52741905,-6.797231195
1af6,-7.25445,-6.31,-97.028,-7.54601769436,-8.261675314,-2.514422922
3aid,-4.12047,-8.19,-176.238,-10.1255188934,-12.06094072,-9.477440243
1dl7,-4.70301,-8.86,-110.752,-7.54438702905,-7.059725895,-8.966266352
1drk,-6.87602,-6.98,-77.241,-6.23981559289,-8.192597761,-9.422178201
1drj,-6.89798,-7.16,-74.556,-6.33467157262,-8.275490824,-10.22347781
2bmz,-4.63631,-5.55,-63.464,-5.2388912961,-6.700522621,-5.111738906
1bcd,-4.04829,-2.96,-38.731,-8.39242254248,-6.507105473,-12.01949419
1jak,-7.31319,-7.73,-80.227,-7.12106605114,-8.17878225,-7.695239381
1jao,-5.90285,-7.63,-132.285,-8.47075482948,-8.247859803,-8.17878225
1rdi,-4.53546,-5.61,-33.902,-5.69129592112,-6.589998536,-2.845995175
1u1w,-7.64438,-10.01,-82.202,-7.43422545595,-8.192597761,-8.082073676
1rdj,-4.45801,-4.07,-24.763,-5.59789063579,-6.617629557,-2.293374753
1rdl,-4.33047,-3.74,-26.432,-5.67039950088,-6.272241793,-3.094674365
1rdn,-4.70168,-4.06,-33.264,-5.93674284288,-6.258426283,-2.542053943
2c80,-5.8379,-10.38,-137.535,-8.85786939576,-8.289306335,-7.363667127
3gst,-9.19559,-11.87,-159.984,-9.90026834107,-11.08003947,-9.284023095
1wht,-5.69219,-7.14,-70.844,-7.57562771663,-8.234044293,-5.111738906
1fwv,-3.75689,-6.59,-75.779,-6.04138588841,-6.880124258,-5.139369928
1duv,-8.54876,-7.47,-112.295,-8.1169182361,-9.380731669,-16.30230246
2aj8,-8.00778,-6.57,-95.716,-10.8072559176,-8.358383888,-8.565616546
1w8l,-4.39104,-5.95,-53.205,-5.63663236829,-7.114987937,-0.676960017
1w8m,-4.22483,-4.34,-58.527,-6.54280857772,-6.576183026,-2.210481689
1rql,-3.34247,-2.45,-39.828,-8.1600569585,-6.741969152,-3.799265403
1xgi,-7.04764,-7.69,-75.454,-8.94787284557,-8.220228782,-6.700522621
1d2e,-8.02146,-8.92,-142.561,-7.56842882919,-9.076790437,-8.289306335
1w5v,-12.21503,-15.69,-267.859,-12.6583834739,-13.4839383,-11.2596411
1kjr,-6.88689,-6.28,-103.536,-6.652772839,-7.695239381,-8.372199398
1ejn,-9.8135,-9.98,-161.732,-10.4181434522,-9.670857391,-7.764316934
1oif,-5.81279,-6.1,-74.286,-7.9638142576,-7.308405085,-10.66557415
1rzx,-5.49679,-11.76,-189.084,-8.71889826306,-10.08532271,-5.664359329
1ps3,-8.36225,-6.52,-100.021,-6.99787544228,-7.861025507,-3.149936407
1ur9,-10.35058,-12.92,-180.5,-8.41272827289,-10.52741905,-7.971549592
6abp,-6.08946,-7.58,-49.836,-6.11283799173,-7.612346317,-8.786664715
1lzq,-9.72327,-13.38,-233.123,-11.2677388779,-12.14383378,-11.59121336
2b07,-7.46646,-10.44,-144.868,-8.69006562121,-10.12676924,-8.883373289
1pzp,-6.96252,-7.68,-96.103,-8.84464270884,-8.510354504,-4.572933995
1fiv,-11.85473,-16.98,-314.848,-10.0977848616,-15.19706161,-9.104421458
1ohr,-10.20036,-9.94,-188.193,-10.9348971465,-12.32343542,-12.01949419
1pzo,-6.44968,-4.96,-82.596,-8.16146220525,-8.330752866,-4.586749505
1pzi,-6.62523,-7.13,-77.587,-5.63913740543,-8.455092461,-5.830145456
1qbq,-6.1954,-9.6,-89.301,-8.90924525812,-8.620878588,-11.46687376
1bhf,-6.17836,-11.76,-152.59,-8.10086340285,-8.952450842,-6.051193624
1aaq,-8.68395,-12.42,-211.625,-10.1733849695,-11.59121336,-11.60502887
1g2l,-9.02901,-10.61,-175.089,-10.9293136714,-10.44452598,-10.00242964
1urg,-6.31833,-7.13,-107.574,-7.12228571824,-7.778132444,-8.040627145
1g2k,-11.88407,-12.82,-258.691,-12.2424346188,-13.0832885,-10.9971464
1syi,-9.13424,-9.47,-115.291,-9.14108608507,-8.897188799,-7.515637744
1kav,-8.99849,-8.9,-142.193,-7.45664312713,-10.48597251,-8.040627145
2hs2,-9.30661,-10.42,-182.475,-13.257072274,-10.95569987,-11.48068927
2hs1,-9.47048,-10.7,-197.72,-12.4350337382,-11.28727213,-11.71555295
1v0k,-6.28701,-5.5,-80.93,-6.76009233352,-7.405113659,-7.045910385
1o0m,-6.0662,-10.56,-103.92,-4.92208067513,-8.109704698,-7.114987937
1hlk,-7.25032,-4.33,-82.415,-6.73164051076,-8.468907972,-6.907755279
2sim,-8.36716,-8.65,-95.867,-7.16632640179,-8.095889187,-4.724904611
1yei,-7.96324,-10.66,-130.714,-7.35655573163,-9.187314521,-10.30637088
1f4x,-5.78918,-7.53,-108.378,-5.95181715485,-7.488006722,-7.722870402
2c1p,-9.08747,-9.21,-116.593,-9.85519314278,-9.449809222,-7.460375701
2f1g,-7.87739,-8.25,-145.051,-9.68427437292,-9.104421458,-10.41689496
